,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 4,ATAC private topic 5,ATAC private topic 7,ATAC private topic 8,ATAC private topic 9,ATAC private topic 10
chr2-31654028-31654893,0.6150274,-0.43024746,0.4675052,0.47504866,-0.6832726,-1.0602074,-0.13274066,-0.19368681,0.4551204,-0.062529474,-0.07620435,-0.66080445,0.18960096,0.35266525,-0.018199384,0.09242059,-1.1791037,0.09343231,0.13167539
chr2-32095399-32096188,-0.41930586,-0.03762189,-0.16411805,0.14673316,0.37843782,0.189423,-0.014862486,0.5546255,0.27053767,-0.6016882,-0.0020585167,-0.039277397,-0.04727011,-0.14164434,-0.0045867763,-0.03606552,-0.16048001,0.015865864,-0.06637487
chr2-32137483-32138356,0.18720645,0.01171773,0.0074528544,0.16637328,-0.20003268,0.3699272,0.15969506,0.5850663,-0.28427154,-0.30374643,-0.12377411,-0.029817766,-0.01601353,-0.08650525,-0.0070545785,-0.01888349,0.3196023,-0.0013274605,-0.17499949
chr2-32308185-32309240,-0.6018557,-0.50975627,0.049353544,-0.8600729,-0.21563962,-0.60162604,0.29528147,0.25449762,0.3592731,1.2445189,0.17696017,0.0066147954,0.41998875,-0.49336186,-0.077236235,0.14103128,-0.68590784,0.026564859,-0.1980516
chr2-32381438-32382250,0.034970604,0.22745761,-0.1784708,0.16619478,-0.24766976,0.30997905,0.029685559,0.46432883,0.0773005,-0.06510139,-0.01688509,-0.042122025,-0.013862685,-0.03762135,-0.005019564,-0.0055593993,0.3985686,0.012259281,0.0008995987
chr2-32450298-32450909,0.23412158,-0.48631606,0.15393229,0.46900415,-0.3131955,-0.4396361,0.45383257,0.19730808,-0.22585638,0.19381677,-0.017989757,-0.42016765,-0.006128141,-0.08234763,0.0048968894,0.020206185,-0.24407355,0.0052722353,-0.0036052293
chr2-32625373-32626163,-0.13062759,-0.6407227,0.53355104,0.3619814,0.060103204,-0.12391692,0.30130804,-0.713952,0.5010226,-0.3151775,0.009882222,-0.5490331,0.30955905,-0.038686167,0.005070037,0.019377887,-0.9637865,-0.015018475,-0.39287758
chr2-32628226-32629155,0.47024864,-0.87665695,0.2571325,0.39358407,-0.19351475,-0.10729456,0.22804907,-0.7938669,-0.107655115,0.4266404,0.086191535,-0.43059257,-0.2008863,-0.02101417,0.002107323,0.04174517,-0.20554437,-0.0659145,-0.07999105
chr2-32629360-32630046,-0.2779415,-0.6855484,-0.22044054,-0.0070262253,1.0396667,-0.5704066,0.17554866,0.7236756,-0.7059214,0.09101993,-0.14023313,-0.094689384,-0.46161222,-0.3749604,0.038017154,-0.012558624,0.26513994,-0.10875653,0.024100553
chr2-32741887-32742699,-0.054454196,-0.7980152,0.33728978,0.25585645,0.1964947,-0.50488216,0.068124674,-1.3926147,0.4000687,0.3152148,-0.0053355745,-0.713643,-0.010704913,0.14003053,0.03604191,-0.03182928,-1.3368938,-0.07047242,0.27090433
chr2-33085787-33086568,0.7860381,-0.8367968,0.4974803,0.20314515,0.7074164,-1.3870884,-1.2575157,-1.2418809,0.8900014,0.10836192,-0.08353929,-0.6315244,-0.2609201,0.4729912,-0.08818365,0.36106694,-0.7152414,0.09380375,-0.08014853
chr2-34825710-34826621,0.18938778,0.68865865,-0.38639176,0.134525,-0.123985685,0.5256926,-0.04531334,0.055274975,-0.25232244,-0.027728448,-0.046079405,0.5959326,-0.031068651,0.027614065,-0.051462054,-0.04385733,-0.043327566,-0.15670887,0.22047052
chr2-35557664-35558565,-1.5190103,-1.2641834,1.3343832,-1.4516927,0.17992717,-1.0140605,-1.521871,-0.0115269665,1.6291071,0.58452576,-0.3552372,-0.59009504,-0.21062277,0.44272304,0.015870504,-0.1141645,-0.5953384,-0.6871937,-0.66742367
chr2-35558953-35559852,-1.12386,-1.4034556,1.4323474,-1.786542,-0.5642264,-0.93012595,-1.3365767,-1.2532296,1.4841063,1.2117883,-0.25301343,-0.8400606,0.15920207,0.47024915,-0.2675542,-0.2523529,-1.1911591,-0.7905722,-0.07555948
chr2-37358488-37359416,-0.35714096,0.6918778,-0.12947395,-0.47050062,-0.24311817,0.72649664,-0.04602575,0.8261977,-0.32143945,-0.097664595,-0.0688539,0.7997487,-0.3366151,-0.26005787,-0.035454117,-0.01550631,0.296696,0.025456922,-0.102716535
chr2-38643437-38644265,-0.5326503,0.33086723,-0.36868194,-0.10876826,0.4070592,0.64323217,0.040855464,0.5342933,-0.11985445,-0.32077873,-0.12334015,0.24593075,0.14120433,0.034437243,-0.024406455,-0.17748092,0.74190396,-0.1334408,-0.6528503
chr2-39190130-39190939,-0.25069577,0.44435635,-0.39708012,-0.26728103,0.05952312,0.45283052,0.118358284,0.33578622,-0.00011408995,-0.3230042,0.002607709,0.28185767,0.024050936,-0.3378933,-0.009513842,0.01190301,0.20292749,0.008591405,0.074185334
chr2-42652494-42653282,0.5454542,-0.0206586,-0.11724722,0.3462414,-0.21794246,0.65376985,0.09652719,-0.8936169,-0.12552767,-0.32462475,0.43426424,-0.0013801873,0.2230317,-0.16664574,-0.1063263,-0.14442956,-1.1224728,0.33601302,-0.06073714
chr2-44926738-44927643,-0.10452255,-0.034824077,-0.45711523,0.21168582,0.01193359,0.46694767,0.4110791,0.4740923,0.052289847,-0.24994688,-0.06490082,-0.1645913,0.0023517138,-0.035237707,-0.027289283,-0.020397106,0.6569718,-0.05750338,0.056037858
chr2-49312690-49313524,0.07044446,0.058760434,-0.09419092,-0.073249035,0.08671117,0.18664807,-0.5978326,0.7863044,-0.027111085,-0.3824463,-0.0478662,0.3036482,-0.03968768,0.21073145,0.009882036,-0.013678685,0.071698144,-0.06560078,-0.09716828
chr2-49571894-49572831,0.8050879,-0.85483706,0.6423356,-0.0963922,-0.42379183,-1.3814,0.76684755,-0.6087702,0.6515684,-0.6286567,-0.0076760277,-0.36764708,-0.0926644,0.17023449,0.04380605,-0.13489503,-0.23985322,-0.23761468,0.5071783
chr2-52556402-52557298,-0.037082575,-0.6273004,-0.115487985,0.92052364,-0.0078524975,0.42000678,0.5460304,-0.9234613,-0.7859074,-0.30297446,-0.017210893,-0.16670065,0.07934174,0.059834678,0.009044828,0.11669478,-0.84419835,0.00015801155,-0.30328193
chr2-54436005-54436669,0.3670492,-0.0058579803,0.057332315,0.32582903,0.39462292,0.26775914,0.5793214,-1.5274471,0.029282734,-0.95667803,0.288595,-0.3686337,0.95167744,-0.3583345,-0.057996556,-0.5629501,-1.5123723,0.55517864,-1.1269379
chr2-58357165-58357832,0.86849946,0.008981988,-0.41294342,0.50974435,-0.09455785,0.06419083,0.4919706,-0.16960105,-1.2280939,-0.31957337,-0.058467206,-0.5468281,-0.27291483,-0.025527745,0.024061937,-0.10617769,-0.63185066,0.015967736,0.5258167
chr2-61804889-61805662,-1.6708164,-1.2128574,1.6481142,-1.5890521,-1.5998367,-0.27751583,-1.5949391,-1.3242357,1.676726,0.72231734,-0.48591468,-0.47934565,-1.0307878,0.29377484,-0.42438668,0.23002465,-0.90396506,-0.85228884,0.5583183
chr2-62046453-62047019,0.5634765,-0.89989007,0.3998543,0.58077925,0.05790003,-0.08022207,-0.12499986,-1.3556788,0.2457745,-0.06324236,-0.13037422,-0.5707511,0.1094994,-0.024904195,-0.014045211,0.08255042,-1.204898,0.06246467,0.13714167
chr2-62047313-62048095,0.44822928,-0.18928656,0.13951708,0.28698263,0.16190007,0.036045726,0.36529982,-1.4914659,-0.03777026,-0.15497614,0.03405951,-0.053652704,-0.033882145,-0.101026736,-0.010330098,0.0084880255,-0.9000087,-0.0109168915,0.009532997
chr2-65620965-65621886,0.740494,-1.4730979,0.40532675,0.30048567,0.40118483,-1.0703185,0.346064,-1.312102,0.2837779,0.09631481,0.044451557,-0.7028177,-0.21603264,0.12032693,-0.11831568,0.21813037,-0.67126185,0.1880752,0.32798633
chr2-65818109-65818962,0.6724967,0.39251435,-0.46288133,0.7478817,-0.15733665,-0.2718689,-0.004859044,-1.0143464,-0.31546882,0.31195986,-0.043719474,0.3492972,-0.37198767,-0.06905044,0.01707657,-0.16853295,-0.6023481,-0.081237696,-0.11838911
chr2-65860011-65860956,1.1117884,-0.29740438,-0.061583947,0.916396,-0.52761334,-0.5294173,0.5879784,-1.6418777,-0.056134023,-1.2282362,-0.0012250126,-0.84684944,0.3338627,0.1977955,-0.047239188,0.013342142,-0.852699,0.24325658,-0.44854802
chr2-65931491-65932311,0.37915292,-0.12525824,0.2402946,0.43345532,0.056750253,0.39774883,0.23780298,-1.5339769,0.04171113,-1.3311567,0.08384908,-0.8692586,0.5124294,0.1875977,-0.010894975,-0.16484077,-0.9338748,0.13082388,0.24118114
chr2-65932997-65933771,0.4079526,-0.32517812,-0.012666984,0.10282873,-0.54022175,-0.531374,0.692278,-1.2589617,0.16882528,0.41767967,-0.10958348,-0.71080434,-0.0006943347,0.24997784,0.10405482,-0.18083832,-0.7047402,-0.25008973,0.80639184
chr2-66408444-66409038,0.36330822,-1.3453878,0.46107563,0.36709666,0.26279125,-0.83252275,0.59366035,-0.98284256,0.034109037,-0.29115325,-3.9352562e-05,-0.12185044,0.1926471,0.28095987,-0.009039009,-0.041317973,-1.5306131,0.0320831,0.16359946
chr2-66439952-66440525,0.89038175,-1.278618,0.9921827,0.060218785,0.359237,-1.338423,0.67818147,-0.6467525,0.22414458,-0.7345296,0.18798432,-0.28906962,0.2954022,0.09567078,-0.16338776,-0.2484634,-1.0451139,-0.38403693,0.47960696
chr2-66440633-66441132,0.38672698,-1.1403329,0.76931393,-0.5386201,0.41419414,-1.2210081,0.7419577,-1.4750617,0.48505175,0.23910032,-0.14840345,-0.6692556,-0.3609708,0.029718844,0.12326847,-0.013846969,-1.1206028,0.008156526,0.2552895
chr2-67515913-67516761,-1.1866839,-0.4841423,1.5821004,-1.29571,-0.90001154,-0.9784503,-1.450308,-0.7605807,0.8720667,1.3932618,-0.4609102,-0.25453883,-0.60304904,0.14530312,-0.23246086,0.18033034,-0.37180865,0.0417391,0.6970395
chr2-69135507-69136253,0.41370708,0.010572323,-1.0580914,-1.0238909,-0.61416847,-0.5646691,-0.60330987,1.6586981,0.20549794,0.28965712,-0.39963707,1.0034114,-0.3660737,-0.33204114,-0.31686252,0.035636466,1.4847139,-0.5028393,0.1377597
chr2-69205681-69206536,-0.79768956,1.0978724,-0.66669995,-0.4510514,0.03699042,1.1076865,-0.55999136,0.64588875,-0.87606066,-0.4219522,-0.040653266,-0.3664424,-0.59615505,-0.09392552,-0.03204778,-0.07516713,0.74471587,-0.061738085,-0.1453253
chr2-69646807-69647725,-0.15469132,0.13391258,0.030825743,0.12632395,0.12511458,0.41651136,-0.8559517,0.39746103,0.03997422,0.06404058,0.058181312,0.012311266,0.023324715,-0.026000923,-0.025627445,-0.0066802516,-0.25148088,-0.059597105,0.06423177
chr2-69712923-69713793,-0.07949413,-0.08704748,-0.19753365,0.43523845,-0.28868204,0.46230426,-0.037435427,0.35947827,-0.35425416,0.32753617,-0.15320623,0.029804707,0.061419584,-0.0326612,0.009177361,-0.044722088,0.4674746,-0.24672939,0.06971005
chr2-72056366-72056830,0.0711523,0.49403673,-0.76387084,-0.814293,-0.95420724,-0.2554525,-1.2540272,1.9026355,-0.744587,0.41670346,-0.51044303,0.039845623,-0.6310999,-0.73304737,-0.034387868,-0.31187397,1.7534556,-0.26375094,-0.10823844
chr2-73003894-73004700,-0.6347247,0.6207891,-1.0201966,-1.2377801,0.09909602,0.31951445,-1.3079169,1.8756183,-0.8898844,0.21911605,-0.5690199,0.6553022,0.02367191,-0.09756746,-0.3104029,-0.05952842,0.61139476,-0.08089183,-0.6473797
chr2-73012395-73013301,-0.45033446,-0.030876724,0.012940969,-0.4327189,-0.37442666,-0.3026315,-0.2869042,0.94918776,-0.21764645,1.1860809,-0.16670123,-0.35854492,-0.019170905,-0.5077594,0.02274374,0.11491304,-0.29277715,-0.073641166,-0.10928356
chr2-73654278-73655076,1.0724279,-0.41613317,0.560591,0.61434054,-0.41088128,-1.1676407,0.9159612,-1.589625,0.20018053,-0.96504515,0.13333279,-0.7379335,0.9178332,0.7085836,-0.29480106,-0.59146255,-1.0962667,0.031337466,-0.33226982
chr2-73656986-73657693,0.41285047,-1.1653228,0.56368995,0.33488026,0.6321466,-1.6041346,0.03867767,-0.38519174,0.70063174,-0.28356227,0.3389077,-0.5659862,0.8761941,-0.45913142,-0.12296188,0.0385632,-1.2675105,0.13353333,-0.32969254
chr2-75831918-75832783,-0.45872992,0.31562158,-0.10951556,-0.31748325,0.0288354,0.73783505,-0.18138438,0.61888224,0.09986984,0.13763654,-0.05689919,0.062379993,-0.017967915,0.0063472777,-0.039646756,-0.07062724,0.68780714,-0.58173424,0.06864879
chr2-77171554-77172434,-0.75571597,0.7616973,-1.05329,-0.31130743,0.1336595,-0.37002066,0.39159945,1.2043245,-1.0079179,0.66326356,-0.36862478,0.40138534,-0.5757286,-0.09329578,-0.028235734,-0.22003004,0.87039274,0.11853444,-0.57697064
chr2-80616849-80617716,0.2739741,0.31999823,-0.2634082,0.01943254,0.036677714,0.5664421,-0.045027636,0.39719617,-0.3743296,-0.1417278,0.007045,-0.3002104,-0.09086006,0.029189415,-0.0022277092,-0.05152962,0.4381431,-0.0016037769,-0.31200105
chr2-84726939-84727861,0.2369024,0.31192628,-0.027481453,-0.0046584383,-0.08510792,0.21402903,0.18594454,-0.038954847,-0.07469988,-0.53373784,-0.015325697,-0.17085432,0.015496731,-0.028178958,-0.00037860952,-0.0031761057,-0.34368712,0.018174656,-0.010498552
chr2-85197948-85198761,-0.42387074,-0.8541395,0.64175344,0.110583946,0.2980376,-0.30505714,0.74138165,-0.7237833,0.70904046,-0.779303,0.040301718,-0.66999364,0.29628742,-0.063002475,-0.00859502,-0.0033175775,-0.8781347,-0.2466318,-0.053796966
chr2-90394724-90395620,-1.2807857,-0.1310529,0.0678416,-0.5662821,-0.78816676,-1.1954923,-0.76602787,0.9605255,-0.36820802,1.7329232,-0.29966697,0.18996076,-0.51910686,-0.45628828,0.025635963,0.8203971,-0.2861897,-0.10151299,-0.42463478
chr2-90745225-90746009,-0.4624824,0.615482,-0.32463178,0.049349334,0.08541938,0.42395657,0.12704225,0.44041973,-0.2820865,-0.052751765,-0.17036393,-0.05342648,-0.32258824,0.11795424,-0.006761196,0.015569205,0.39224112,-0.0028607994,-0.20387243
chr2-90885452-90886255,0.16716647,-0.4876325,0.4262417,0.6820273,0.09856817,-0.83764285,0.2606955,-0.8394309,-0.14568041,-0.06474037,0.1811742,-0.9464121,-0.05411322,0.08304123,-0.012230931,0.019661069,-0.8258395,0.18560794,-0.06732814
chr2-90887035-90887769,0.43510374,-0.9993388,0.59937435,0.577511,-0.20606752,-1.4455158,0.8199838,-1.4399352,-0.06853824,0.42771164,-0.08297728,-0.715548,0.35874036,0.0856464,0.019712267,-0.03991515,-0.96903765,-0.1286764,0.41779387
chr2-90889949-90890704,-0.93394727,0.30900136,-0.22959362,0.12766875,0.4646928,-0.9241894,0.6325459,-0.2730218,-0.40422907,0.8334043,-0.096168146,-0.37136644,-0.12377624,0.12168923,0.009371377,0.023577383,-0.36570707,-0.29417348,0.0069941045
chr2-90964695-90965434,0.8000139,-0.88405776,0.526673,0.8492344,-0.92857844,-0.78945696,0.26599237,-1.164578,0.3590347,-0.06885564,0.01936073,0.12022359,-0.28861958,0.07547723,0.022885507,-0.3010493,-0.5062321,-0.3517094,0.19848576
chr2-90965565-90966315,1.1117367,-1.4070657,0.7017275,0.69085276,-0.8660586,-1.3782214,0.35171008,-1.4606235,0.21435814,-0.25201792,-0.021149201,-0.07181388,-0.063879125,0.17938972,0.0075339912,-0.0351109,-0.40115783,-0.06995034,0.09660723
chr2-91537480-91538352,-0.5097,0.5750765,-0.7727934,-0.854169,0.64944005,1.1084489,-0.57547116,1.3583957,-1.0063492,-1.111814,-0.14310832,0.46939278,-0.22528666,-0.6586248,-0.2758549,-0.32205114,0.078728594,0.18231538,0.16996455
chr2-91949797-91950541,-1.2313935,0.16703077,0.7834736,-0.8214935,-0.096813664,-0.85369647,-1.0850531,0.98185664,0.710344,0.5906886,-0.124557726,-0.42574343,-0.35935584,-0.26464546,-0.016745508,-0.029688902,0.907326,-0.3356635,-0.02421429
chr2-91971467-91972270,0.7494094,0.27823848,0.0385978,0.95196086,-0.5140146,-0.50091153,0.08498876,-0.19612335,-1.0225941,-0.19465716,-0.15346588,0.519127,0.54665965,-0.47552192,-0.017933302,0.029909085,-0.6404263,0.07496704,-0.13671035
chr2-91975857-91976349,0.5973232,-1.051397,0.07678161,0.65143716,0.6044081,-0.20434533,0.75195616,-1.0182179,-0.7072413,-0.6281909,0.0902176,-0.531757,0.823123,-0.9267972,-0.024321387,-0.18016168,-0.79210585,0.11640211,0.030946516
chr2-92059335-92060240,0.16033095,-0.25514776,0.0016484138,0.20695266,0.03570003,0.19528098,-0.025491213,0.42114118,-0.23312093,-0.64381063,-0.044583857,-0.38997555,0.18537739,0.010104609,0.0002218372,0.009504645,-0.17539032,-0.041583955,-0.018760005
chr2-92387558-92388448,0.5622915,0.4856764,-0.45623532,0.36288592,-1.2681711,1.0341928,-0.02306827,-1.1999737,0.49066505,-0.3982427,0.13986623,-0.0013755752,-0.21933241,-0.17596194,-0.09623549,0.03342009,-0.9444743,0.08385713,-0.39431044
chr2-92601754-92602355,0.6225836,-0.52255005,0.32620132,0.55855495,0.6303143,-1.5636846,0.21119313,-1.059072,-0.019370558,-0.59614587,-0.009019697,-0.25344133,0.20054582,0.3148559,-0.012686462,0.079759054,-0.9408638,0.041183233,-0.057632543
chr2-92914966-92915762,-1.4797108,-1.5304309,1.2861425,-1.4856601,0.811725,-0.31844383,-1.1425184,-1.2822523,1.0914944,0.4371163,-0.14137672,-0.8206556,-0.560196,-0.045245383,0.12768412,0.18789777,-1.156031,-0.6805242,0.71668327
chr2-93976152-93977115,0.44356644,-0.060957745,0.025033424,0.14881629,0.023700206,-0.55498886,-0.32688832,-0.37544894,0.108714245,0.14886194,-0.02166193,0.42669117,0.041192845,-0.027213205,-0.00798257,0.0138726225,0.076590896,-0.051945694,-0.13465713
chr2-94178355-94179191,-0.12688878,0.33239684,-0.019234316,0.20993768,-0.048020646,0.3143049,-0.28661758,0.5450122,-0.35397777,0.27725628,-0.008364206,-0.19909483,-0.06822697,0.17927608,-0.0027738432,-0.009936034,-0.16396838,-0.045490615,-0.11111653
chr2-94242970-94243841,0.6974312,-0.94069195,0.039480787,0.7231521,-0.09650051,-0.65839213,0.65054923,-1.4222786,0.35044235,-0.3682508,0.04641672,-0.7493403,0.5473682,0.07374401,-0.042555057,-0.016912183,-1.0180438,0.0392711,0.15624371
chr2-96319334-96320151,0.29408085,-0.4882035,0.092677794,0.6633297,-0.22941843,0.028229048,0.19234528,-0.11142296,0.06520549,-0.073092215,0.0765274,-0.68361664,-0.014797495,0.39594945,-0.16132721,-0.10976361,-0.37972805,0.14313355,0.054773495
chr2-97478249-97479186,-1.0770153,0.5208178,0.016295787,-0.11021924,0.2768777,0.8432021,-0.12072997,-0.12875904,-0.1299913,-0.2590407,-0.07030484,-0.15225528,-0.052280102,0.07177987,-0.0027007242,0.037651796,-0.40376356,-0.028892953,-0.23407745
chr2-98662185-98663050,-0.3337199,-0.39651552,0.23719928,-0.48996103,-0.3080956,-1.2674255,-0.25179726,0.92435735,-0.37096608,1.0452981,-0.49518278,0.1914197,-0.1568947,-0.36407587,0.027798645,0.503246,-0.07492404,-0.40157253,0.5153511
chr2-98664675-98665445,-0.63738346,-0.0037524963,0.53551996,-0.98074114,-1.4541569,-0.090278186,0.3217071,0.96642065,0.068429,0.4870859,-0.31910956,0.11551184,-0.28555682,0.5743994,0.017835217,-0.048836015,0.44459385,-0.2793499,-0.2795689
chr2-98666230-98666591,-0.9348331,-0.022805538,0.4467868,-0.63639194,-0.0015707106,-0.38087124,-0.5453168,0.7539917,-0.21874243,1.1174871,-0.8978172,0.2950026,-0.23402154,-0.10594308,0.00281598,0.16659234,0.33100268,-0.32726878,-0.21903904
chr2-98666708-98667396,-0.33858216,0.01931746,0.45048118,-0.15679756,-0.20480812,-0.69939905,-0.41094837,0.5153794,-0.22509755,1.048994,-0.6659342,-0.30448997,-0.4797321,-0.29626846,0.045850173,1.0213044,-0.05948703,-1.0933168,0.009778382
chr2-102400471-102401389,0.15186948,0.6203856,-0.4348773,0.2701338,0.0077314507,0.43437445,-0.04985379,0.6303796,0.07448954,-0.58057994,-0.1415212,0.28977698,-0.07466343,-0.37621373,-0.015426755,0.005530286,0.23756973,-0.2819169,-0.1299203
chr2-102789773-102790858,-1.4500905,-0.3594764,0.026844617,-0.8347064,-0.46329942,-0.7543344,-0.7434583,0.68763626,-0.27330682,1.8419901,-0.36570016,-0.6212971,-0.53754836,-0.9825635,0.8639443,1.2730024,-0.7445307,-0.3552985,-0.86042833
chr2-104095654-104096462,1.0499554,0.39827588,-0.56180835,-0.051289707,-1.2901056,0.6498838,-0.160894,0.9896548,-1.2358418,-0.7090083,0.15932462,0.10830553,0.23785785,-0.6215053,-0.06489615,-0.4882545,0.6455141,-0.20742469,-0.07899963
chr2-106002784-106003716,-0.06580026,0.1615722,-0.025497116,0.02065973,-0.06377745,0.324798,-0.21922609,0.5310953,-0.06511426,-0.62343574,-0.038897753,-0.07468814,-0.2967274,-0.047097147,0.028838804,0.016907016,0.4801804,-0.044004496,-0.033271674
chr2-106973856-106974700,-0.085374884,0.14861791,-0.5802441,-0.17884248,0.23015776,0.6240443,0.40744793,0.80222017,-0.27164856,-0.23630668,0.060653403,-0.14918247,0.120534375,-1.1049399,-0.33054078,-0.016435632,0.78983885,0.007951176,-0.58473843
chr2-107290396-107291006,0.20707673,-0.1588312,-0.2306104,0.6263202,-0.0044573764,0.15494347,0.3987039,-0.7792109,-0.04847858,-0.23833098,0.01214922,-0.33024466,0.030584052,0.029623969,-0.0021010088,0.027560614,-0.39456522,-0.05079915,-0.24568361
chr2-109673753-109674656,-0.3490648,-0.61052656,0.9906561,-1.2768164,-0.11549756,-0.7692316,-0.42649493,-0.4597933,0.9913416,0.2973703,0.1410121,-0.4862081,-0.11556354,0.12676926,0.042875163,0.12407077,-0.8014864,0.021904672,-0.37455595
chr2-110017476-110018311,-0.12960464,0.22802337,0.101143636,0.27805704,0.114261046,0.4070115,0.021445101,-0.6399255,-0.02962083,-0.16351847,-0.029632272,-0.23783652,-0.040478993,-0.031688053,0.0021614623,-0.004422311,-0.056838628,-0.01443473,-0.020591434
chr2-110362465-110363270,0.1675569,0.33372587,-0.49961895,0.47025543,-0.19688235,-0.32831404,-0.3256259,0.39049125,0.62288463,-0.36310595,-0.0025763025,-0.75696915,-0.10234275,-0.19950481,-0.046421163,0.11380665,-0.6191166,-0.09054822,0.7692036
chr2-110949637-110950544,-0.30722067,-0.35851803,0.42228705,-0.012501683,0.6673083,-0.42968494,-0.1929034,-1.2735898,0.76214755,-0.16817036,0.0797971,-0.08669446,-0.22620581,0.22160313,-0.26012486,0.11652456,-0.16700208,-0.09254456,0.17006807
chr2-113216645-113217508,0.45100585,-0.14381304,-0.37628832,0.68120414,0.24076816,-0.6593343,0.6223564,-1.0447853,0.19033569,-0.7778255,0.16900471,-0.8812579,-0.19939695,-0.01854085,0.013101823,-0.028821407,-1.407132,0.20814712,0.17664538
chr2-113327172-113328105,-0.33668348,-0.84301436,0.6632996,-0.5103411,-0.035300344,0.61035615,-0.49714702,-0.30675855,0.67955244,0.21266639,0.13089785,-1.0386103,-0.26384822,0.23207703,-0.12923783,0.40099615,-1.4231335,-0.01845406,0.38935086
chr2-113757481-113758096,-0.038291007,-1.2227372,0.58627295,-0.23842826,0.8560739,-0.4541788,0.51530963,-0.4672047,-0.29107362,-0.47489366,-0.012524845,-0.11540442,-0.06581602,-0.16060981,0.14739358,-0.06919874,-0.8435511,-0.19130582,0.011035428
chr2-113758214-113758757,0.31912854,-0.7964341,0.77625334,-0.061131865,1.1301059,-1.2273755,0.4849577,-0.6624206,-0.7573093,-0.7455961,0.1890108,-0.025657777,-0.032370437,-0.42643344,0.018173652,0.04464632,-0.47918618,-0.14517945,0.069762334
chr2-114013216-114014048,0.34805194,-0.5019829,0.098442554,0.44675702,1.1806452,-0.81641525,0.25042546,-1.5117387,-0.8287971,-0.55325085,0.837366,-0.41439894,0.37979752,-0.32822958,0.04487028,-0.04592801,-0.8835424,-0.070284285,-0.10665077
chr2-114200859-114201738,0.20371008,0.37191713,-0.53152955,0.055102333,0.20639753,0.21701017,0.3250653,0.26192558,-0.6129785,-0.12531786,-0.19878253,0.36684373,0.08004431,0.1315984,-0.030485246,-0.06827264,0.6574188,-0.30031392,-0.78707296
chr2-116899888-116900685,0.11714646,-0.5869067,0.13702217,0.23737334,0.37712303,-0.64394945,-0.15695566,-0.07516245,-0.026739806,0.62774885,0.049291726,-0.25859964,-0.4494751,-0.22021697,-0.016492771,0.635732,-0.4631845,-0.40410107,-0.19273388
chr2-118676968-118677847,0.05596639,-0.34671834,-0.15322258,-0.67309827,0.060809903,-0.36771518,0.20789547,-0.28891432,0.45059773,0.33339813,-0.13909966,-0.2812033,0.020220893,-0.17593665,0.051614966,0.305133,-0.30830327,-0.06118892,-0.19671844
chr2-118746406-118747003,0.103716984,-0.82671654,-0.3041336,0.21766666,0.00078353594,0.08328455,0.07573407,0.72044396,0.070030615,-0.27255994,-0.03136353,-0.179488,-0.116646715,0.03558821,-0.009779796,0.02857055,0.29660586,0.026450189,-0.023390608
chr2-118896311-118897172,-0.1653193,0.861499,-0.21412045,-0.17684661,0.14510709,-0.42742378,-0.5631811,0.7933412,-0.20487602,0.11273797,-8.8366185e-05,0.5266009,-0.17800058,-0.021598797,-0.0039631072,0.026996633,0.62567717,-0.18474652,-0.47271097
chr2-119270478-119271381,-0.7196155,-0.9622671,0.25751504,0.5642292,0.7368593,-0.67035687,-0.22745147,-0.2757943,-0.4168659,0.18916003,-0.084363505,-0.44209257,-0.21784078,0.23888971,0.02285681,0.20394509,-0.7219199,0.26475325,-0.2856827
chr2-119350765-119351665,-0.17879815,-0.2597509,0.42227054,0.19507425,0.3214881,-0.4795669,-0.06003129,-1.0252459,0.29655513,0.0779594,0.036476355,-0.52388644,0.0720935,0.03539328,-0.07985665,0.17363946,-0.9832012,0.015365863,0.042590518
chr2-119662314-119663236,0.2781361,0.27492753,-0.00923703,0.06973184,0.15869567,0.0205213,-0.019612763,0.58929485,-0.41960114,-0.48343548,-0.036588803,0.07461377,0.15165292,-0.27475172,-0.016264299,-0.121435955,0.81430584,0.056584354,-0.34525612
chr2-119743995-119744796,0.7693572,-1.1177218,0.2901245,1.0264044,-0.73962116,-1.0968593,0.5740418,-1.1510823,-0.20425388,-0.20773149,-0.075535566,-0.3612534,0.6088327,-0.35581642,-0.043474615,0.022680823,-1.1028584,0.14639272,0.16875222
chr2-120154090-120154914,-0.83687854,0.5295323,-0.83209896,-0.09830802,-0.27190554,0.6634847,-0.16013326,0.9147209,-0.19588074,0.14597182,0.041243646,0.03996714,-0.32787788,-0.25101167,-0.03150518,-0.06416668,0.6883133,0.22647487,-0.49040568
chr2-120244737-120245590,0.49973947,-1.5130614,0.2713416,0.5041205,0.09802095,-1.050993,-0.27032265,-0.67081493,0.5044111,0.318055,-0.29074293,-1.1694232,0.21871154,0.5456792,0.08630349,0.0030597511,-0.8864535,-0.28547537,0.49809596
chr2-120567319-120568207,-0.21816137,0.8239658,-0.54987735,-0.030244121,0.036171604,0.44396228,-0.14676368,0.7158728,-0.41133907,0.13633154,-0.6409162,0.56652,-0.28360108,-0.6417234,-0.11074023,-0.086285256,1.0754589,-0.003278088,-0.20308632
