,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 14,Shared topic 15,Epigenomics private topic 7,Epigenomics private topic 9,Epigenomics private topic 10
Dyrk1a,-0.49651933,-0.48921293,-1.945839,-0.55610734,-1.5167013,-0.5631829,-0.49153015,-0.46398398,-0.5083011,-0.50651026,-0.50860834,-0.52351654,-0.5663505,-0.50776047
Mmd2,-0.83863497,-0.5806227,-2.4136245,-0.7191193,-2.316187,-0.41591266,-0.91358614,-0.8299148,-0.7621469,-0.76448804,-0.7594094,-0.29268673,-0.7712937,-0.9595576
Klf16,-0.5570929,-0.6111504,-1.3549163,-0.48574823,-1.8593857,-0.54512715,-0.653121,-0.65018225,-0.61649966,-0.62075245,-0.6161617,-0.608215,-0.56805754,-0.5599585
Cdh8,-0.892667,-0.7858075,-1.0525731,-0.41611198,-1.9657781,-0.8707928,-0.6867387,-0.75408155,-0.64647907,-0.6480525,-0.6438458,-0.8669982,-0.78673965,-0.8490586
Smg6,-0.3542093,-0.6053127,-2.1682892,-0.6766212,-1.642978,-0.69643396,-0.45348898,-0.5326041,-0.5503867,-0.5492176,-0.55133784,-0.66389,-0.43497342,-0.36968154
Zic2,-0.19208002,-0.73771894,-4.1491017,-1.2466787,-3.024177,-0.30135405,-1.2117751,-1.2605212,-0.9087442,-1.1219077,-0.8542871,-0.28327006,-0.8254671,-0.19487596
Cdk5rap2,-0.75716233,-0.47026587,-1.5973806,-0.6014649,-1.6952844,-0.61910665,-0.52235955,-0.56852144,-0.5653661,-0.5655547,-0.56613946,-0.5415225,-0.64823467,-0.7990329
Iscu,-0.5649184,-0.70823526,-2.2703683,-0.7341655,-2.1014946,-0.7003699,-0.7081005,-0.7077772,-0.6996704,-0.699574,-0.69965875,-0.71818906,-0.368731,-0.6956946
Mir6362,-0.6966436,-0.68805504,-1.4825127,-0.46536407,-1.5623797,-0.68018675,-0.5795512,-0.5339402,-0.520268,-0.5180689,-0.518111,-0.7187833,-0.5869462,-0.6981166
Rnf144a,-0.72933304,-0.42508793,-2.037708,-0.702851,-1.7956347,-0.61508256,-0.518756,-0.573437,-0.60151273,-0.6013984,-0.60235405,-0.5461261,-0.7012805,-0.7573881
Klf13,-0.27579045,-0.38637495,-2.0216389,-0.646106,-1.536751,-0.41525227,-0.56138647,-0.47067264,-0.51257485,-0.51405144,-0.5132176,-0.43954372,-0.3928123,-0.24671519
Btbd11,-0.6668784,-0.69812274,-1.580932,-0.51369524,-1.5967122,-0.5685237,-0.5337392,-0.55659664,-0.53203416,-0.5315696,-0.53141594,-0.5926452,-0.63035417,-0.7207167
Ctif,-0.2740482,-0.25988716,-1.5839108,-0.50463456,-1.1353549,-0.4015419,-0.37202957,-0.3682425,-0.3795186,-0.37908757,-0.3809256,-0.3966022,-0.42418197,-0.2637576
Negr1,-0.5638215,-0.42948082,-0.8758383,-0.30978033,-1.042402,-0.5051726,-0.32462198,-0.34232065,-0.34847042,-0.34622204,-0.3486005,-0.49442756,-0.51509374,-0.5576385
Adgrl3,-0.54337317,-0.45009542,-0.7555293,-0.31280848,-1.2539079,-0.5572783,-0.48311365,-0.5028211,-0.41414532,-0.41497466,-0.41255617,-0.5386176,-0.5092287,-0.5391967
Csrp1,-0.3433494,-0.30776352,-2.5371451,-0.8226422,-1.9448674,-0.31447113,-0.6928784,-0.7570751,-0.6349864,-0.64910585,-0.6359129,-0.2538592,-0.44979858,-0.47654027
Mtss1l,-0.67327166,-0.59779155,-2.9084523,-0.87256896,-2.1891797,-0.39186513,-0.852996,-0.7807393,-0.7220371,-0.7267853,-0.7186689,-0.27205822,-0.75217825,-0.7847829
Tlnrd1,-0.38096613,-0.68382806,-1.2997377,-0.5624349,-1.8838344,-0.6288851,-0.6645934,-0.7065103,-0.6222212,-0.6256467,-0.62321734,-0.6143883,-0.582944,-0.38803068
Ddit4,-0.20785566,-0.26204795,-1.4158822,-0.4312711,-1.3264891,-0.22921912,-0.5368172,-0.51176345,-0.43525967,-0.44767323,-0.43412572,-0.19070429,-0.3159334,-0.17768246
Ubc,-0.37341505,-0.35904193,-1.9252679,-0.60238504,-1.6218388,-0.36535048,-0.55953383,-0.5542333,-0.5383368,-0.5436086,-0.5394527,-0.39067796,-0.33147117,-0.42776293
Pcbp3,-0.6668299,-0.7012129,-1.3161713,-0.5069774,-1.7233834,-0.6705239,-0.59312326,-0.58486736,-0.5750151,-0.5758228,-0.5748027,-0.7538273,-0.69439006,-0.6337093
Spry2,-0.61305946,-0.48128146,-1.8520731,-0.60635144,-1.7226115,-0.3998977,-0.5597627,-0.54967034,-0.5753725,-0.5750219,-0.57602435,-0.33426297,-0.73561287,-0.6087186
5031425E22Rik,-0.3630615,-0.39649698,-1.619945,-0.5295055,-1.5614479,-0.35339186,-0.5333439,-0.5246348,-0.5194787,-0.5208918,-0.5195379,-0.4365205,-0.44917545,-0.30002582
Exoc4,-0.54956746,-0.45340264,-0.9913152,-0.30756208,-1.2022617,-0.47302416,-0.4571445,-0.44497284,-0.39911133,-0.39796314,-0.39765978,-0.4892851,-0.41819826,-0.55306274
Rin1,-0.97023493,-1.0526842,-1.4830498,-0.64202666,-1.9562337,-1.1221302,-0.49490088,-0.36624393,-0.70396465,-0.6582695,-0.7278476,-1.1348255,-0.9352196,-0.92952204
Fbxl19,-0.5093661,-0.6450106,-1.7872121,-0.6117391,-2.0007405,-0.50807595,-0.76788586,-0.7213363,-0.6611131,-0.6649896,-0.66072595,-0.4911161,-0.52180076,-0.60157645
Sgms1,-0.18287918,-0.5198206,-1.6509619,-0.52051985,-1.4508713,-0.60455906,-0.504225,-0.5067353,-0.48359394,-0.48567468,-0.48418754,-0.6038843,-0.46173713,-0.062339842
Tnrc6b,-0.53965616,-0.48612785,-1.620997,-0.5245566,-1.5948045,-0.5300293,-0.5412737,-0.5426509,-0.530772,-0.53158337,-0.5306201,-0.5087116,-0.55173117,-0.57131356
Mllt3,-0.54627913,-0.6601475,-1.5765215,-0.53379923,-1.6136427,-0.67722905,-0.53224874,-0.5470965,-0.53823596,-0.5379585,-0.5384167,-0.66363406,-0.5834545,-0.5623964
Atp1a2,-0.40513188,-0.5199962,-2.6899116,-0.8710964,-1.8649957,-0.41463643,-0.5281708,-0.69061047,-0.6256286,-0.6264834,-0.6297382,-0.2616781,-0.5206547,-0.6032021
Mir7243,-0.8008251,-0.35038963,-1.1045957,-0.38188592,-1.9752054,-0.6425485,-0.8207752,-0.6986151,-0.62681395,-0.6969381,-0.62027675,-0.6454281,-0.66364014,-0.785391
5830454E08Rik,-0.54496926,-0.49050736,-1.3356555,-0.48708016,-1.5057982,-0.53125817,-0.5136215,-0.505374,-0.5017646,-0.5026369,-0.50170153,-0.5556661,-0.5186926,-0.5958013
Syt6,-0.9263057,-0.8425282,-0.7774441,-0.24669781,-2.1526692,-0.8320866,-0.94210005,-0.6535039,-0.6759345,-0.7332341,-0.64532435,-0.93552625,-0.8301977,-0.8647017
Ldlrap1,-0.44451383,-0.4158083,-2.3271692,-0.7705146,-1.808466,-0.72850794,-0.5152164,-0.61548305,-0.60737395,-0.60328865,-0.60993624,-0.6996057,-0.49169803,-0.43156815
Gpr12,-0.9353383,-0.9658382,-1.3473978,-0.5121802,-1.8553615,-0.9833363,-0.45918107,-0.6178745,-0.634526,-0.6218285,-0.6360786,-0.98615587,-0.77224827,-0.91361594
1700110K17Rik,-0.74574935,-0.6444595,-1.9655405,-0.6985699,-1.6528534,-0.51956135,-0.4326486,-0.4424161,-0.56548715,-0.5548769,-0.56699103,-0.49735123,-0.7610349,-0.78750116
Mir205,-0.7130574,-0.7060578,-1.3555591,-0.5096287,-1.4763389,-0.60699606,-0.4346649,-0.4310843,-0.49727044,-0.4920172,-0.4970344,-0.6972921,-0.67940795,-0.73593605
Adam22,-0.9105369,-0.6195637,-1.805994,-0.6137165,-1.7157748,-0.84872365,-0.50799876,-0.5232262,-0.57766294,-0.5709033,-0.5769393,-0.8138306,-0.74897623,-0.92512906
6720483E21Rik,-0.6324858,-0.43642622,-2.6330552,-0.875625,-1.9740025,-0.35363746,-0.6384845,-0.6676107,-0.65706295,-0.66053975,-0.6585379,-0.2224975,-0.6477781,-0.7372735
Tent4a,-0.66480565,-0.6353773,-1.9556553,-0.59369946,-1.765756,-0.60147786,-0.58565897,-0.5836487,-0.5888612,-0.5886202,-0.5887654,-0.6099955,-0.6302552,-0.6386481
Mef2d,-0.4084129,-0.59373426,-1.655052,-0.56276834,-1.6846457,-0.6309958,-0.5590015,-0.5640895,-0.56157815,-0.56190103,-0.5616804,-0.58964425,-0.5616744,-0.40121472
Npas3,-0.4407247,-0.35144207,-1.4377265,-0.4352855,-1.1257077,-0.28729683,-0.38793927,-0.41398504,-0.37445065,-0.3745953,-0.373888,-0.2453034,-0.34892935,-0.49828047
Mir7049,-0.55361116,-0.4337154,-2.5351484,-0.75278604,-1.9865851,-0.5678483,-0.72468024,-0.67224276,-0.6601603,-0.66081893,-0.65955937,-0.4940914,-0.5663705,-0.61522454
A730043L09Rik,-0.66279125,-0.772548,-0.92008483,-0.3596831,-1.8585145,-0.7673603,-0.68614924,-0.6704257,-0.61105275,-0.61308116,-0.6050155,-0.7905708,-0.7266118,-0.60289323
Tspan9,-0.50617003,-0.48565462,-1.4143815,-0.44727904,-1.3570669,-0.34667784,-0.44790086,-0.45957002,-0.452455,-0.4517329,-0.45220983,-0.3623513,-0.50592524,-0.54195005
Mir6352,-0.80767536,-0.80697036,-1.5621192,-0.5680957,-1.6376746,-0.565605,-0.37152097,-0.4205422,-0.5633399,-0.5586896,-0.56704926,-0.66393435,-0.83972025,-0.7108233
Csmd3,-0.6466545,-0.4237172,-0.73899865,-0.2812181,-1.29881,-0.5885187,-0.4990895,-0.49090764,-0.42557293,-0.42593306,-0.42419177,-0.58458394,-0.4622872,-0.618965
Zfp41,-0.6866754,-0.4428119,-2.429918,-0.6611286,-2.2084985,-0.4347487,-0.9091465,-0.84737957,-0.71306854,-0.73749346,-0.70566726,-0.5319763,-0.67578065,-0.61040384
Slc6a11,-0.7490177,-0.661513,-1.4014132,-0.41292307,-1.8310037,-0.5040142,-0.7298343,-0.7164347,-0.59582925,-0.5999176,-0.5895825,-0.40554047,-0.69834864,-0.8302137
Ing1,-0.24909383,-0.34863263,-1.621556,-0.49963054,-1.5523258,-0.26439905,-0.60472476,-0.59520173,-0.50178885,-0.5245206,-0.50059366,-0.3042412,-0.2759808,-0.26025802
Elmsan1,-0.497561,-0.51060635,-1.9367509,-0.62417376,-1.8592329,-0.5994503,-0.6314871,-0.6370365,-0.6191226,-0.6203092,-0.6190499,-0.68646026,-0.5140445,-0.55326796
Nfic,-0.21463785,-0.43100944,-2.4394557,-0.7676481,-1.7411915,-0.2793161,-0.5651876,-0.62230515,-0.5778654,-0.58764356,-0.58034897,-0.27760395,-0.39622465,-0.23510563
Snx18,-0.41300088,-0.61834854,-2.6154404,-0.9055474,-2.0342817,-0.5713756,-0.6110921,-0.72076327,-0.6820789,-0.68270046,-0.6853984,-0.5343112,-0.39883113,-0.51205003
Exoc6b,-0.54347813,-0.4820887,-1.4914603,-0.50489557,-1.5744743,-0.70806867,-0.55330694,-0.5511792,-0.5238039,-0.5244443,-0.5239412,-0.6374649,-0.583841,-0.50689954
Itga9,-0.4566238,-0.57017016,-1.0101892,-0.47102112,-1.4824158,-0.63063306,-0.53505677,-0.5376695,-0.49223545,-0.49221528,-0.49250665,-0.60304314,-0.47654137,-0.52881694
Ptprg,-0.24843204,-0.4015181,-1.5077723,-0.41622505,-0.94910175,-0.42803785,-0.28088552,-0.27845982,-0.32088912,-0.3130728,-0.32127798,-0.41302285,-0.43293405,-0.1463073
Lmf1,-0.7479417,-0.2774807,-1.2303829,-0.47855023,-1.6273241,-0.6491765,-0.5739383,-0.55888927,-0.53824997,-0.5449288,-0.53777194,-0.578195,-0.53914136,-0.74054736
Snora31,-0.40073818,-0.31307408,-1.6575015,-0.4902503,-1.4892027,-0.3970006,-0.5051325,-0.5207364,-0.49499026,-0.4976321,-0.4950484,-0.36169285,-0.47036892,-0.4335798
Tacc2,-0.5314925,-0.6390338,-2.0931635,-0.6639252,-1.5920099,-0.6641878,-0.4649769,-0.463967,-0.5353509,-0.5293777,-0.5356632,-0.71245444,-0.6063133,-0.5351994
Isyna1,-0.3246658,-0.93887633,-1.8215239,-0.6301141,-2.214035,-0.83891857,-0.79796994,-0.86600316,-0.729781,-0.7450965,-0.72849846,-0.84627175,-0.6604868,-0.2525792
Vsir,-0.3815912,-0.8817932,-3.182691,-1.1013173,-2.7940967,-0.9485666,-0.9980998,-1.0754505,-0.9113335,-0.9375385,-0.9160828,-0.90308386,-0.13277644,-0.46944702
Tbc1d14,-0.43945864,-0.4706893,-1.8159542,-0.63851196,-1.7356526,-0.6854401,-0.5478684,-0.5888849,-0.5788228,-0.5786199,-0.57995176,-0.7003547,-0.4020723,-0.40281177
Snora28,-0.31450182,-0.33986247,-1.6195453,-0.50904655,-1.6057992,-0.35799646,-0.63836056,-0.6216648,-0.5266466,-0.5356113,-0.52551246,-0.3716355,-0.34835497,-0.26357138
Mir7046,-0.54286,-0.55901074,-1.9963977,-0.63400203,-1.9087107,-0.7004979,-0.6338588,-0.62221265,-0.6365722,-0.63719165,-0.63681936,-0.69264776,-0.6268353,-0.5303476
Cipc,-0.4996508,-0.5229868,-1.5254364,-0.55353296,-1.766721,-0.52431804,-0.62906814,-0.6171317,-0.5846088,-0.5872682,-0.58479744,-0.56236887,-0.5744187,-0.42988116
Slc6a6,-0.29338032,-0.44519815,-0.887742,-0.35614008,-1.5549742,-0.53832144,-0.6328381,-0.6254741,-0.49999383,-0.5174879,-0.49998614,-0.53255814,-0.51867855,-0.11682099
Syn3,-0.30603135,-0.3683259,-1.431322,-0.4325193,-1.2138519,-0.3873658,-0.41415024,-0.40806466,-0.40436172,-0.40435356,-0.40404522,-0.31843492,-0.38381308,-0.34582162
Pip5k1c,-0.42730346,-0.548562,-2.0118406,-0.6033205,-1.6624198,-0.5198395,-0.5066338,-0.50682056,-0.5553501,-0.5561807,-0.5559402,-0.50352514,-0.53496647,-0.41910398
Mir132,-0.43269703,-0.8050281,-1.6557422,-0.5393645,-1.635179,-0.6828602,-0.53548723,-0.45679238,-0.54752135,-0.5469682,-0.54798007,-0.78408706,-0.52977103,-0.45376348
Adap1,-0.8930253,-0.41718012,-2.3418298,-0.8217852,-2.0848198,-1.0085046,-0.6273726,-0.6619492,-0.70070714,-0.69665295,-0.7015218,-0.8984815,-0.7783532,-0.91376483
C130071C03Rik,-0.8093195,-0.55085117,-1.9573308,-0.6483581,-1.6981653,-0.25043654,-0.49381384,-0.5051085,-0.5686137,-0.568921,-0.5687944,-0.27159277,-0.7430711,-0.8257677
Kcnd2,-0.7960633,-0.65008396,-0.704464,-0.30658764,-1.5968072,-0.7483291,-0.55889904,-0.56409204,-0.5274593,-0.5256492,-0.52416414,-0.6836944,-0.6411022,-0.79551
Wfs1,-0.69995373,-0.59903836,-1.1511338,-0.4095704,-1.6965468,-0.6313294,-0.5761232,-0.5839613,-0.5643609,-0.5660302,-0.5634427,-0.5813122,-0.67652,-0.7099577
Psd2,-0.5860272,-0.5337654,-2.2878523,-0.7541208,-1.8854792,-0.42925447,-0.6509956,-0.64606565,-0.62727165,-0.6283134,-0.62725186,-0.36072606,-0.55473614,-0.6356816
Aff3,-0.57313997,-0.51415646,-0.83853775,-0.37937823,-1.1165599,-0.52686405,-0.37765005,-0.3246232,-0.37477136,-0.36906546,-0.37491593,-0.56250083,-0.5449116,-0.5908578
Tpbgl,-0.6442219,-0.62800354,-1.6285173,-0.586068,-1.7768989,-0.49031466,-0.6204572,-0.6339556,-0.5917304,-0.59243757,-0.59147584,-0.5242633,-0.53853977,-0.6559578
Camk2n1,-0.4787796,-0.63836896,-1.2435145,-0.44777673,-1.2578434,-0.45172217,-0.26966995,-0.38373977,-0.4239805,-0.42273608,-0.4254282,-0.35014236,-0.4887336,-0.5772496
Mir7001,-0.8101549,-0.21501017,-3.2543511,-1.0536158,-2.8786156,-0.84280133,-1.1857039,-1.1491569,-0.9209269,-0.9331818,-0.9179687,-0.8029671,-0.7670461,-0.81061435
Rassf3,-0.36180556,-0.73495156,-2.598328,-0.95487225,-1.8798225,-0.7243314,-0.41628882,-0.6265643,-0.65800524,-0.64362645,-0.67716867,-0.7243635,-0.6313477,-0.30120787
Plekhh3,-0.35899258,-0.69986206,-2.177019,-0.70172256,-2.1731951,-0.49083042,-0.78484935,-0.7915995,-0.7169904,-0.72580343,-0.7157394,-0.5458096,-0.52089214,-0.4096915
Rabac1,-0.62628233,-0.566469,-1.6413306,-0.5817057,-1.7499243,-0.6888301,-0.5828607,-0.57019687,-0.58329624,-0.58324385,-0.58326435,-0.6562393,-0.577494,-0.6469713
Mir707,-0.2657975,-0.2680043,-1.6113694,-0.49264616,-1.5482733,-0.21917525,-0.6269147,-0.63291144,-0.48569635,-0.5316004,-0.4863049,-0.20025626,-0.2778529,-0.31842327
Atp1b2,-0.6415503,-0.77817434,-3.1642778,-0.9734506,-2.870656,-0.2701164,-1.0380076,-1.1073674,-0.91620106,-0.99867254,-0.9050344,-0.095718324,-0.81964356,-0.8959855
Mir3080,-0.60451704,-0.45372942,-0.8867533,-0.26264393,-1.2836179,-0.20502466,-0.52955,-0.44692612,-0.42025283,-0.42460886,-0.4147296,-0.3132916,-0.5709244,-0.66507626
Epha6,-0.5975841,-0.60695624,-1.01427,-0.39072934,-1.3365542,-0.69344825,-0.42849642,-0.4577774,-0.44806933,-0.44702142,-0.4485421,-0.68234366,-0.5404094,-0.57971066
Rpl3,-0.35748696,-0.60826457,-1.9212058,-0.6105858,-1.7240357,-0.7269813,-0.5683232,-0.57205474,-0.57506686,-0.575462,-0.57539886,-0.7117196,-0.4760183,-0.33504823
Nxnl1,-0.56736314,-0.57856447,-2.4164455,-0.6763574,-2.091614,-0.37535295,-0.7670341,-0.7209541,-0.69203764,-0.6988621,-0.69108063,-0.35063112,-0.6490451,-0.6337569
C130026L21Rik,-0.7595068,-0.7688198,-1.7637315,-0.5794556,-1.8377056,-0.54527193,-0.61013,-0.60357785,-0.61294985,-0.6109259,-0.6123242,-0.6807681,-0.7912564,-0.8240157
Ing2,-0.47609943,-0.55838394,-2.2116694,-0.6667465,-1.7800876,-0.4991149,-0.55836165,-0.60133386,-0.59370357,-0.59461385,-0.59352016,-0.46444848,-0.4449218,-0.5296121
Cdk2ap1,-0.6288783,-0.48867637,-3.0787752,-1.0178802,-2.3174994,-0.38018113,-0.73086923,-0.85014665,-0.7726813,-0.7799283,-0.7726537,-0.37800267,-0.63652736,-0.67474866
2900041M22Rik,-0.6040673,-0.65475154,-1.6069765,-0.54660046,-1.5269315,-0.58287394,-0.4884606,-0.41871333,-0.51391745,-0.50838,-0.51493883,-0.62930954,-0.7710035,-0.65481955
Mir706,-0.35295445,-0.35619533,-1.7444685,-0.58366,-1.7008811,-0.36445832,-0.63109624,-0.63298976,-0.55836517,-0.57080764,-0.5578345,-0.39462906,-0.31710577,-0.3881768
Ccbe1,-0.8120978,-0.78167653,-2.4342644,-0.84486437,-1.7434258,-0.8744195,-0.43235874,-0.45714724,-0.6292176,-0.54307294,-0.6352515,-0.88607085,-0.7409276,-0.81420887
4930488L21Rik,-0.59950006,-0.2939269,-0.97401965,-0.40977272,-1.3115594,-0.31489247,-0.46633536,-0.4559329,-0.4352706,-0.4379527,-0.4344205,-0.23633593,-0.51717275,-0.6866839
Fahd1,-0.55068916,-0.4720094,-2.2977834,-0.664931,-1.8795655,-0.4525258,-0.6260111,-0.5975108,-0.6246552,-0.6261206,-0.62410516,-0.43891704,-0.46941623,-0.57676524
1700096K18Rik,-0.42602772,-0.46983978,-1.7858073,-0.59455556,-1.7646017,-0.37263066,-0.6669234,-0.62935054,-0.5838995,-0.5879142,-0.58314836,-0.38515133,-0.517299,-0.4557241
Nxpe4,-0.7368893,-0.76074463,-1.4950107,-0.4688357,-1.8248789,-0.7560684,-0.63891834,-0.6367178,-0.60806274,-0.6084999,-0.6070763,-0.7776381,-0.73906523,-0.7252549
Hyal2,-0.26415628,-0.5274331,-2.459373,-0.7818969,-2.2341945,-0.55252403,-0.8498099,-0.89435625,-0.7282752,-0.7605236,-0.72877306,-0.6507393,-0.53063315,-0.19635218
Ano2,-0.6998733,-0.6921983,-1.2162741,-0.448071,-1.8990266,-0.8082886,-0.739746,-0.755454,-0.6241806,-0.62339157,-0.62169456,-0.82211065,-0.6359771,-0.7342336
Smad3,-0.34356678,-0.5961439,-1.7492992,-0.5711533,-1.5887893,-0.63113624,-0.49370992,-0.53407836,-0.5314297,-0.5302387,-0.5322495,-0.60573936,-0.44381505,-0.35967675
Dab2ip,-0.34935218,-0.5080166,-1.3812953,-0.4766183,-1.280799,-0.49629128,-0.39693934,-0.40410173,-0.42918268,-0.4276451,-0.4298727,-0.5071042,-0.52531034,-0.2979607
Cacna1c,-0.4049871,-0.38013557,-0.648401,-0.24946031,-0.95050645,-0.4228673,-0.32162622,-0.34079406,-0.3174077,-0.31601688,-0.31648842,-0.47907376,-0.4380349,-0.43739632
Ppp1r1b,-0.79745233,-0.77146655,-0.7593006,-0.39902872,-2.0152926,-0.5594904,-0.6600933,-0.68574756,-0.6740726,-0.70697826,-0.66277254,-0.5330635,-0.61327475,-0.84026945
Plk2,-0.6796458,-0.78753805,-1.3319924,-0.5543826,-1.7966439,-0.78913337,-0.5721602,-0.56612647,-0.5996286,-0.5994209,-0.6013536,-0.71611357,-0.78158367,-0.64095026
Mir3075,-0.4164176,-0.4887939,-2.5751069,-0.7687527,-1.9731201,-0.5236654,-0.7127689,-0.724018,-0.65041286,-0.65255255,-0.65044534,-0.54687876,-0.4902891,-0.43525946
Mir7052,-0.62212926,-0.17767307,-1.2806801,-0.40788367,-1.7322428,-0.46362463,-0.7351543,-0.6157719,-0.54682255,-0.57441556,-0.54526466,-0.5009953,-0.54001796,-0.6163925
2810029C07Rik,-0.50863916,-0.6372306,-1.4592861,-0.5494553,-1.6725354,-0.5539687,-0.5562144,-0.56326824,-0.5571745,-0.5577275,-0.557327,-0.510325,-0.5476533,-0.49581543
Pcbp4,-0.7241323,-0.4030812,-2.6227036,-0.81786287,-2.1762948,-0.46485865,-0.75787544,-0.7274616,-0.7236696,-0.72797894,-0.7225127,-0.5015252,-0.742186,-0.8393329
Fry,-0.2547376,-0.5245606,-0.8461995,-0.3849396,-1.200956,-0.66079295,-0.39100206,-0.40763038,-0.39987543,-0.3992059,-0.40007308,-0.62637275,-0.45164844,-0.1819129
Gm11426,-0.8281319,-0.72658855,-1.2249982,-0.39841503,-1.9851296,-0.6123591,-0.7199766,-0.75841117,-0.6473921,-0.655688,-0.6389391,-0.6611087,-0.709803,-0.80489254
Mycn,-0.7571967,-0.651118,-1.9150084,-0.609648,-1.7588311,-0.41669804,-0.5686509,-0.554202,-0.5875835,-0.5869868,-0.5874373,-0.58517534,-0.73280257,-0.69726497
Dscaml1,-0.6006145,-0.27956772,-0.8924223,-0.26249942,-1.1367029,-0.3364691,-0.5370047,-0.4185298,-0.3769524,-0.37707314,-0.37442833,-0.38092342,-0.51197964,-0.58457685
Sertad2,-0.4601763,-0.47214893,-1.8326615,-0.59006864,-1.6764109,-0.42041636,-0.56721103,-0.556858,-0.55816025,-0.55825037,-0.5581417,-0.43562153,-0.47740537,-0.46380633
Syngap1,-0.62833685,-0.7183439,-1.7706268,-0.5997746,-1.8115377,-0.6407531,-0.5921123,-0.587991,-0.60409415,-0.60444707,-0.6040362,-0.6647842,-0.67919445,-0.5631712
Lamtor2,-0.4923544,-0.521385,-2.002064,-0.62713414,-2.0149987,-0.47051084,-0.7699417,-0.7092248,-0.66579056,-0.6714961,-0.6656696,-0.4741797,-0.51475286,-0.4983369
Mir5133,-0.47030908,-0.495277,-0.9270218,-0.32575274,-1.5252333,-0.39231366,-0.55874485,-0.5768951,-0.50146013,-0.51019037,-0.49922085,-0.44620696,-0.4676229,-0.44727823
Mir212,-0.41142574,-0.7946562,-1.6562402,-0.54356545,-1.634075,-0.6776502,-0.53814465,-0.49020126,-0.546799,-0.5458425,-0.54686123,-0.77457184,-0.53288305,-0.42280483
Mir345,-0.3972751,-0.34424555,-1.9207736,-0.5975863,-1.8645513,-0.32597044,-0.8036009,-0.671959,-0.6002814,-0.63607985,-0.595758,-0.28984308,-0.5040313,-0.42306536
Kif13a,-0.5478411,-0.38163602,-1.8759279,-0.59530914,-1.7918167,-0.63220555,-0.6270618,-0.6273212,-0.59613645,-0.5963011,-0.59610415,-0.62195927,-0.5509392,-0.54910386
Wwc1,-0.76095116,-0.75239736,-1.4598569,-0.5344867,-1.6538358,-0.5181254,-0.5431122,-0.5120366,-0.55243325,-0.550106,-0.55196697,-0.4739886,-0.7473923,-0.78022915
Agbl4,-0.46072608,-0.4642604,-1.470335,-0.4453505,-1.050926,-0.55856526,-0.3172013,-0.28976768,-0.35957676,-0.34619558,-0.35951617,-0.5753713,-0.48774606,-0.45374447
Nphp4,-0.7285622,-0.7129577,-1.5739224,-0.56927484,-1.6594408,-0.7382597,-0.4729898,-0.48390028,-0.55996114,-0.5530068,-0.5607388,-0.79717976,-0.70722365,-0.757274
Epo,-0.49172428,-0.5327755,-1.570352,-0.5502251,-1.9427712,-0.43620852,-0.7789293,-0.74856645,-0.6288306,-0.6417493,-0.6281361,-0.40202087,-0.4480366,-0.53346145
Phldb1,-0.61780196,-0.16580051,-2.7983365,-0.852181,-2.2075276,-0.52951264,-0.85911363,-0.80681944,-0.71854174,-0.7386117,-0.71607363,-0.5034101,-0.6632283,-0.618393
Mir6995,-0.34705588,-0.5732279,-1.522676,-0.49693662,-1.4695492,-0.50263464,-0.50343776,-0.48338875,-0.4897951,-0.48977062,-0.48980758,-0.5323665,-0.43886662,-0.3874274
Col18a1,-0.5186712,-0.59322584,-1.9536197,-0.65712005,-1.9666687,-0.82997036,-0.66057503,-0.6601326,-0.6553009,-0.6554622,-0.65522766,-0.7741132,-0.68496,-0.5835202
Lncppara,-0.274568,-0.19496198,-1.9165461,-0.55633247,-1.3573462,-0.03728375,-0.51150554,-0.5213463,-0.437297,-0.46648952,-0.43728888,-0.013439834,-0.370727,-0.314357
Arhgef28,-0.54637164,-0.41906908,-1.8272818,-0.5228032,-1.4096348,-0.6572084,-0.46878156,-0.42886806,-0.47208107,-0.46799943,-0.47177568,-0.635407,-0.61074185,-0.52193755
Mir3092,-0.5499824,-0.77428913,-1.0098557,-0.42937738,-1.9799039,-0.72970766,-0.83370423,-0.6756158,-0.6452296,-0.66072416,-0.64123005,-0.6506287,-0.61797714,-0.5755442
Tpt1,-0.4143209,-0.3922112,-2.2846634,-0.6738302,-1.9183224,-0.43984827,-0.66890275,-0.7084618,-0.63259697,-0.64129436,-0.6336763,-0.42492774,-0.4937365,-0.46042052
Plcl1,-0.49639118,-0.25319353,-1.6805377,-0.5177994,-1.525768,-0.508833,-0.5128615,-0.5626853,-0.5078365,-0.5072926,-0.5078319,-0.5207183,-0.39002568,-0.5385966
Lrp1,-0.40214837,-0.53634876,-1.8766379,-0.59349185,-1.7406126,-0.489365,-0.5985715,-0.6124003,-0.5784178,-0.58099055,-0.57796794,-0.363367,-0.24499518,-0.5662021
B3gnt2,-0.5435314,-0.6894071,-1.1427853,-0.47546908,-2.0106757,-0.78419936,-0.74411553,-0.82156795,-0.65655315,-0.67005086,-0.6563195,-0.7717297,-0.6051014,-0.464724
Creb3l1,-0.5790063,-0.6430717,-1.9137111,-0.5976617,-1.7888598,-0.5357409,-0.5928793,-0.59084016,-0.5964658,-0.59646904,-0.596452,-0.5819166,-0.6063942,-0.55703187
