,Shared topic 1,Shared topic 2,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 4,ATAC private topic 6,ATAC private topic 7,ATAC private topic 8,ATAC private topic 9
chr17-25919621-25920491,-0.15873268,-0.0012096906,0.005189848,0.02979875,0.36809674,0.32792035,-0.28064448,-0.0067885793,-0.04560601,-0.01299043,-0.060012534,0.4934262,0.5068168,-0.13737753,0.00081973925,-0.48521855,-0.10206938
chr17-26123022-26123920,-0.068914786,0.00041255864,0.00035667795,0.008781105,-0.19811785,-0.0988596,0.10955707,-0.0020065287,-0.0018929909,-0.010693121,0.00073923415,-0.0030529562,-0.042783972,0.030845648,-0.00038435913,-0.015761826,-0.076303296
chr17-26584356-26585272,-0.8686175,0.0008981434,-0.016774662,0.2895035,-0.13659984,0.21536842,0.23562226,0.04384588,0.01467587,0.7830782,0.005202752,0.1899148,-0.39653927,-0.42218286,0.0020961678,0.026480287,-0.3890396
chr17-26595968-26596839,-1.0268022,-0.0021578337,-0.4322414,-0.22018582,-0.5000821,-0.001928835,0.49963084,0.38990387,0.76847035,0.51540536,0.23743464,0.20396467,-0.5573316,-0.40816957,0.021243842,-0.23729232,-0.01431506
chr17-26662718-26663591,0.17103526,-0.00017356836,-0.00044881259,-0.052632157,-0.026620846,-0.017269848,0.088180915,-0.0014774698,-0.0070142876,-0.34901607,-0.00304955,-0.08285893,-0.02194132,0.055741668,-0.00012330567,0.006824366,-0.025142912
chr17-26948307-26949087,-0.41335365,-0.00043434053,0.027455235,0.06640774,-0.5099599,-0.13420166,0.15905459,0.0017017176,-0.0013287229,-0.38409355,-0.0045929328,0.20795989,-0.03079504,-0.027773649,-0.0007513456,0.035166886,-0.050114278
chr17-26972669-26973575,0.03837632,-0.0002237579,-0.0012137748,-0.09802151,-0.13025951,0.044092674,-0.0056167473,0.0008184764,0.01286504,-0.059541084,-0.002791889,-0.08631449,-0.06697085,0.0012453537,-0.00038127342,-0.038445685,0.035389457
chr17-27761383-27762247,-1.2022524,-0.067151114,-0.07326317,-0.11914175,0.24556747,-0.9174811,0.5613604,0.44509885,0.544453,-0.3681255,0.36095852,0.3981804,-0.39597237,-0.51791716,0.052336074,0.001944875,0.1930567
chr17-27839611-27840486,-0.07054067,0.0011565506,0.0028829628,-0.113431655,0.061458983,-0.54723847,0.19014956,0.003779819,0.005121362,-0.7904206,0.0067229727,0.017193237,-0.65125716,0.063578434,-0.0007503242,0.035558674,0.03856751
chr17-28084676-28085585,0.19960675,0.00087532896,-0.0023823297,0.17552024,0.16992399,-0.3650153,-0.008369187,-0.010095685,-0.008902218,-0.15158537,0.0030864768,0.2628378,0.10872851,-0.009472746,-0.0011506599,-0.1242121,-0.2054272
chr17-28407176-28408055,-0.017744854,0.002734582,-0.0031176673,-0.38023153,-0.5423462,-0.038268447,-0.014646817,0.049869653,0.0727677,0.13268688,0.002417966,0.11912417,-0.24158414,0.051074892,-0.000783333,0.018167492,-0.25960326
chr17-28517712-28518566,-0.98005915,-0.013674161,-0.040594447,0.22129935,-0.0020847807,0.2553276,0.05838165,0.054798547,0.29192019,0.104614764,0.032514635,-0.04181776,0.54096377,-0.31705743,-0.0034830717,-0.4644752,-0.10719681
chr17-29341469-29342399,0.7555711,0.00060685456,-0.006750958,-0.19251372,0.014220864,-0.10189289,-0.04632706,0.0028094705,-0.056285806,-0.093085274,-0.0038715377,0.097853266,0.09811678,0.02723715,0.0008280537,0.0011437999,-0.1446144
chr17-29660248-29661098,-0.7095511,-0.00011807451,0.0004998252,0.19793755,-0.13403957,-0.10407056,0.17443612,0.001403389,0.010273665,0.13748369,0.00155002,-0.03869721,0.13469161,-0.08169517,-0.000100362675,-0.0012099876,-0.0826387
chr17-30612174-30613026,-0.27818623,0.00023927506,-0.0007638332,0.03338792,0.13793904,0.040715773,0.04754612,0.00012056255,-0.00010502551,0.058889616,-0.0040178383,0.084985785,-0.3954426,-0.019787021,-0.0003760487,-0.045558263,0.09129023
chr17-31057370-31058171,0.19016147,-0.00024550455,0.0010218045,-0.60596997,-0.08660123,-0.04519378,0.05637534,0.0013205913,-0.00017869526,-0.42162687,0.0058547,-0.16717939,-0.22600614,0.06265119,-0.0004037975,0.0115664145,-0.08200271
chr17-31564149-31565043,0.25947112,0.00040849106,-0.0020894066,-0.1556226,0.1705285,0.26968765,-0.28321898,-0.01523775,-0.034647036,-0.11478363,-0.004218258,0.20308764,0.36657906,-0.046867713,-0.00012118798,-0.22362448,0.07176884
chr17-32891136-32891999,-0.59406006,-0.0016971212,-0.00880152,0.013425175,0.037649434,-0.41549003,0.10275483,0.022318635,0.10054097,-0.34036997,0.005758741,0.14960296,0.06376603,-0.0027575048,-0.0034890762,0.061738294,-0.23018949
chr17-32947056-32947956,0.37230486,-0.00036228815,-0.005365603,0.18199372,0.20275036,-0.18599933,-0.052376755,-0.018427284,-0.03829583,0.43310976,0.004270056,-0.09631208,-0.26661906,-0.00061558746,0.0013017883,0.06335358,-0.1681854
chr17-33032822-33033724,0.32964948,0.0006589802,0.0015980945,-0.20935564,-0.18079777,-0.073622994,0.107078955,-0.006017981,-0.03264321,-0.23993866,0.0005908247,-0.10681592,-0.2532006,0.08253996,-0.00048627236,0.059635457,0.13270617
chr17-33089050-33089965,-0.37048197,-0.00057972514,0.003137561,-0.065187186,0.1407039,0.032926038,0.103363365,-0.00088061433,-0.026693394,-0.08671394,0.0021712314,0.044287436,0.0860825,-0.1237047,0.0005259488,-0.01950496,0.0730028
chr17-33394161-33395043,0.16969274,-6.6108856e-05,0.0006364499,0.0071347505,0.048583154,-0.50352496,0.099338345,-0.0011066305,-0.0048697195,-0.17026132,-0.008045077,-0.22225651,-0.06774033,0.019996803,0.00060220086,0.014688716,0.0499878
chr17-33718297-33719197,0.2217494,0.0013310623,0.00029584774,0.2268993,0.097729206,-0.0577196,-0.090073965,-0.011507192,-0.037865873,-0.28803146,-0.0076057375,-0.23876962,0.35731244,0.0071056415,-6.2767074e-05,0.2389771,-0.21009396
chr17-33842784-33843690,0.14115179,-0.0034345342,-0.0023376876,-0.1319737,-0.0041297376,-0.4546177,0.15036014,-0.001561482,-0.0042306865,-0.41722015,0.009932867,0.19769861,-0.00028721243,0.015087891,-0.00090219174,0.033766445,0.09107136
chr17-33890352-33891251,0.08983188,-0.00017602995,-0.001479422,0.19038351,0.14976348,-0.23415312,-0.24838804,0.00030234735,0.011303678,-0.25280985,-0.00964606,0.15307999,0.17123,-0.005775869,-0.00143464,0.0026223552,0.0667378
chr17-33999892-34000763,-0.7721193,-0.0014283881,0.0025770885,0.5009587,0.056297354,0.18461078,-0.012162535,-0.020265095,0.008115408,0.5712248,-0.015894169,-0.13185604,0.22766946,-0.32990927,-0.0002749847,0.016412597,-0.23281461
chr17-34591752-34592592,0.13656665,0.00059811055,0.0008763458,0.16378093,0.05249113,-0.13543682,0.006978218,-0.005866771,-0.003053442,0.020336341,-0.013563596,-0.040276032,0.1520547,-0.023828615,-0.00068932056,-0.025115121,0.004244022
chr17-34603494-34604431,0.11300411,0.010087952,0.007918393,0.0523774,0.06058724,0.18706435,-0.19204888,-0.014663506,-0.4091355,0.12650226,-0.011679403,0.058976386,0.039401986,-0.14090064,0.0013906077,0.08922885,-0.3786859
chr17-34849851-34850757,0.059438787,0.00021506727,-0.0010581665,0.09440813,0.035692133,-0.067537226,-0.14859578,-0.003143281,0.007130358,-0.39162675,0.0017745979,-0.059628576,-0.025272993,0.02430677,0.00023554981,0.013595522,0.026282724
chr17-34930878-34931716,-0.15181485,0.00019345102,0.0032365206,0.027697116,0.15561563,-0.0024104898,-0.019170992,-0.005226094,-0.020979835,-0.05495247,-0.0031200447,-0.19936438,-0.107256636,-0.008665039,2.8352799e-05,0.004715601,0.030614888
chr17-34958954-34959809,0.3082898,-0.001125292,-0.0005046303,0.29690927,-0.25653607,-0.19090489,-0.147873,-0.0028628714,0.017278027,0.3142967,0.006692113,-0.13282399,-0.040250033,-0.042495158,0.00040486263,-0.053522646,-0.10413702
chr17-35000616-35001480,-0.38400307,-0.00029020163,0.00035075127,0.10238141,0.1617168,0.44484422,0.07147825,-0.0015761609,-0.11363607,0.21804947,-0.0059691533,-0.13080652,0.12550753,-0.059070338,-0.0013120724,0.0039739423,-0.053517014
chr17-35879343-35880240,0.19502135,0.0016433527,0.0019185557,0.112834506,-0.3662376,-0.3228945,0.015006651,-0.00083233265,-0.0040152543,-0.48060668,0.010682073,0.23277126,-0.19578326,-0.007278631,0.00079771393,-0.083577044,0.076626144
chr17-35996678-35997571,0.44916698,-0.000687755,-0.007715845,-0.16555291,-0.2170926,-0.022794355,0.19285679,-0.009684784,-0.01958936,-0.20221448,0.011626834,0.16497096,-0.41841543,0.17223221,-0.0049284664,-0.027875856,0.23586746
chr17-36042334-36043191,0.75871754,-0.0015927204,-0.012589679,0.1432938,0.015443685,0.32974726,-0.025522955,-0.44021577,-0.19629967,0.37000448,-0.025287386,-0.024779499,0.21198405,0.16653313,-0.0037086513,-0.048288267,-0.52459055
chr17-36230975-36231895,-0.011792675,0.016685478,-0.0031476945,-0.6748499,-0.2334328,0.19806843,-0.011817711,0.034462813,-0.03913256,-0.086454034,-0.009588632,0.39290798,-1.4111922,-0.04135061,0.004959701,-0.05696321,0.68066126
chr17-36836717-36837616,-0.53552556,-0.0027219048,0.00069833436,0.32496575,0.36318114,0.054852743,0.003975832,-0.022256535,0.018030077,0.41435334,0.0063431193,0.06513471,0.07112314,-0.1644735,0.00043365482,-0.0011435205,-0.06356484
chr17-44613692-44614621,-1.3036599,-0.008588131,0.0140968915,-0.2719861,-0.03861484,-0.19557932,0.47811815,0.054935858,0.29535666,-0.2558424,0.21178088,-0.027168702,-0.117409155,-0.53550434,0.00937396,0.17498,0.13540299
chr17-45506514-45507441,0.3500237,-0.00062232866,0.0016814609,-0.07638331,-0.12333908,-0.089730114,0.22649467,-0.005829945,-0.10962981,-0.18528748,-0.0024360858,0.03586416,-0.1629199,0.011233137,0.0010283339,0.01502171,0.058984473
chr17-45570032-45570914,-0.54069585,-0.015786622,0.046277188,-0.76108426,0.12973507,0.17024946,0.51459575,0.13705297,-0.18359207,-0.36843324,-0.08493637,-0.34986624,-0.8498434,-0.20667988,-0.0086604,0.09252453,1.0617038
chr17-45584366-45585011,-0.9630839,-0.019821305,-0.011661827,0.7457402,0.51111394,0.013953788,0.02823735,-0.020921987,-0.07758961,0.3397976,-0.04423334,-0.46063942,1.0294638,-0.4409533,-0.0006344679,-0.27321628,0.076000795
chr17-46110549-46111444,-0.16208127,0.0016781976,-0.00044840353,-0.03207107,-0.08794776,-0.3794099,0.04909173,0.00135384,0.061244845,-0.48342553,0.008544863,-0.23996475,-0.21615261,0.05733904,-0.001500411,0.06975277,-0.084592134
chr17-46282570-46283444,0.17333922,-0.0008015568,0.0015398015,-0.02604704,0.2741732,-0.8605092,0.1267529,-0.007934795,-0.0054070284,-0.72648925,-0.006627068,0.045033816,0.0006855186,0.08261982,0.0015730273,0.06262228,0.04726612
chr17-46327630-46328560,0.33171037,-0.00037464988,0.003672805,-0.2090995,-0.21445888,-0.41050604,0.10938337,0.006161385,-0.029254835,-0.41501456,-0.0020065142,0.27706793,-0.43174222,0.02619079,0.0028205842,0.08468265,-0.038642988
chr17-46673902-46674809,0.053570993,0.0016717128,0.0034089864,-0.1872021,-0.2284798,-0.25814041,0.07118626,0.0020281305,-0.009801228,-0.15499884,0.0023284932,0.11716908,-0.20907128,-0.01121963,-0.0007329747,0.011704683,-0.10658067
chr17-47276408-47277307,2.6485524,-0.112956055,-0.1157093,-0.5750313,-1.084867,-0.7734851,-0.37633902,-0.69408256,-0.75299376,-0.48265114,-0.3762595,-6.310532e-05,-1.5016286,1.9751596,-0.3495988,-0.09485861,-0.50412405
chr17-47368507-47369400,0.5384935,-0.014540064,0.02123807,-0.06300118,-0.12919684,0.41741768,0.21735175,-0.20005815,-0.4980084,-0.54797435,-0.014300193,-0.23349549,-0.71069956,0.23090641,-0.0050379653,0.5129712,-0.07345374
chr17-47501751-47502661,-0.23011512,-6.3481275e-05,0.00075179734,-0.1206809,-0.17618832,0.04912438,0.0107919,0.00011997063,0.012987687,0.16248591,0.0035635158,-0.0039530112,-0.15738069,-0.01962713,-0.0003311835,-0.014636722,0.0053991103
chr17-47507681-47508570,0.5686581,-0.000408914,-0.022257341,-0.5430667,-0.32254714,0.6819319,-0.34505767,-0.019635618,0.082116805,0.6350482,-0.018407376,0.12326905,-0.09817107,-0.018280257,-0.006751527,-0.09955977,-0.23957469
chr17-47510890-47511750,-0.51935303,0.006387375,-0.00043556045,0.05670038,0.08213845,0.47593132,-0.22261475,0.0059787254,-0.029339924,0.39162818,-0.0027287037,-0.13867486,0.40919268,-0.26043096,0.001073493,-0.01250739,-0.15450212
chr17-47736759-47737438,0.25119275,0.0010063215,3.8335053e-05,-0.075333275,0.07721947,0.071396805,-0.1460782,-0.0051651676,-0.002869135,-0.062541,-0.010213781,0.04065036,-0.06500211,-0.029336251,9.3455485e-05,0.038821846,0.015912108
chr17-47737556-47738033,-0.60062397,-0.047255326,-0.017917765,0.5322603,0.60269034,0.7354947,-0.51721096,-0.24523112,-0.09251169,0.47923002,-0.25473693,-0.50288016,1.3787382,-0.9166107,-0.016982993,-0.6281453,-0.39179957
chr17-47762651-47763528,-1.0018239,-0.016735472,-0.0367455,0.76886314,0.77584976,0.064683445,-0.51590973,-0.28418607,0.09547133,0.26966718,-0.132803,-0.58335304,1.3267739,-1.0224363,-0.0011847027,-0.03241947,-0.2575992
chr17-47793182-47794041,-0.20642342,-0.0013047764,0.0047510145,0.050603796,0.29062366,-0.577683,0.1321649,-0.0015175137,-0.019241115,-0.06709498,-0.0019990033,0.18629123,0.121055216,-0.10573129,-0.00020245668,0.004856229,-0.2897702
chr17-48409434-48410347,-0.089621074,0.0022112469,0.000971123,-0.09469505,0.17441922,0.09930764,-0.23112726,-0.004890245,-0.015821325,0.004508922,0.0033194143,0.1839108,0.13563788,-0.039253462,0.00029966104,0.029347342,-0.34055448
chr17-49427927-49428810,0.44177932,0.0005612791,0.00027720392,-0.09544724,-0.15015092,-0.18639933,-0.033973582,-0.0028567556,-0.024893438,-0.07305764,-0.002835941,0.04739423,-0.17465359,0.0320103,0.0014825454,0.12323325,-0.18661208
chr17-50763167-50764055,-1.4705975,-0.016740058,-0.08853558,-0.9222042,-1.1732417,-0.31354803,0.99376744,0.9573836,0.6859296,-0.5041317,0.43338284,-0.5180203,-1.2100285,0.19085409,0.13247408,0.2046173,0.27686822
chr17-56074563-56075389,0.056608215,-0.00097280834,0.0034772507,0.0841005,0.14195798,-0.07368167,-0.10520542,-0.0019896682,-0.01824931,0.08698907,-0.0010447834,-0.050564878,0.02312503,-0.019393768,-1.6268206e-05,-0.016679224,-0.123516954
chr17-56078906-56079819,-0.059670687,0.0037939707,0.0005253954,-0.046749555,0.24501231,-0.20112905,-0.14483541,-0.0003893972,0.009669098,-0.17023365,0.00034730538,-0.119197786,0.6603797,-0.08287637,0.0012753899,0.023853915,-0.4462276
chr17-56161990-56162893,-0.18882869,-0.0009532585,0.00910663,-0.13463378,-0.46327496,0.32055044,0.2923697,-0.0028371399,-0.12574212,-0.05727787,-0.0027543474,-0.10441615,-0.29901168,-0.10353435,0.00015799266,0.05154425,0.20117627
chr17-56185270-56186117,-0.5469045,0.005741072,-0.0007577554,0.14527787,0.17411809,-0.038480923,-0.04414073,0.035971925,-0.09875011,-0.0988077,0.015554391,-0.23038156,1.1227083,-0.2805528,0.0029756597,-0.13684817,-0.009543264
chr17-56276473-56277331,-1.1747484,-0.0002982093,0.008222426,0.15612318,0.074763276,0.22064945,0.011637505,0.012560947,-0.024432082,0.41124928,0.0012088364,-0.109334305,0.103587806,-0.42611516,0.0021135223,0.005379407,-0.22848836
chr17-56613074-56613895,0.5390806,-0.00013446028,-0.0036322982,-0.29415402,-0.27449444,-0.28210315,0.15590288,-0.003690787,0.012689648,-0.39132726,-0.002550952,-0.1516647,-0.34057328,0.19972649,0.00019899703,0.01202114,0.09798882
chr17-56626522-56627440,-0.06680017,0.00026018702,-0.0014221345,-0.18214552,-0.31687137,0.19973262,0.05187845,0.005841379,0.009441362,0.04697807,0.00074303616,-0.3201848,-0.25156018,-0.0049164547,0.0007298523,-0.006285822,0.11548708
chr17-57031418-57032313,0.22741137,0.002536867,-0.0039572776,-0.090991296,0.29856485,0.32359567,-0.18536054,-0.024093982,-0.17864354,-0.2534295,-0.021286746,0.020489587,0.525733,0.031203754,-0.0055459663,0.40775177,0.074296445
chr17-57087131-57087949,-0.021562764,-0.0016161957,0.0012026074,-0.51798844,0.6144085,-0.78382313,0.36106524,-0.017900858,0.009697403,-0.48266461,0.04916388,-0.33192736,-0.4899199,0.1487425,0.0018522326,0.07541249,0.0016473667
chr17-57249186-57249925,-0.47315902,-0.0033933558,0.012660589,0.53704125,0.07158635,0.4733588,-0.42958382,-0.019852249,0.012708819,0.21038677,-0.13050133,-0.049093112,0.83911717,-0.34058422,-0.004860496,-0.2595182,-0.1789365
chr17-57275039-57275878,-1.5512927,-0.04484853,-0.037477758,-0.24249688,-0.6415956,0.28762093,0.44434097,0.57661796,0.58403385,0.7702376,0.14077426,0.11227837,-0.8325185,-0.7816209,0.07785266,0.056125186,0.071720764
chr17-64331663-64332550,0.20557098,9.115686e-05,-0.012188071,-0.21445754,0.07235044,0.3541126,-0.17281343,-0.013110733,0.044153143,0.089131035,-0.040049125,0.60307527,0.09262501,-0.06564824,-0.00660641,0.13559605,-0.33764854
chr17-65642804-65643678,0.041114807,-0.0039512357,-0.003321935,-0.7205757,-0.18823707,-0.70789397,0.5817864,0.0372118,0.0946569,-0.32733062,0.122281626,-0.24890664,-0.7888248,0.44576865,0.00838507,0.1343162,0.035943095
chr17-65701863-65702747,-0.82852584,-0.14928173,-0.031639986,0.8219148,1.0769902,-0.12997448,-0.44524625,-0.32533908,-0.19494371,-0.05167883,-0.35498637,-0.3314639,1.8982747,-0.77923095,-0.04353395,-0.5152039,-0.61011183
chr17-65772172-65773023,-0.7422279,0.00045961404,-0.024834188,0.1446574,0.37066266,0.15405133,-0.032328743,0.006633108,0.16395172,0.1221638,0.050814435,-0.50818586,0.81065726,-0.58926517,-0.001885861,-0.3104507,0.13620241
chr17-66111173-66112096,-0.3131505,0.0008930033,-0.00023723647,0.05927884,-0.37729892,-0.24696289,0.0098616015,0.0043147784,0.010400159,-0.049815264,0.0026736066,0.0058932398,-0.08250046,-0.014016878,0.00055279286,-0.0033221606,0.047827322
chr17-66123179-66124083,-0.30984527,0.00030428206,-0.003631563,-0.13066202,-0.15282728,0.49912745,0.117264725,-0.0063946485,-0.008923451,0.1840523,0.005043466,-0.59425634,0.08751602,-0.02813061,-0.0016477995,-0.13459496,0.0061828163
chr17-67133275-67134194,-0.33671752,0.0038818738,0.0002517992,0.172676,0.43719113,-0.094206475,-0.48090962,0.027940214,0.0035852701,0.6901711,-0.019447377,-0.08043549,0.20958349,-0.29902354,0.00027925574,-0.25773302,-0.2407296
chr17-67354184-67355124,-0.6857669,0.00030336404,0.0057704453,0.25732464,0.32401532,0.03849854,-0.13319318,-0.007400975,0.06572352,0.7412844,-0.011422188,-0.33755523,0.16028647,-0.49676383,0.0012625621,-0.36215565,-0.05559642
chr17-69416977-69417835,0.009224463,-0.00033349916,0.0019720923,0.120110355,-0.07622625,-0.3148402,-0.053929884,-0.0030381277,0.00774227,-0.0034107983,-0.0003323165,-0.054320827,0.04139766,-0.028025068,-0.0007607129,0.0049059168,-0.006510987
chr17-70852656-70853542,-0.48380068,-0.023017768,-0.10578245,0.64146703,0.21372727,0.73842126,-0.3416534,0.02494906,0.022127727,1.0176646,-0.053009793,-0.041887175,0.050457038,-0.48184592,-0.022449316,-0.50454605,-0.13180003
chr17-71002013-71002843,-0.43986395,0.000105139516,-0.0005808327,0.13726187,0.22789083,0.20384577,-0.05716096,0.0034868096,-0.008471278,0.18069185,-0.00612572,-0.007877403,0.34009957,-0.11012192,0.00055527873,-0.04463696,-0.06118278
chr17-71662461-71663368,0.6600095,-0.045468673,-0.04495159,-0.0271324,-0.43974403,-0.58547086,0.2840451,0.010228765,0.3231016,-0.37626672,-0.008193178,-0.024794178,-0.8254267,0.417263,-0.008660555,0.3665835,0.14884157
chr17-72836003-72836916,0.32635686,-0.0012227853,-0.00027146816,0.0022208444,0.25610405,-0.2892976,0.001662127,-0.0075706965,-0.31237543,0.06566148,-0.019299194,0.03719834,0.05084613,0.010129179,-0.0013555647,0.15367709,-0.03249189
chr17-72837226-72837969,-0.19490924,-0.0003773785,0.0006797916,0.10118372,0.13949421,0.38028544,-0.06770462,-0.0040847217,0.0024805344,0.17984329,-0.005708487,0.13951075,0.15626672,-0.081104405,-0.00078574807,-0.064208165,0.006382381
chr17-72917815-72918554,-0.96345335,-0.0009613533,0.13502248,0.28681844,0.3425795,0.47883284,-0.20073527,-0.09265236,-0.11471863,-0.12148193,0.029967675,-0.4274211,0.85585487,-0.36538422,-0.00528173,-0.423406,-0.29710948
chr17-72925761-72926637,-1.2481686,-0.05026765,0.0007291356,0.46583647,0.73919,-0.23396218,-0.05887521,0.039120622,-0.05469648,-0.35739043,-0.020247772,-0.14126839,1.616495,-0.7022458,-0.00414467,-0.3834634,-0.15352671
chr17-74338417-74339234,-0.52485543,0.002589781,-0.005212396,0.13492085,0.17682587,-0.01629223,0.03196425,0.016237486,0.0012486198,-0.14736816,-0.0044010086,-0.5029234,0.44282252,-0.025385138,-0.0018084655,-0.19898155,0.06650816
chr17-74395118-74396030,0.42970014,0.0011067414,-0.002115162,-0.18189284,-0.014432055,-0.7992101,0.0005843259,-0.0076048975,0.0024131553,-0.54174745,0.022988642,0.11200462,-0.07835413,0.06343501,-0.0013134906,-0.05857741,0.33105415
chr17-74527819-74528756,0.0931615,-0.0009283011,0.001035616,-0.006397209,0.015209038,0.12993458,-0.2278421,-0.0004984369,-0.009737643,0.032347884,-0.0024419248,-0.026933527,0.3109332,-0.010098098,0.0002542444,0.17026523,-0.60925055
chr17-78417462-78418388,-0.1311166,0.0013664797,-0.00012793715,-0.021665065,0.027025811,0.2139752,-0.34807774,8.8559624e-05,-0.0024994437,0.13026395,-0.00986326,0.3776712,0.12955661,-0.0058562974,-0.00018192946,0.017120736,-0.04156608
chr17-78736215-78737098,0.045545116,-0.0008624693,-0.0024062623,0.023667183,0.11553585,-0.11012458,0.13183734,-0.00030100255,-0.0031180833,-0.020078005,0.0026870924,-0.0009727042,0.043580294,-0.004603282,-0.0003197934,-0.0017681973,-0.13297579
chr17-79020260-79021156,0.010977928,0.0030712858,-0.0016945107,0.53599524,0.18921222,-0.012139323,-0.34551516,-0.022248961,-0.1672232,0.37531886,-0.038139377,-0.13103184,0.5674374,0.002030788,-0.0071853213,0.06783069,-0.32788274
chr17-79715348-79716260,0.5126779,-0.004330064,-0.00429215,0.32417822,-0.073282406,0.11235787,-0.09794524,0.001620897,-0.0970428,0.17019801,0.0038600697,-0.015349971,-0.033777446,0.06689931,-0.0016341244,-0.022722274,-0.29857677
chr17-83214877-83215621,-1.4201319,-0.01306184,0.031769864,0.32899636,0.5395133,0.38098872,-0.08114462,0.0027264636,-0.02745624,0.024788275,-0.058723424,-0.5582162,0.8338909,-0.8117906,0.013301735,-0.18886578,0.1028047
chr17-83954202-83955069,-1.2482333,-0.022563433,-0.001238704,0.41572216,0.007970343,0.5164927,-0.24040368,0.059881512,0.42869395,0.2445672,-0.120633096,-0.3958237,0.60522795,-0.7185324,-0.015957091,0.091807365,-0.33314192
chr17-84056894-84057737,-0.55509406,-0.0034886706,-0.1499077,0.67244846,0.42009202,0.4623969,-0.56333697,-0.020112028,0.0013552209,-0.06394926,0.009373126,-0.18286107,0.89599514,-0.47238648,-0.002168789,-0.49623764,-0.21088246
chr17-84187878-84188412,-0.9961419,0.016935118,-0.07104855,0.8510598,0.16767374,0.6238666,-0.5729488,-0.0030971253,-0.14256647,0.7489112,-0.087728284,-0.72225,0.9839394,-1.0547373,-0.029138451,-0.8298619,0.19162072
chr17-84511469-84512290,0.26221913,-0.0010244163,-0.0017374548,-0.16768399,-0.39344245,0.33030972,0.13008049,0.00039388196,-0.016982347,0.17789474,-0.0056605395,-0.13883112,-0.11986236,-0.021010175,-0.0026035912,0.2166426,-0.032344107
chr17-84957313-84958088,-0.021836353,0.00014031728,-0.0010186229,0.0675712,0.30247965,0.11761945,-0.13616247,-0.005737894,-4.8734524e-05,0.14999247,-0.0018968277,-0.15112755,0.4342437,-0.01688352,-0.000719656,0.061424293,-0.17857067
chr17-86150658-86151543,0.38305634,0.00090925297,-0.0013517012,-0.067387626,-0.04331275,-0.13433877,0.06277196,0.00045841985,-0.12073539,-0.24924667,-6.296617e-05,-0.10333792,-0.3998,0.06416415,-0.0011908861,0.052745987,0.0056975186
chr17-86420435-86421349,0.0674803,-0.011111514,0.028273866,-0.8324302,-0.48442674,-0.6705101,0.57967705,0.035306342,0.13757166,-0.4359051,0.30315414,0.029093878,-0.95561177,0.40381554,-0.0010675052,0.18142913,0.060735524
chr17-86535637-86536530,-0.68504167,-0.0030632487,-0.012735667,-0.17253108,-0.53525263,0.2819753,0.5179467,0.08384308,0.119735554,0.47440463,0.012664271,-0.29125458,-0.17560391,-0.141974,0.0025332982,-0.23170279,0.19631788
chr17-86753092-86754004,-0.3980356,-0.009623984,0.007656975,0.48774272,0.19843853,0.6129753,-0.4734138,-0.081598304,-0.036591593,0.8839487,-0.3618845,-0.49818558,0.95999134,-1.0200708,-0.039208338,0.008084519,-0.15288739
chr17-87054768-87055672,1.5336504,0.0006310412,0.15670805,-0.877801,-0.6112393,-0.34434414,0.23531564,-0.27879125,-0.7368098,-0.76782006,0.0037320287,0.4608876,-1.0809218,0.71777606,-0.0069336537,0.41713652,0.1496833
chr17-87974570-87975435,0.11852464,0.0001219911,0.00050419435,-0.12195128,-0.15231486,0.08493733,-0.0032750375,-0.0007355728,0.0017599937,-0.060080964,0.0008290658,0.031471882,0.037339114,0.025850164,-0.0003978278,-0.02014139,-0.08329507
chr17-88440176-88441055,0.3337751,-0.0020359685,-0.0036809992,0.041201375,0.074548535,0.3308836,-0.26216787,-0.007216263,0.010377743,0.042293705,-0.0052969493,-0.2679911,0.16599344,-0.021747246,-0.0005939812,-0.0060178763,0.023211489
chr17-94864344-94865276,0.30083796,0.009541277,-0.01285348,-0.29830807,-0.66664314,-0.528701,0.11915293,0.056805044,0.25739416,0.28093264,0.048391122,0.0972414,-0.5428817,0.06420853,0.0016316967,-0.03817339,-0.42167193
chr18-3005346-3006241,0.45341504,4.132867e-05,0.048287626,-0.58375347,-0.48527113,-0.4116661,0.12245316,0.038601093,-0.08908983,-0.5259508,-0.09270059,0.091975614,-0.81742775,0.029933384,-0.0069379583,-0.032236386,0.8976043
chr18-3337066-3337989,-0.005298935,-0.00017663534,-0.0006978374,-0.09558181,0.24224553,-0.12779693,-0.030706214,-0.0057413783,-0.000133963,0.41128007,-0.0064580566,-0.26557693,-0.39617306,0.010664421,-0.0011823431,0.022564417,0.06169351
chr18-4352765-4353584,-1.0525455,-0.00044312322,0.015468308,0.2757558,-0.3551841,0.5493915,-0.03813004,0.005485999,0.052382726,0.46814,0.054556713,0.17482437,-0.26151958,-0.48545736,0.0067224326,-0.31568104,-0.29896715
chr18-4375250-4376135,-0.19932406,0.00038753785,0.00053705246,0.017330728,0.028510615,0.046737675,-0.03321619,0.0019449122,0.004374553,0.25399303,-0.001749009,0.062145155,0.02262022,-0.026854951,-0.0006759893,-0.0745633,-0.10228367
