,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 5
Mfsd12,0.087183915,-0.014877943,0.12138827,-0.21255577
Dohh,-0.05167105,0.060671594,0.10760591,0.038911957
S1pr4,0.049429614,0.14252014,-0.028280707,-0.064037904
Tdg,-0.08202407,0.069612995,0.02802585,0.10953461
Hcfc2,-0.121026956,0.0316497,0.09495151,-0.0003429372
D10Wsu102e,0.07582135,-0.12479061,0.05279862,-0.04816439
Washc4,-0.010214666,0.07716707,0.11306541,-0.07547686
Ckap4,0.0730684,0.098202676,0.15344228,-0.22026584
Polr3b,0.042745467,0.04259102,0.0046409126,-0.04873892
Ric8b,-0.073079824,0.13642892,0.045009032,-0.08102811
Tmem263,-0.07484249,-0.08915452,0.008954041,0.042226233
Prdm4,-0.059386395,0.10880158,0.034033462,-0.03920788
Fbxo7,0.026491046,-0.12373957,-0.10543203,0.14638935
Timp3,-0.07364953,-0.022434164,-0.09066576,0.13901418
Hsp90b1,0.38255265,-0.16084807,-0.23987219,0.041075025
Stab2,0.030820131,-0.14780383,-0.18990639,0.24347329
Washc3,-0.0625455,0.18021838,0.10058242,-0.1478708
Dram1,-0.078648195,-0.049546298,0.18935435,-0.15471238
Arl1,-0.045945004,0.046590984,0.06644258,-0.10626532
Uhrf1bp1l,-0.08506991,0.050857447,0.043612048,-0.056011893
Slc25a3,0.08943399,-0.07332446,-0.10049738,0.09332975
Lta4h,-0.23742864,0.32062528,0.22173712,-0.4197042
Ndufa12,-0.059072185,0.051878005,0.07018718,0.033210944
Plxnc1,-0.07052859,0.0663884,0.014712527,-0.0032180324
Mrpl42,0.008268477,0.044795018,0.083114974,0.022227775
Eea1,-0.11391907,-0.21977304,0.11536639,0.11770864
Dcn,-0.17257527,0.3496321,-0.00037326664,-0.061275315
Atp2b1,0.15237787,-0.007269879,-0.04814563,-0.0050848653
Ppp1r12a,0.032072064,-0.068920046,0.010628648,-0.012978703
Tbc1d15,-0.07472607,0.022647886,0.0040316554,-0.122366026
Cnot2,-0.11392655,-0.032537736,0.09353307,-0.042452604
Rab3ip,-0.049897887,0.11150701,0.021039858,-0.047355488
Cct2,-0.009565452,0.012266874,0.057459645,0.002658908
Yeats4,0.012653066,-0.11508505,0.025259309,0.047960773
Lyz2,0.43077153,-0.16246337,-0.14791118,-0.026062906
Lyz1,-0.034148287,0.25650042,0.22532356,-0.11174078
Cpm,-0.07185844,0.06294434,0.07630135,-0.059517134
Helb,-0.14507444,-0.0011176071,0.10697594,-0.053222053
Tbk1,0.014053509,-0.016031105,0.100584276,-0.06725991
Xpot,-0.18370873,0.050719205,0.003529259,0.06694584
Mon2,0.020196171,0.11322217,-0.017491488,0.026189089
Os9,-0.110029005,0.19097742,0.055773407,-0.016687471
Arhgap9,0.22218327,-0.014619735,-0.18602921,-0.08063883
Nab2,-0.013819253,-0.08730185,-0.04376811,0.07124926
Naca,0.068508886,-0.04390553,-0.0021841247,-0.035845503
Atp5b,0.31752056,-0.15272911,-0.17301592,0.086957246
Timeless,-0.0418682,-0.036234375,0.11219947,-0.09424874
Stat2,-0.046618022,-0.010602316,0.07327148,-0.029822815
Pan2,-0.11219652,-0.033465873,0.06805918,0.021006938
Cs,0.035284024,-0.11965044,-0.008217949,0.08673962
Nabp2,0.012066305,-0.08096103,-0.0073633725,0.079365715
Rnf41,-0.1243289,-0.021908013,0.1719723,-0.013270661
Myl6,0.24596341,-0.09771782,-0.16386689,0.06533282
Zc3h10,-0.21037753,0.17729852,0.17869502,-0.03643333
Pa2g4,0.17754415,-0.030161386,-0.022638215,-0.075515464
Suox,0.029119633,0.078705385,-0.01051107,-0.039944742
Rab5b,-0.13191205,-0.033323634,0.014802249,-0.0023868904
Dgka,-0.05191325,0.32322073,-0.08124069,0.045272596
Cd63,0.13988066,-0.0020497197,-0.016990155,-0.002964587
Eif4enif1,-0.05132209,-0.115046434,-0.10335313,0.18547602
Patz1,-0.1162778,0.17703758,0.048956558,-0.0133670345
Limk2,-0.081513464,-0.10155968,0.07438885,0.018783316
Selenom,-0.11939657,-0.06865401,-0.1542785,0.16433306
Uqcr10,-0.097289845,0.0399928,-0.003637556,0.026462771
Nf2,0.050766002,-0.102187045,0.010615028,0.13918242
Thoc5,-0.14087269,0.03792805,0.18310522,-0.15839544
Ccdc117,-0.032941937,0.08161965,0.016523307,0.02818539
Ogdh,-0.19409312,-0.058067154,0.07567513,-0.039417006
Ppia,-0.017253837,-0.039106686,0.0371625,0.05703795
H2afv,-0.045287535,0.07213023,0.0807864,-0.04904386
Purb,-0.19990201,0.1300911,0.16845696,-0.003486285
Ccm2,0.036973704,0.0025456394,0.011631226,-0.04588052
Tbrg4,0.052077416,-0.0628336,-0.0012480608,-0.0014992338
Igfbp3,-0.035869844,-0.06996843,0.015206693,0.006813725
Ikzf1,0.27192944,-0.14655633,-0.15255405,0.007705897
Sec61g,0.015243813,-0.016887216,-0.11152321,0.25978437
Plek,0.14787084,-0.14658265,-0.12028872,0.1613102
Actr2,0.03752184,-0.07077254,-0.022448016,0.0028243114
Rab1a,0.046967812,-0.08031872,0.010306689,0.004095239
Aftph,-0.2116742,0.0666767,0.080641724,0.0027314816
Peli1,-0.05990683,0.34528863,-0.050687566,-0.0642787
Vps54,-0.008415075,-0.049352363,-0.11911361,0.11461061
Ugp2,-0.124115564,-0.020338168,0.12841077,-0.057726804
Cct4,-0.0037521815,0.015983334,0.045933872,0.01593088
Pus10,-0.05731509,0.0150873065,0.021670222,-0.07015104
Bcl11a,0.074118845,-0.07363223,0.11523098,-0.014343414
Rtn4,0.022237428,0.060557917,-0.056289855,0.0012977868
Sptbn1,0.1244694,-0.082376614,-0.10253537,0.051968735
Psme4,-0.023204625,0.09209718,0.04715743,-0.06333002
Nsg2,0.038349416,0.23065393,-0.040665384,-0.031931967
Nprl3,-0.07483462,-0.10815598,0.02994477,0.08109876
Hba-a1,0.59114677,-0.36222252,-0.7995515,0.71840966
Stk10,-0.12144136,0.12318052,0.10045768,-0.017508648
Fbxw11,-0.01738549,-0.062953,0.014455714,-0.13235374
Npm1,0.001981916,0.13553035,0.13860676,-0.13043578
Lcp2,0.11206266,-0.034599442,-0.19344936,0.03395898
Hmmr,0.011675086,-0.09450284,-0.12511392,0.28976026
Slu7,0.019119553,-0.06961411,0.05138082,0.07233264
Ublcp1,0.014317596,-0.119052045,0.061684728,-0.028133593
Ebf1,-0.23859803,-0.07352574,0.49378347,-0.2860003
Cyfip2,-0.15075058,-0.056389064,0.20229036,0.0454698
Itk,-0.06084028,0.35311735,-0.08656578,-0.21343873
Timd4,0.042352054,-0.1690289,0.09150031,-0.16827562
Irgm1,-0.1269647,0.14191234,0.1812653,-0.045794167
Ifi47,-0.09896975,0.27082723,0.05064527,-0.16832222
Zfp62,-0.057868116,0.107221074,0.19478264,-0.12577266
Rnf130,-0.1415408,0.041352518,0.25016052,-0.26870862
Tbc1d9b,0.006685376,0.15245812,0.13133486,-0.09666086
Clk4,0.043151803,-0.22534831,-0.118679404,0.14172651
Col23a1,-0.031139227,-0.023964064,-0.036635645,0.022482196
Cdkn2aipnl,-0.024281451,-0.013577142,0.13057601,-0.07245621
Skp1a,-0.016500277,0.10841721,-0.03870258,-0.041562434
Vdac1,-0.0018706247,0.0072208317,0.13210127,0.059280857
Aff4,0.040990844,-0.06565131,-0.12814815,0.16703594
Uqcrq,-0.02810469,0.08114844,0.06511591,0.007067199
Kif3a,0.45517868,-0.34302336,-0.5021069,0.5980487
Fnip1,0.0018169358,0.06367804,0.009580128,-0.09563292
Gm2a,0.3365656,-0.13736512,-0.21961012,0.026394278
Sparc,-0.121376246,0.14499106,0.072243355,-0.17147806
G3bp1,0.1789272,-0.085109405,-0.024465617,-0.021748235
Fam114a2,0.097954094,0.15008102,0.03433886,-0.11058307
Galnt10,-0.18644038,0.11998208,0.0082934685,0.025613874
Larp1,-0.02827767,0.13408588,0.1617214,-0.13933188
Cnot8,-0.002216559,-0.125854,-0.038290534,0.05638383
Igtp,-0.005784914,-0.004352297,-0.08781892,-0.06625076
Irgm2,0.08503608,0.04499319,-0.13627023,0.0851261
Btnl10,-0.030572852,-0.2175381,-0.356847,0.75068724
Rnf187,-0.057714842,-0.015117943,0.037136044,0.04412391
Trim11,-0.10070584,-0.053760614,0.07915826,-0.04053994
Arf1,0.040193487,-0.024779582,-0.024590407,0.046290368
Zkscan17,-0.03801011,-0.10221234,0.055780776,-0.06682466
Flcn,-0.039742578,-0.07817653,-0.043882113,0.028070858
Cops3,0.091645695,-0.00727968,0.019817846,0.036594983
Rai1,-0.13640045,0.087339595,0.0242871,-0.08499796
Tom1l2,-0.084925696,-0.018506417,-0.07820232,0.06670271
Llgl1,-0.0012974637,-0.094396934,-0.07179929,0.124623105
Mief2,0.043307193,-0.06314952,-0.097076975,-0.012851149
Tnfrsf13b,-0.033887554,-0.16687952,0.04188439,0.052793667
Usp22,-0.105262965,0.19141422,0.024157863,-0.07078753
Aldh3a2,-0.11054594,0.124531396,0.0047715814,0.010667138
Mfap4,0.004521914,0.109906055,-0.19968252,0.104690954
Epn2,0.12158592,-0.03964513,-0.10717183,0.09218727
Prpsap2,-0.02024292,-0.16612686,0.00040450785,0.022746893
Ubb,0.048677884,-0.12862869,-0.15336345,0.22186807
Tvp23b,-0.14598787,0.09981321,-0.029529002,-0.048971526
Hs3st3b1,0.01352664,0.09289429,-0.029715177,-0.08533996
Map2k4,-0.054642614,0.0150080295,0.09008913,-0.23652543
Zkscan6,0.104775265,-0.12077882,-0.09879155,-0.053104036
Gas7,-0.07410036,0.105023526,-0.020739853,0.06865488
Stx8,-0.062103674,-0.071369715,0.010929577,-0.010959584
Pik3r5,0.17990057,0.18454441,-0.04992938,-0.088080116
Pfas,-0.03449657,0.010616294,0.019105714,0.028891616
Ctc1,-0.03614437,0.026002131,0.014528332,0.03976153
Per1,-0.048186496,0.023591429,-0.048731454,0.123758644
Trappc1,-0.103728764,0.12152719,0.04149109,-0.03376133
Naa38,-0.13570368,0.14752886,0.2632516,-0.19900244
Trp53,-0.0767171,0.12567002,0.18571526,-0.094642
Fxr2,-0.14499676,0.04463279,0.13312456,0.02869378
Mpdu1,-0.1033283,0.04332404,0.19045247,-0.18975231
Cd68,-0.0404146,0.01189486,-0.053224288,0.025205597
Tnfsf13,0.12125297,-0.17056577,-0.041202847,-0.09706403
Tmem256,-0.021415714,-0.076965824,0.015194321,0.20475966
Neurl4,0.07801832,-0.12034429,-0.091227524,0.03143319
Gps2,-0.07370964,0.09681437,0.17722186,-0.07163016
Eif5a,0.0036125723,0.03823231,0.11933989,-0.075503126
Elp5,-0.13372648,-0.06313884,-0.0008107857,0.06646577
Ctdnep1,0.07561827,-0.04263353,-0.022228628,0.025237631
Gabarap,-0.023583543,0.043207534,0.040352695,-0.06323445
Acadvl,-0.21493813,0.12222251,0.030436514,0.01738562
Rnasek,0.054845154,0.068780206,0.035042807,-0.19421965
Med11,0.055625528,-0.009515127,-0.033982176,-0.016823169
Cxcl16,-0.026617404,0.24499498,0.0039334083,-0.06393829
Zmynd15,-0.019346915,0.22377035,-0.0708265,-0.01604443
Slc25a11,-0.10905266,0.008225514,0.020815108,0.09810376
Pfn1,-0.06020669,0.13666368,0.22033937,-0.29500502
Eno3,-0.054087296,0.060304366,0.01086286,-0.05216655
Kif1c,-0.15272164,0.046379287,0.0925166,-0.006027283
Derl2,0.12415324,-0.08459355,-7.085223e-05,-0.048286766
Mis12,-0.2099862,0.12980409,0.2229447,-0.14391164
Xaf1,-0.102695286,0.18274845,0.21914816,-0.08890355
Mybbp1a,0.05490893,-0.029766474,0.16177298,-0.07280906
Ube2g1,-0.096807666,-0.054869916,-0.047142588,0.00017821603
Ncbp3,-0.004651564,0.07939617,0.13426997,-0.032988377
Emc6,-0.09710829,0.029606517,0.035393786,-0.058057375
Mettl16,-0.06954099,0.08426877,0.04277247,0.009333352
Mnt,-0.14320628,0.112163715,0.16753928,-0.08562525
Sgsm2,0.034111142,-0.012356068,0.037954513,-0.035330612
Smg6,-0.118601345,0.04492887,0.114810154,-0.003463922
Rtn4rl1,-0.0216179,0.10668059,-0.06656955,-0.09346545
Ywhae,-0.094892375,-0.005739377,0.09697793,0.01265941
Rflnb,-0.10026381,0.27825892,0.066255614,-0.13035701
Gosr1,-0.04898215,-0.08734077,-0.02764261,0.022763722
Cpd,-0.019865548,-0.1136451,-0.094652735,0.08386774
Nsrp1,0.08929132,-0.05004668,0.01015976,-0.011271032
Phf12,0.082093075,-0.020798277,-0.028358461,-0.12716565
Flot2,0.01189017,0.05873784,0.11030652,-0.13883111
Sdf2,-0.015024744,0.038097892,-0.031455107,-0.012054531
Tmem199,-0.010144072,-0.07155049,0.018621264,0.0036321068
Tmem97,-0.024371933,-0.08364621,0.012368974,-0.011768281
Wsb1,-0.051319238,-0.107428014,-0.0739898,-0.06905129
Evi2a,-0.015364615,0.035308853,0.010908557,-0.018263131
Utp6,-0.05713526,0.11195567,0.1139795,-0.06531005
Suz12,-0.037352696,0.04029962,0.122694574,0.028211787
Zfp207,-0.052359264,-0.08025651,0.065891504,-0.10947329
Psmd11,-0.03213614,0.051752802,0.020090902,-0.0060342173
Tmem98,-0.109718785,-0.005150112,-0.12835103,0.2802052
Nle1,-0.15218766,-0.01815102,0.0643204,-0.030803747
Slfn8,-0.13775414,0.20334543,0.049720205,-0.043749187
Slfn14,0.13852406,-0.2676807,-0.5079836,0.83353317
Ap2b1,-0.21178028,0.14791448,0.22861105,-0.16131374
Ccl5,0.12039599,0.42930916,-0.22921261,-0.12337001
Heatr6,0.002730606,0.02233972,0.011874888,-0.03188943
Usp32,-0.046695,0.04379626,-0.050706577,0.00821044
Ppm1d,0.05341691,-0.06290662,-0.11667218,0.1649252
Vmp1,-0.026271245,0.09969409,0.027875602,0.08741203
Mtmr4,-0.035710577,0.004813347,0.1255124,-0.09378095
Supt4a,-0.17283249,0.12739779,0.20612994,-0.028816294
Msi2,0.035439957,0.0692204,0.08198186,-0.05687696
Trim25,0.003113936,-0.07684986,-0.042513587,0.015668003
Utp18,0.03504885,0.0083681485,-0.02032421,0.015403431
Nme2,-0.17643693,0.17711024,0.06506958,-0.0517054
Spag9,0.017791465,-0.05432496,-0.12174934,0.08932802
Ankrd40,0.14424257,-0.1489314,-0.0047918577,0.017805638
Rsad1,-0.0047831843,-0.029397868,0.068260856,-0.030463269
Acsf2,-0.10104902,-0.0776363,0.18286943,-0.012500629
Xylt2,0.027081452,0.20315398,-0.07931762,-0.18557706
Col1a1,0.06460157,0.037696864,-0.108666845,-0.07736061
Slc35b1,-0.09835395,0.06434282,0.088439584,-0.024890129
Spop,0.13586845,-0.114753366,-0.07926807,0.00308529
Phb,-0.069264114,0.0029110925,0.2148768,-0.21688
Gngt2,-0.2023985,-0.06575713,0.09616615,0.032546435
Atp5g1,-0.09313682,0.08409002,0.14416035,-0.01472595
Skap1,0.07519011,0.29483566,-0.101336576,-0.098244086
Snx11,0.051446594,0.03987236,-0.002475055,0.03366941
Cbx1,-0.041987706,-0.04169227,-0.026483886,0.019110385
Pnpo,0.022194874,-0.1640556,-0.07498516,0.30390918
Sp2,0.0723981,-0.08022961,-0.06377945,-0.040432222
Osbpl7,-0.043866456,0.14889714,0.045456283,-0.075105466
Npepps,-0.123150595,0.05977182,0.03452027,0.024045711
Mrpl45,0.10388882,-0.09440864,-0.043778874,-0.108053975
Psmb3,0.02233713,-0.03633481,-0.052497342,0.10202208
Cwc25,-0.0038804282,-0.040764794,0.0705288,-0.011080624
Fbxl20,-0.061989322,0.094636634,-0.052366808,-0.03560527
Med1,0.11124846,-0.06597247,0.026970388,-0.000325565
Cdk12,-0.043906696,0.017131353,0.004970881,-0.017076416
Stard3,0.0483601,0.17493092,0.008998677,-0.09362521
Pgap3,0.041403353,0.043781012,0.027051082,-0.04289161
Msl1,-0.013741515,-0.0594576,0.022493066,0.049021263
Top2a,0.010859411,-0.0004521703,0.06717305,0.006029949
Igfbp4,0.008982761,0.049425535,-0.2343073,0.08602427
Ccr7,-0.26803237,0.4440744,-0.0119969845,-0.366089
Eif1,-0.041633915,0.1340086,0.021549512,0.0120338285
Jup,0.0034196712,-0.112727225,-0.040167294,0.18041362
Cnp,-0.12696621,0.023177227,0.070362024,-0.028463775
Cavin1,0.14938065,-0.08089991,-0.40789866,0.35399246
Retreg3,-0.06534477,0.0046158787,0.020264084,0.013350635
Ezh1,0.093479805,0.0067060813,0.009933142,0.0071141496
Ramp2,-0.041481093,-0.15064006,-0.10256331,0.09982389
Aarsd1,-0.021203961,0.0040070917,-0.003127092,-0.024574565
Ifi35,-0.044599067,0.041145626,0.12069995,-0.047513835
Tmem106a,-0.110628314,-0.1503523,-0.12423556,0.103281915
G6pc3,0.047733285,0.047578566,-0.012835551,-0.02332652
Slc4a1,0.50380003,-0.30831754,-0.6788777,0.6762258
Itga2b,0.009503567,-0.20165282,-0.12109476,0.25897175
Nmt1,-0.032714665,0.071993716,0.17826566,-0.12677261
Fmnl1,0.041392915,-0.029654898,-0.029974185,-0.03214742
Map3k14,-0.00051295897,-0.0024229137,-0.03651595,-0.017211217
Gosr2,0.0641704,-0.07836498,-0.09481729,-0.008915313
Kansl1,0.029466318,0.06590227,0.061857156,-0.06758237
Itgb3,0.08265146,-0.040356282,-0.23728755,0.13049994
Limd2,0.19835508,-0.02993018,-0.10281123,-0.02862468
Ftsj3,0.14446133,-0.065621234,0.008840322,-0.12353367
Psmc5,0.021683032,-0.04584296,-0.025679844,-0.03161058
Smarcd2,0.078958824,-0.12523508,0.036863923,-0.06408524
Cd79b,0.44940442,-0.25611785,-0.16658409,0.07184199
Icam2,-0.170104,-0.0033758483,0.15309843,-0.011113241
Bptf,0.011217786,-0.02626795,-0.003651215,-0.06497756
Pitpnc1,-0.03763322,0.09483312,0.042816322,0.0060835863
Psmd12,-0.13410866,0.06655819,0.031931587,-0.053699903
Kcnj2,0.067342736,-0.21716496,-0.21795268,0.15243453
Slc39a11,-0.045717355,-0.06353709,0.04576251,0.004209462
Fam104a,-0.10508855,0.04107731,-0.0035888853,0.13777907
Nat9,0.007047208,0.012348996,0.005941149,-0.056718756
Atp5h,-0.023342874,0.0013214758,0.10935985,-0.19825032
Kctd2,0.114241235,-0.123983815,-0.11406294,0.18082416
Nt5c,0.06068555,0.09630297,0.038153235,-0.053019263
Slc25a19,0.028279684,-0.11324394,0.03554832,0.012823155
Grb2,-0.026272088,-0.053901825,0.15515736,-0.09592385
Trim65,-0.17638552,0.098762386,0.116887875,-0.17698956
Acox1,-0.102486044,-0.084913276,0.017021153,0.045274623
Ten1,-0.060671538,0.03527773,0.08464323,-0.047929477
Rnf157,0.07272005,-0.09225309,0.033667654,0.016066173
Ubald2,0.10454889,-0.13284786,-0.08523961,0.20331368
Prpsap1,-0.06520584,-0.04273627,0.0014951793,-0.027761523
Ube2o,0.084727034,-0.36192676,-0.37921685,0.66843534
Rhbdf2,0.022106828,-0.10225685,-0.03962237,-0.019746194
Jmjd6,-0.098609,0.019357678,0.06307962,-0.17955738
Mettl23,0.051624957,0.09645309,-0.04843362,0.021068987
Sept9,0.04952605,0.03902415,-0.13263912,0.061858155
Birc5,-0.01743728,-0.30793723,-0.27327016,0.55400836
Tha1,-0.08095975,0.0030203203,-0.07039586,0.083989486
Timp2,-0.10987898,0.21651047,-0.026431264,-0.055651642
Lgals3bp,0.015726596,0.1663904,-0.012349764,0.03776918
Cant1,0.003229045,-0.0115948515,-0.015884284,0.034479752
Eif4a3,0.059117917,-0.029294753,-0.009794173,-0.08177131
Slc26a11,-0.018514477,-0.049993284,-0.11384612,-0.025441851
Rnf213,0.085908376,-0.09217005,-0.11854695,0.24440785
Endov,-0.046029106,0.089473,0.10892227,-0.052427053
Chmp6,-0.030615432,0.030947214,0.014052175,-0.09344768
Ndufaf8,0.07240448,-0.03329023,0.05608607,0.0102895675
Slc38a10,-0.13779011,0.18741575,0.073652156,-0.037676305
Actg1,0.31470826,-0.13788755,-0.18411805,0.058218125
Faap100,-0.11733081,-0.0054589272,0.049009837,0.0072805886
Tspan10,-0.005587496,0.19230713,0.13819586,-0.11017435
Mrpl12,0.058319874,0.04423093,0.0630252,-0.07913863
Alyref,-0.14273554,-0.10241461,0.14615482,-0.022236872
Pcyt2,-0.029179554,-0.05416031,0.018531876,-0.0030268468
Mafg,-0.08663979,-0.07974296,-0.10655389,0.27090973
Csnk1d,0.060011875,0.03371523,0.045742,-0.05292608
Cd7,-0.09119755,0.33764035,-0.049862258,-0.23712042
Cybc1,0.014558462,0.012566132,0.08031462,-0.05000246
Foxk2,-0.04887937,0.10421821,-0.009810641,0.03753783
Tbcd,-0.038651023,-0.0025601878,0.058193736,0.018119115
1110002L01Rik,-0.09867573,0.08926711,0.06330985,-0.024872351
Itsn2,0.040528174,0.0055326032,0.07847003,-0.06291533
Sf3b6,0.08446445,-0.08469031,-0.043314535,0.027675683
Mfsd2b,-0.08835627,-0.1974751,-0.5389112,0.8371172
Laptm4a,0.027152654,-0.06722575,-0.14556807,0.07118227
Smc6,-0.042426858,-0.028529024,-0.015720468,0.026273165
Rock2,-0.12758584,-0.12520413,-0.04307905,0.06622183
Pqlc3,-0.05277233,-0.06905925,-0.053607382,0.054802507
Odc1,-0.013173986,-0.2189051,-0.23642805,0.62925684
Cpsf3,0.0017551235,-0.08626532,0.0146690495,0.03688132
Adam17,-0.22256434,0.060109206,0.022463124,0.027518053
Ywhaq,-0.08687115,0.06308018,0.06325664,-0.0018960377
Kidins220,0.0017191414,-0.034372017,-0.07888402,0.016829424
Id2,0.028513992,-0.017137222,-0.17208576,-0.009141333
Rnf144a,-0.1356827,-0.01792941,0.040821746,-0.06533745
Rsad2,0.49256843,-0.33569375,-0.702044,0.66717744
Cmpk2,0.023781568,-0.047629297,-0.034553964,0.10273971
Cbll1,-0.07830958,0.14479786,-0.019955505,-0.030702844
Bcap29,-0.14574826,0.056872204,0.048731435,-0.019884722
Cog5,0.08634915,0.03726255,0.047737833,-0.14819528
Hbp1,0.022453938,0.047766395,0.03146178,0.01924863
Prkar2b,0.028030569,-0.04086514,-0.279619,0.35374027
Pik3cg,-0.18960635,0.14434701,0.09525331,-0.12729225
Ccdc71l,0.112550266,-0.09885005,-0.12463293,0.17702657
Sypl,-0.17412427,-0.05483102,0.12582096,-0.011292728
Twistnb,-0.05646265,0.08672024,0.023766797,0.072786644
Ahr,0.10920644,0.026809335,0.091416284,-0.10541812
Tspan13,0.10568029,0.014426713,0.004714194,-0.034558166
Ifrd1,0.07421976,-0.040435575,-0.054035738,-0.05254345
Dnajb9,-0.09107594,0.06358753,-0.02365985,0.031534582
Coch,0.38664216,-0.3240491,-0.33499122,0.25943184
Sptssa,0.010497876,-0.10597075,-0.0011644056,-0.003118394
Nfkbia,0.19372952,-0.082423866,-0.08626053,0.016353112
Ralgapa1,-0.022197228,0.04303335,0.06650834,-0.014587928
Togaram1,-0.045484688,0.11993182,-0.024073485,-0.06812658
Mgat2,-0.058658935,0.13037734,-0.03620092,-0.035334572
Nemf,-0.037675507,0.082127765,0.060143925,-0.078548856
5830428M24Rik,-0.0042407,-0.00935987,-0.06725334,-0.023871994
Sos2,-0.08298449,-0.006045353,0.009885101,-0.05706297
Atl1,-0.026610626,-0.09722364,-0.027358977,0.046191785
Nin,0.05483283,0.2143118,0.039504297,-0.014926469
Frmd6,-0.01712476,0.06558203,-0.098614,0.0010388503
Psma3,-0.13077381,-0.024899613,0.026601627,-0.009629553
Dhrs7,0.04745908,0.09074703,-0.05170858,-0.15181804
Ppm1a,-0.13721211,0.060316868,0.05498951,-0.0124530755
Slc38a6,-0.13858339,0.015733853,0.096250445,-0.050475273
Hif1a,-0.053720437,-0.035948977,0.017299082,0.039583568
Rhoj,0.07381266,-0.16456841,-0.18909082,0.22218522
Ppp2r5e,-0.031307634,0.0029705637,-0.0146820415,0.011100937
Wdr89,0.04757672,0.017978307,0.04544564,-0.112201035
Sgpp1,0.011023033,0.017642383,0.07525325,-0.14080454
Syne2,-0.07817697,-0.08014835,-0.007924377,0.037851285
Plekhg3,-0.021624787,-0.2312823,0.027219033,0.10208376
Eif2s1,-0.06439435,0.096163794,0.18431157,0.06381431
Rdh11,-0.17779675,0.10843315,0.18070132,-0.008455671
Zfp36l1,0.068585604,0.0073685534,0.09207919,-0.096906215
Synj2bp,0.017421016,0.08108284,-0.0072525814,-0.002915957
Sipa1l1,-0.043419577,0.13262288,0.00070857233,-0.04113934
Rbm25,-0.01109856,-0.08384369,-0.08241636,0.07839185
Abcd4,0.014823234,0.14972883,0.03010116,-0.1411705
Npc2,0.08210139,0.01750557,-0.056607615,0.0101483
Arel1,-0.084628165,0.05429168,-0.03789779,0.021168027
Fcf1,0.010151859,0.016782288,0.15474986,-0.036507733
Nek9,0.00478418,-0.15305161,0.013635179,-0.023875594
Tmed10,0.017728351,0.0035492347,-0.04776761,0.005205038
Batf,-0.12580048,0.32694912,0.083665006,-0.109217286
Erg28,-0.020285632,0.12253282,0.053364117,-0.04941511
Irf2bpl,-0.0009897202,0.14620529,0.08309239,0.023661401
Cipc,-0.000197527,0.054137148,0.08167123,-0.05717041
Gstz1,0.12601288,-0.107913956,0.1022619,0.03250043
Ahsa1,-0.14001656,-0.028688606,0.14021699,0.01756039
Sptlc2,0.00069596246,0.063551955,0.119938396,-0.11150785
Alkbh1,-0.12763427,0.05801233,-0.008810949,-0.04724546
Slirp,-0.021437947,0.03737995,0.1493009,-0.018342208
Foxn3,-0.18512501,0.053272422,0.12701042,0.0017380025
Gm19951,-0.024831375,-0.062217522,0.10572219,0.059281826
Psmc1,0.0021295918,0.034170777,-0.051804557,-0.006396888
Calm1,0.09365095,-0.09613486,-0.12253725,0.07120123
Ttc7b,-0.044793326,0.046235666,0.0732954,-0.03673841
Fbln5,0.064823285,-0.09675694,-0.11916764,0.011820611
Ndufb1-ps,-0.061759464,0.13756672,0.021430373,-0.05486566
Ubr7,0.007592419,-0.01958053,0.1254058,0.0032958337
Asb2,0.06140375,0.02611203,-0.01785526,0.022693802
Ddx24,0.021219844,0.11192137,0.16435623,-0.0962476
Ifi27l2a,-0.19262072,0.16408332,0.048843183,0.01698416
Serpina3n,-0.16172966,0.45467365,0.015872395,-0.16584884
Dicer1,0.09755055,0.049872074,-0.034311254,-0.07508157
Atg2b,-0.045795582,0.058961708,0.008037111,0.0119717335
Papola,0.03594337,0.00790477,0.10710891,-0.06889357
Bcl11b,-0.105115965,0.2879565,-0.17590816,-0.05280932
Wars,-0.15641536,0.07399342,0.089038685,-0.07781725
Eif5,-0.00011911942,-0.032669794,-0.056678746,0.077268645
Mark3,-0.067029156,-0.12166826,0.065721616,-0.11474399
Apopt1,-0.0996671,0.08202978,0.21300672,-0.18272778
Klc1,-0.0066605676,-0.043038353,0.0203925,-0.022395873
Atp5mpl,0.23243515,-0.120302,-0.14071138,0.04158624
Inf2,-0.047048282,-0.01534901,-0.11057067,0.1510967
Brf1,-0.082318336,0.014981083,-0.021112863,-0.043849807
Mta1,-0.025044775,0.0027277258,0.15255453,-0.084915444
Igha,0.6309451,-0.27702224,-0.4822594,0.17332378
Ighg2c,0.14635074,-0.22848108,-0.22641066,0.05684325
Ighg2b,0.18294667,-0.1634514,-0.22265005,0.011178093
Ighg1,-0.06646353,-0.19877516,-0.07537848,0.10729432
Ighg3,0.393458,-0.2093878,-0.2839527,0.019148262
Ighm,0.58066314,-0.24154624,-0.32146865,0.072590336
Gdi2,0.019155506,-0.034682594,-0.0046862205,-0.00796746
Net1,-0.11952663,0.25382778,-0.04289952,0.08823473
Larp4b,-0.15645018,0.21084656,0.07004512,-0.062208917
Nid1,0.028244633,-0.10169101,-0.040971976,0.028844614
Lyst,-0.06447539,-0.04407594,0.13000199,-0.11551462
