,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 8,Shared topic 9,Shared topic 10,RNA private topic 1,RNA private topic 3,RNA private topic 5,RNA private topic 7,RNA private topic 8
PITPNM1,-0.0064876536,0.42683452,0.33297727,-1.2839032,-0.6358141,-1.0772707,0.5880459,-0.67388487,0.050743587,-1.014173,-0.007880666,0.0028409075,-0.25953448
GSTP1,-0.0062252507,-0.078935064,0.058221553,0.38056678,0.010922563,-0.16353393,0.03803899,0.51041675,-0.004882709,0.110985875,-0.0025243128,-0.006595759,0.0107075
NDUFV1,8.235095e-05,-0.08548921,0.042209145,0.25202388,-0.015311652,-0.37286514,0.11965135,-1.3822222,0.012580685,-0.10780405,-0.0031016793,-0.00095646636,-0.026776368
TCIRG1,0.004578692,0.40577975,-0.022820601,-0.7598034,0.02478178,-0.9321974,0.095563285,-0.39508188,0.012863429,-0.17491345,-0.0019036959,-0.016362628,0.003998648
KMT5B,-0.0033874044,0.22121954,0.06660021,-0.678741,-0.12078953,-0.52909565,0.31281522,-0.95317024,0.02329431,-0.57905424,-0.003852572,-0.0015423659,-0.028320843
PPP6R3,-0.0025547536,0.17618863,-0.088298626,-0.20313576,0.005560999,0.29277772,0.22226058,-0.6818523,-0.012678578,0.09075255,0.00084324245,-0.004437712,-0.0007108462
CTTN,0.045575596,-0.7419713,-1.0117093,0.6829616,0.5682805,0.83285534,-0.8135066,0.5114526,-0.6264008,1.0738438,0.0005665554,0.05798159,0.31573495
NUMA1,-0.0021325513,-0.12920667,0.1477129,-0.94331974,0.00096480135,-0.58264446,0.06833212,-0.17370899,0.07460706,-1.2439382,-0.0049831066,-0.013401453,-0.06938127
LAMTOR1,0.0028688456,0.0144247385,-0.003154167,0.3649376,-0.018247377,0.027249176,-0.05239366,-0.29647735,-0.0029114804,-0.007907285,2.9180339e-05,3.99129e-05,0.0031074753
INPPL1,0.003995533,0.23218516,-0.021245677,-0.46349296,0.09573138,-0.7184866,0.03745093,0.116036855,-0.008659457,-0.06249645,-0.001264192,-0.004420285,-0.010895502
ARAP1,-0.00050363655,-0.0092789,0.013449618,-0.35781172,0.011713729,0.33099672,-0.0058010127,-1.0221182,-0.0013632693,0.029333934,-0.00088770286,0.000739731,-0.008750475
ATG16L2,0.00027026294,0.13388833,-0.013565501,-0.9518056,-0.1991251,-0.52864873,0.07601718,-0.5664222,0.004294159,-0.30225274,-0.00032507486,0.0057240548,-0.014751664
FCHSD2,-0.0037729621,0.3287411,-0.03181448,-0.53511596,0.01730171,0.690433,-0.2139629,-0.23528107,-0.021435408,0.17408557,-0.00034800638,-0.0051300447,-0.029803688
ARHGEF17,0.012727092,-0.68187815,0.20435853,-0.16987948,-0.2911753,-0.34469512,-1.3714446,0.73146,0.026582792,-0.293342,-0.0011621622,0.059640296,-0.025425982
RELT,-0.003950189,0.62929076,-0.005200466,0.22913241,-0.09940877,-0.29426566,-0.1023642,-0.14168786,0.013868645,-0.5610533,-0.0023049586,-0.0014209825,-0.038355347
UCP2,-0.0029935811,0.1085228,0.009056242,0.028367434,0.0016623839,0.0019104291,0.41867602,-0.0054113306,-0.0013904506,-0.10638158,-0.0014615237,-0.0007313579,-0.0066252104
SLCO2B1,0.01700918,0.7501752,-1.2503936,-0.048596125,-0.11035288,1.0082128,0.08429514,-1.3693646,-0.17489743,-0.050832648,-0.001193615,0.51763946,-0.24867746
ARRB1,0.009332996,-1.4522258,-0.12743372,0.38477495,0.03751609,0.76936835,-0.035104424,-0.5205644,-0.06200551,0.24647182,-0.008994258,0.048096083,-0.106748186
INTS4,0.0016907295,0.06474262,0.3189705,-1.4035575,-0.80311155,-0.6061376,0.39550912,-0.16351457,0.13508461,-0.680068,0.0017461545,-0.0025988168,-0.02216296
NDUFC2,0.008506807,-0.16322985,-0.019677674,0.3958198,0.020283025,-0.31720716,-0.15134202,-0.63185275,-0.013418517,-0.29581767,0.005657861,0.010617608,0.0075737284
PCF11,-0.0010799259,-0.08191009,0.01837539,-0.30373147,-0.014469337,0.038751878,0.1588336,-0.81476253,8.9926034e-05,-0.10372691,4.2816566e-05,-0.007813991,0.022429558
CREBZF,-0.000408182,-0.042439554,0.050612986,-0.6730169,-0.0012065561,-0.27882412,-0.03733616,-0.60597116,-0.0024977555,0.021544699,-5.4496086e-05,-0.0033247056,-0.010001024
PICALM,-0.0025164797,-0.32196465,-0.018459331,0.65644634,0.0052546114,0.05883779,-0.3792612,0.06077265,-0.007276613,-0.046327114,-0.0010059838,-0.0040983795,0.0040271436
CTSC,0.022274185,-0.055647172,-0.23784722,-1.0804765,0.0010011403,0.64244145,-0.40193084,-0.097835965,-0.03560168,0.20074216,0.0034728055,0.01730382,-0.027427197
CWC15,-0.0036370729,0.26256266,0.019029295,0.24836287,-0.06629384,0.11277444,-0.032297738,-0.08226872,-0.00010913439,-0.028023202,-0.0008302157,-0.00031925674,-0.013432312
SESN3,-0.074720316,0.35318723,0.320573,-1.0356783,0.10673214,-1.3169923,0.43787348,-0.78431636,0.13441087,-0.8153053,-0.009794147,-0.040421173,-0.28676862
CASP4,-0.012480277,0.020782191,-0.64269847,0.43595326,0.39605263,0.23635325,-0.178696,0.38452095,-0.078147665,-0.030580198,-0.0005964218,-0.0028710538,-0.00663878
CWF19L2,0.0046787215,0.013009166,0.0059673456,-1.2476541,-0.002374767,-0.21517453,0.087798394,-0.65627116,-0.0057784095,-0.113439895,0.0014134746,0.000931356,-0.011559075
ATM,-0.1461879,0.17960489,0.8283621,-1.2688783,-0.35864025,-0.7583918,0.5736331,-1.8592168,0.3693544,-0.8456399,-0.0041070874,-0.10699363,-0.068001464
POU2AF1,0.026021535,0.5613028,-0.36156508,-0.56847143,0.050444398,-0.27044883,-0.84890234,0.32522964,-0.27617276,-0.33737683,-0.0058764718,-0.091979556,0.9904177
NNMT,-0.00715583,-0.7002338,-1.4465424,1.3879501,-0.3439342,1.1925026,-0.9666993,0.91923606,-0.82744545,0.9375054,-0.08385273,0.18623438,-0.29098067
REXO2,0.025562147,-0.47091255,-0.103823766,-0.2645575,0.43953887,0.6463826,-0.37794226,0.19919407,-0.18990459,0.33667406,0.0074196206,0.00323521,0.25377202
SIK3,-0.009515131,0.5559237,0.1574845,-0.90249145,-0.12165299,-0.21732812,-0.2591474,0.34135798,0.009929021,0.04307195,-0.0027203192,-0.007669862,-0.030586336
PAFAH1B2,-0.005537384,0.4648743,-0.11985146,0.32707113,-0.06973441,0.15063696,-0.016365688,0.2684867,-0.011755405,0.08021246,-0.0022078557,0.0052825995,0.010885033
TAGLN,-0.32952708,-1.2743322,0.41520113,-0.57113504,0.1149859,-0.5282476,-0.6139725,0.42057055,0.01319931,0.019290105,0.0006081007,-0.8153834,-0.052575033
PCSK7,-0.0017165676,0.17185104,0.24741429,-0.5211022,-0.54728985,-1.0450212,0.24379684,-0.8401926,0.04531457,-0.78294605,-0.009206625,-0.02895657,-0.13467015
FXYD6,0.6373249,-1.2850251,-0.9371042,-1.3111749,0.9708122,1.4097078,-1.3123717,-0.29484817,-2.9970796,1.5213723,0.10512743,0.6168248,0.24921511
IL10RA,0.00053898216,-0.23334081,0.017401494,-1.0756636,-0.1100094,0.26462457,0.27186188,-0.8924716,-0.0035923966,-0.18708856,0.0016399625,0.001408042,-0.015745709
CD3E_RNA,-0.02270217,-0.08475711,0.22548647,-1.5668813,-0.29643187,-1.2122338,0.78034055,-0.8342033,0.41225156,-1.1395893,-0.0019706213,-0.12541093,-0.09501595
CD3D,-0.06398109,0.20857318,0.5963248,-2.015431,-0.71538293,-0.9677021,1.0592003,-1.7068521,1.6133928,-1.1568277,-0.04595733,-0.25874263,-0.47977653
CD3G,-0.010169643,0.1029404,-0.007447035,0.0025355637,0.029393371,-1.4133799,1.0979493,-0.9749612,0.017038247,-0.47092298,-0.0037603916,0.01347368,-0.07682544
ATP5MG,0.0013359436,0.23107794,-0.08249852,-0.013009483,0.0075388025,-0.13246168,0.37338814,-0.8138454,-0.002212341,-0.022510763,0.0022751805,0.0038670802,-0.023584552
ARCN1,-0.004435105,0.15395436,0.0027155885,0.46690527,-0.0011096073,-0.04860922,-0.053519,0.31948036,-0.0005848883,-0.03262351,-0.0011227664,-0.006220986,0.0013223314
BCL9L,0.00096370076,-0.06734239,-0.06002601,-0.5481575,0.0004539855,-0.23342758,0.804941,-0.295113,0.009413906,-0.077552564,-0.004581743,-0.0026445528,-0.07396358
CCDC84,0.007869762,0.02848341,0.1856114,-1.8698896,-0.06488868,-1.6146742,0.67271554,-0.9293308,0.08528139,-1.0617234,0.0032519717,-0.0019346604,-0.033325467
SORL1,-0.12298132,0.0761822,0.56428313,-1.7668836,-0.4324589,-1.3317633,0.73919517,-0.96737295,0.5530314,-1.3236364,-0.030897329,-0.18585464,-0.12759055
HSPA8,-0.0063898824,0.10809855,-0.043945417,0.27468607,-0.25861278,0.37633786,0.42002878,0.011363288,-0.00033894053,-0.04441796,-0.0012416684,0.0025312044,0.057940327
STT3A,0.015378498,-0.049712818,-0.106600195,-0.9723366,-0.14812128,0.27988166,-0.46892855,0.4571316,-0.040117078,-0.17815576,0.0059914566,0.010814325,0.05828867
SRPRA,0.002277932,-0.21142499,-0.04087379,-0.058359977,0.04642026,-0.94448274,0.272596,0.08822228,-0.006798651,-0.11136131,-0.000493343,-0.0050452165,0.024801213
ETS1,-0.01052103,-0.30741295,0.18381192,-0.2181471,0.0658645,-0.15012741,0.014403399,-0.123726495,0.009121471,-0.05635787,-0.0034764893,-0.03311969,-0.008080654
APLP2,0.36288825,-0.28666314,-1.1455802,0.7155959,0.5051781,0.957538,-1.27981,0.39700603,-2.4204829,1.0164344,0.07965451,0.45626438,0.008669629
ZBTB44,0.0007085251,0.105390675,0.005615881,0.26590893,0.040515695,0.18535163,-0.21593474,-0.68950754,-0.010934393,-0.019016596,0.0014146975,0.0016244903,0.048010107
SNX19,-0.008649206,-0.08131987,0.50168276,0.061323714,-1.1791042,-0.3292777,0.29738897,-1.1741523,0.18625616,-0.5622104,0.005944619,-0.072057165,-0.16676247
KDM5A,0.0032426012,0.29602304,-0.041398466,-0.8737308,-0.012080213,-0.3893037,0.19095898,-0.55160815,-0.004812401,-0.3630251,0.00068930123,0.0070013036,0.007038743
WNK1,-0.00019595522,-0.103972584,-0.015575853,0.18922599,0.05382161,0.3034969,0.1581067,-0.04523712,-0.016760016,0.089786336,7.724594e-05,-0.00072673865,0.00597061
ITFG2,-0.021775898,0.19604357,0.29777473,-2.1067212,-0.012396221,-0.3237037,0.18748893,-0.13528715,0.038409762,-0.28281304,-0.0027358036,-0.01628654,-0.0076811104
CCND2,-0.02495903,0.13000248,8.664117e-05,-1.7400776,-0.025586799,-0.7849761,0.7362391,0.06469806,0.008585827,-0.09006385,0.0022455554,-0.033976495,-0.046860535
VWF,0.022137474,-1.6479448,-0.55666065,1.014028,0.6017918,1.0996612,-1.6910701,0.6560234,-1.1403133,1.03745,-0.0033358906,0.09260433,0.33228254
CD9,0.118865974,0.6177579,-3.4343877,-1.1773423,-0.7544954,1.5361156,-1.5645657,1.7895603,-2.0213716,0.76268125,-0.20641641,1.0954766,-0.34341365
TNFRSF1A,0.03758469,-1.0256435,-0.7904352,0.86784095,0.1710445,0.71346414,-0.33293822,0.48006848,-0.37625474,0.321992,0.0021783155,0.056230307,0.06672919
LTBR,0.08529807,-0.89615893,-0.3269681,0.20669574,0.634531,0.35802346,-1.3750542,0.4712744,-0.20479494,0.4043778,-0.006094237,0.057734225,0.057248082
CD27_RNA,-0.11836248,0.07654322,0.26047328,-1.6981854,-0.9126472,-0.7075622,0.5349239,-0.39052683,0.1849269,-0.82899195,-0.0030991072,-0.08495733,-0.08740591
CHD4,-0.0054751434,0.24139968,0.020681612,-0.41497645,-0.10993873,-0.5432987,0.2155911,-0.20700869,0.024260337,-0.23562412,0.0007937901,0.0031994085,-0.0057416647
MLF2,-0.0048866044,0.07074113,-0.10224947,0.3431074,0.0116271265,0.11828669,-0.017783934,0.50028,0.0010854151,-0.014951791,0.0032195845,0.001019656,0.01712418
PTMS,0.026111178,-0.851572,-0.9757124,0.5546981,0.18123476,0.38090363,-0.110476464,1.030676,-0.27761427,0.7253779,-0.011962472,0.03952113,-0.003399818
CD4_RNA,0.017883198,-0.3093451,-0.15179491,-1.3812591,0.27380142,0.797384,0.29005525,-0.24712808,-0.15360878,0.8263376,-0.001411117,0.03874634,-0.13548851
ATN1,-0.0010193285,-0.7282902,0.015594989,0.6641993,-0.3460775,0.08982616,-0.49654824,0.31945056,-0.040023975,-0.14940746,0.0034016147,-3.596726e-05,-0.0035388852
C12orf57,-0.0053959964,-0.5667387,0.030179579,-0.300981,0.008225949,0.029872376,0.12011478,-0.026775124,0.016027289,0.07975207,-0.00011641648,-0.06255897,-0.03315059
PTPN6,0.007427198,0.22355047,0.09745143,-1.1265134,-0.17003433,-0.8347181,0.0060702814,-0.93420124,-0.0025394894,-0.13342229,-0.0035338579,-0.019680124,-0.25173235
PHB2,0.00040538394,0.24892187,-0.018062877,0.28906482,-0.0026659754,-0.79811305,0.29323292,-0.68726856,-0.00046214572,-0.23227571,0.0005787165,-0.007531817,-0.019591773
C1S,-0.0030314298,0.07324094,0.07603374,0.5268766,-0.10648765,-0.4969229,0.04738138,0.8880665,0.0058772694,0.02499112,-0.010137694,-0.007401004,-0.0056838207
C1R,-0.011729963,-0.2515708,0.098987654,0.8647659,-1.1124301,-0.23014592,0.12408436,1.1824397,0.06761671,-0.23855604,-0.0051857578,0.018625023,-0.15753119
RBP5,0.015675694,0.58764994,-0.5127423,-0.48541337,0.08146591,0.66633254,-0.1817873,-0.41013893,-0.0707123,0.44328654,-0.008632737,0.10305015,-0.01868026
CLSTN3,-0.0007406772,0.11198364,0.044228114,0.6924707,-0.101712026,-0.51944786,0.35109198,-0.38684413,0.012533284,-0.5119948,-0.00016509887,0.010220108,-0.049019616
CD163_RNA,0.31971246,-1.662029,-0.27368212,-0.12012716,0.64640254,1.3142326,-1.30041,-0.11615868,-1.4787866,1.2152591,0.0045654355,0.19197449,0.44519693
M6PR,-0.0015991807,0.14972636,0.04401692,0.03320533,-0.06390511,-0.21177605,0.22196399,-0.18894431,0.005950619,-0.13167894,0.00043577942,-0.0014538956,-0.03036075
A2M,-0.0146748815,-0.13935101,-0.6122623,1.2359205,-0.6175721,-0.05495178,-0.68914497,1.281293,-0.19074915,0.22901092,0.015563858,0.013053229,0.030656284
CLEC2D,-0.0058549354,0.36443838,0.3462001,-2.075672,-0.25225794,-0.95671743,0.5617559,-2.3062282,0.4388075,-0.89564455,-0.013820858,-0.07112238,-0.38127944
CLEC2B,0.0017669423,-0.08913728,0.20160086,-1.6951663,-0.03263455,0.3310649,0.19063562,-0.9355773,-0.013836568,-0.1657379,-0.0005401474,0.0036085674,0.046567723
YBX3,-0.008100831,-0.39939755,-0.46361056,0.7924367,0.07113398,0.53126186,-0.50704527,0.7576922,-0.14241388,0.6070449,-0.0033277438,0.016664749,-0.12653546
CREBL2,-0.004926279,0.19000179,-0.23346797,0.5753056,-0.0672804,0.5030795,0.3008421,0.11975135,-0.024932547,-0.08857564,-0.00061554223,-0.00690439,0.051667262
CDKN1B,0.0016155407,-0.24292459,0.1042055,-0.24947403,0.11693222,-0.8693538,-0.0046402127,-0.56259423,0.00019205583,-0.54742736,0.00018279794,-0.025226682,0.032134723
ATF7IP,0.00079089694,0.008333268,-0.03585557,0.16044332,-0.004708392,-0.23846349,0.1181234,-0.13956064,-0.008239019,0.044793375,-0.00046548303,0.0019480869,-0.0073535205
MGP,-0.030799618,-0.961532,-0.98714095,0.82623506,-0.76389444,0.48608467,-2.1991053,1.7353672,-0.86873776,0.48838422,-0.009070349,0.09861614,0.08948632
ARHGDIB,0.00090001704,-0.034471672,0.0274026,-0.803544,0.019420378,-0.063118465,0.21308146,0.094211705,0.0056945025,-0.13110562,-0.004711982,-0.0011611001,-0.013130724
STRAP,0.0008874236,0.009724341,-0.033723377,0.6779269,0.0009147419,-0.30173776,0.27023596,0.73271286,-0.0043526604,-0.051963232,-0.0020940374,-0.00015959147,-0.018211596
AEBP2,-0.0048884065,0.15687416,0.009895206,-0.9331744,-0.028451787,0.022177292,-0.043316763,0.36414787,0.018441483,-0.12483986,-6.591659e-05,-0.012871039,-0.1854656
ST8SIA1,-0.60260797,0.21152385,1.6644354,-2.2863467,-0.5748468,-1.7436404,0.5722574,-1.8765013,2.6786296,-1.6128701,0.05109677,-0.87488157,-0.79349846
ETNK1,-0.0047229147,0.031987004,0.16324167,-0.35587096,-0.0858159,-0.32350665,0.006716301,-1.0925452,0.014547596,0.00808092,0.00086658815,-0.012173166,0.0062927897
LRMP,-0.033726223,0.9301763,0.04238766,-1.951617,0.0054179067,-0.23501019,-0.60889333,-0.5821937,0.009138757,0.09738772,-0.001954309,-0.028316865,-0.026465843
ITPR2,-0.00022692131,0.26871935,0.02567663,-0.4344266,-0.009705759,-0.44552678,-0.106787175,-0.05998277,-0.0011917868,-0.12877652,0.0016362657,0.0032072496,-0.0064975633
PPFIBP1,0.9561172,-1.5322647,-2.430653,0.13709205,1.2129623,1.6893634,-2.3174367,0.0746641,-6.1467643,1.6921083,0.2356342,1.1114619,0.7486978
CCDC91,-0.004640617,0.05944661,0.05780962,-0.31041288,0.026619712,-0.037063386,-0.012689914,-0.61661094,-0.0047568516,0.040633712,-0.00075968343,-0.0006948516,-0.001259128
RESF1,-0.0075706765,-0.15164119,0.0382864,-1.371087,0.016289117,-0.48683083,0.039952148,-0.29573527,0.021271827,-0.402247,7.924369e-07,-0.023863934,-0.004551378
YAF2,0.0035069857,0.099132605,0.010645147,-0.51593256,-0.042124007,-0.5791732,0.31396267,-0.76605564,0.003476858,-0.24364543,0.00035440555,0.002798219,-0.017235663
PPHLN1,0.025094004,0.38892198,-0.28101125,-0.46586993,-0.75492465,-0.5661495,0.58357894,-0.2522452,-0.022106778,-0.29084164,0.0020268664,0.018961502,-0.02643081
NELL2,0.061479535,-0.9215703,0.8018325,-2.0134351,-0.17148724,-0.6876486,0.8927889,-1.2609892,0.42175773,-0.7105458,-0.029300045,0.17889184,-0.26354185
ARID2,0.01864066,0.20419814,-0.09288828,-1.1616019,-0.13337277,-0.24682887,0.47796577,-0.78286326,0.017574865,-0.2733132,-0.0017821298,0.008558823,-0.0065594525
SCAF11,0.0017484103,-0.05006943,0.016693046,-0.27228743,0.004488554,-0.59507567,0.027832378,-0.2450714,-0.0018374571,-0.015618216,0.0022775892,-0.0014463183,-0.007837629
SLC38A1,0.0029365013,0.011878099,-0.07294566,-1.5621294,0.048315257,0.10648915,0.34114197,-0.42733926,0.006702129,0.037315823,-0.0010368358,0.0048289294,-0.08519652
SLC38A2,-0.002820072,-0.093109354,0.015479053,-0.6131944,-0.0234365,-0.058597434,-0.25684783,-0.15176693,0.0022951472,0.010685281,-0.0005950482,-0.0056728343,-0.00012416787
HDAC7,0.003120481,-0.13139494,-0.06620599,-0.29101828,-0.008936066,-0.15573366,0.45605665,0.21777481,-0.0010446024,-0.034692686,0.0003650841,0.0006386091,0.010669112
DDX23,-0.0046131075,0.09277195,0.08449618,-1.6428298,-0.031947173,-0.8439832,-0.047764618,-0.1562364,0.008613133,-0.7700813,0.0026355286,-0.0050883377,-0.048379365
FKBP11,0.041068137,-0.25361863,-0.27800953,-0.33920312,0.4940956,-0.3712856,-0.52158,-0.7087124,-0.17331739,-0.23517686,-0.00022221175,-0.2590255,0.8288208
KMT2D,-0.00081416225,-0.06413336,0.054939512,-0.44007644,-0.098446645,-0.034281757,0.114563435,-0.08178403,0.0024759676,-0.0075042825,0.00019797902,-0.003605642,-0.004431483
MCRS1,-0.0023894056,0.098860264,-0.043116886,0.27434188,0.053067088,-0.23275205,0.22049463,-1.1159931,-0.01252835,-0.14505002,5.406917e-05,0.00020690529,-0.018394412
FMNL3,0.00017934153,0.7374192,-0.14391702,0.18107943,-0.20871532,0.12761588,0.3699774,-0.6922076,0.035209067,0.042675465,-0.0043142196,-0.0032254755,-0.14840208
COX14,-0.02530799,0.12272061,0.11460543,0.91615224,-0.25011253,-0.55631703,0.36188143,-0.025374558,0.0147256525,-0.23394072,-0.0032562355,-0.012433658,-0.030384406
LIMA1,-0.065846875,-0.6415096,0.16313829,0.5136244,-0.26509854,-1.1261847,-0.24151084,0.29580522,0.08443694,-0.4754179,0.0042149173,-0.038564295,-0.28217378
METTL7A,0.010501732,-0.24605548,-0.12010106,0.24080516,0.021526586,0.26360676,-0.8377023,-0.053967256,-0.048150487,0.15601128,0.00074370916,0.0044195624,0.021316042
DAZAP2,0.0004350266,0.012919248,-0.0067508905,-0.30101767,-0.013722897,0.1335693,0.053936835,0.013919257,-0.0014367665,0.023708282,0.0006351505,0.001305913,0.0026705584
GRASP,0.019660817,-0.6874759,-0.59108204,0.0330142,-0.14173816,1.1972188,-0.6188575,0.7194594,-0.21496774,0.74556166,-0.014442323,0.08670262,-0.09537698
NR4A1,-0.002111303,-1.2287779,-0.29412925,0.9390494,-0.69394,0.13457958,-2.1142542,1.1063318,-0.285114,-0.17503239,0.063558176,-0.0052240714,0.18011968
EIF4B,-0.0003983631,0.17398936,-0.13752538,0.72144467,-0.10054016,0.50870293,0.0922417,0.11218813,-0.042352222,0.50269806,-0.0011649227,-0.021502731,-0.0060570114
SPRYD3,0.012276933,0.079583235,-0.00967036,-1.0592645,-0.013387708,-0.50462943,0.037756857,-0.70773745,0.002675359,-0.08889973,-0.005167878,0.0045806486,-0.016028006
CSAD,0.001134575,-0.05297142,-0.04900294,0.8450642,-0.19079304,-0.39219877,0.09505017,-0.41150278,0.015068219,-0.81671154,0.0019505505,0.007090137,0.024187578
ZNF740,-0.0051990207,-0.040523734,-0.0010930775,-1.3610578,0.48678344,-0.34024012,0.48608962,-0.507739,-0.019292004,0.4530736,0.00029656477,-0.009185258,-0.08697275
PFDN5,-0.0011083623,-0.10178824,-0.12439494,-0.73381656,-0.0074632294,0.030153384,0.20363487,0.077409685,-0.0077120163,-0.2746198,0.00079781417,0.00025661185,0.014046524
AAAS,0.0035611426,-0.031196909,-0.046444234,0.15839882,0.012182607,0.04712693,-0.16283564,-0.6709524,-0.007254721,-0.072061576,-0.00031416438,-0.0002301454,0.016743127
ATP5MC2,-0.0028996754,0.032437485,0.016458422,-0.26230037,-0.041520752,-0.058829315,0.40847495,-0.23180148,-0.0018620524,0.024678167,-0.0004263581,0.0033733982,0.00027509555
CALCOCO1,-0.01806492,0.12022786,0.07957795,0.8299334,-0.6728682,0.2645571,-0.18405415,0.08379516,0.010394499,-0.22638482,-0.0051387683,-0.0068017105,-0.07865838
COPZ1,0.0005694612,-0.07397606,0.015645713,-0.5427154,-0.023706177,0.26791477,0.030237112,0.43835616,-0.0070780623,-0.030033873,3.997316e-05,-0.00097303867,0.011223626
ITGA5,-0.022676693,-0.8140866,0.3300246,-0.12861562,-0.13146375,-0.40406024,-0.16764918,0.52718085,0.02399426,-0.21911839,-0.0015269686,-0.025502324,-0.011369155
NCKAP1L,0.043505523,0.46100384,0.1059302,-2.3260386,-0.54525083,-0.18214157,0.5396279,-1.4036877,0.070008636,-0.59312594,0.0065956386,0.040042117,-0.24166717
TESPA1,-0.025786128,-0.2064773,0.88353205,-2.1416855,0.15281042,-1.4306046,0.6703906,-0.9678653,0.57442075,-0.4247124,-0.015714563,-0.28260547,-0.2665119
BLOC1S1,-0.00019645736,0.15829022,-0.06628535,0.30118927,-0.07759838,0.15268925,0.26139417,0.037395343,-0.00179005,0.11760218,-0.0010068805,-0.002303105,-0.013738053
CD63,0.039343085,-0.11830483,-0.35581434,0.8810925,-0.028400514,0.7704282,-0.6550455,0.62814486,-0.24692847,0.028095823,0.0023842815,0.08046717,0.021384578
PYM1,0.0068577467,0.16359946,-0.10864977,-0.4723315,0.033441626,-1.5870512,0.052210104,-0.13755575,0.020563606,-0.949443,0.0029016854,-0.01308032,0.0014845702
DGKA,-0.02838393,0.06134741,0.68782383,-2.2071648,-0.44934332,-0.9699918,0.7551248,-1.1739252,2.0524838,-1.1235696,-0.0070483703,-0.22706914,-0.88531506
RAB5B,0.00071475795,-0.033992212,-0.008870501,-0.32308856,0.020479424,-0.41518575,0.15838118,0.30259126,-0.01295014,0.027524268,0.0015291717,-0.0054096477,0.005970947
PA2G4,-0.0013337696,0.060183153,0.0024534855,0.089351475,0.011066554,-0.3684566,0.15397814,-0.1371469,-0.0021815975,-0.08264306,-6.2151e-05,-0.0015975176,-0.0071533932
ESYT1,-0.0006486786,0.018183574,-0.10418087,0.7747025,-0.38030574,-0.11378984,0.4208363,0.040157046,0.007901804,-0.0989442,-0.0038919006,0.0076874536,-0.027145322
MYL6,-0.019189484,-0.30483902,-0.010339875,0.47356647,0.20252988,0.3393719,-0.08300506,0.618666,-0.20537324,0.6076437,0.016678866,-0.005536853,0.10010615
SMARCC2,-0.010491511,0.08824287,-0.021247199,-0.47225463,-0.10918055,0.33054474,0.2882128,0.4124951,0.010886991,-0.08181129,0.0009062178,-0.0017250825,-0.06568618
STAT2,0.0029353506,0.057074428,-0.036632344,0.29825905,0.01995699,0.19228223,0.28195503,-0.30920538,-0.009028846,0.19929361,-0.0011705991,0.0035771497,0.032713763
BAZ2A,0.0011434521,-0.12866756,0.07729652,-0.8645902,-0.04930898,-0.288861,0.15544498,-0.15373458,-0.0014217426,-0.12579067,-9.4308176e-05,0.00048686774,0.0006335994
NAB2,-2.4400766e-05,-0.24579744,0.04381574,-1.4287419,-0.054018132,-0.17975534,-0.22912838,0.70337564,-0.011729211,-0.04792533,0.0011976492,-0.00011160674,-0.017151086
STAT6,-0.0079407925,0.18173344,-9.4968826e-05,0.36085767,-0.030109635,-0.45858687,0.20455451,-0.51408905,0.013498297,-0.38658908,0.0023479706,-0.006194098,0.0023633773
ARHGAP9,-0.014324251,0.3448125,0.17779298,-1.2757109,-0.16739409,-1.0653162,0.59958327,-0.6677533,0.20878388,-1.0962191,-0.014186555,-0.053210896,-0.13039592
DCTN2,0.0037268447,0.017792841,-0.020156939,-0.12848295,-0.030287778,-0.068333104,0.18365952,-0.29518682,-0.004007571,0.029771585,0.0005132624,-0.0015796762,0.0062555335
OS9,0.008911562,-0.05763645,-0.07936072,0.21067324,-0.02509533,0.1651227,-0.110849105,0.42371497,-0.01184064,0.08773734,-0.00021763548,0.0029536183,0.016742798
AGAP2,-0.051121987,-0.01379192,0.33417428,-1.099103,-0.37652257,-0.4917866,0.45466173,-1.0635906,0.3890043,-0.7624884,-0.021189833,-0.11977966,-0.4121687
CTDSP2,0.0035935577,-0.3730657,-0.06366548,0.44399184,-0.048269212,0.4636833,-0.3414431,-0.12569688,-0.12951711,0.55930024,-0.00048826577,-0.0020216194,0.0581493
USP15,-0.0063101184,0.12090822,0.12652564,-0.37572786,-0.3281077,-0.96815395,0.208704,-0.46012908,0.042164084,-0.3030219,0.0017542887,-0.010912616,-0.056016278
MON2,-0.0028231023,-0.14328463,0.009664687,-0.54253685,0.02653151,-0.23542997,-0.289724,-0.8367731,-0.0047240113,0.07958707,0.00047295992,-0.004980339,-0.014414735
GNS,0.0007743156,-0.33313,-0.1322998,0.22167344,-0.11455345,1.0163085,-0.96727324,0.45288432,-0.082762115,0.48710948,-0.0003951054,0.019855987,0.012621226
CAND1,-0.002332474,-0.046492912,0.030010698,-0.69446826,0.0055954694,-0.21062168,0.43360978,-0.31070992,0.0025356116,-0.12046279,-0.001474748,0.002765581,-0.023022635
DYRK2,-0.02068204,-0.34784538,0.26789612,-1.6546309,-0.0024014635,-0.47575086,0.3343769,-0.7570683,0.05996058,-0.35546637,0.00025366805,0.0038070532,-0.11480641
