,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 6,ATAC private topic 7,ATAC private topic 9
chr17-24141142-24141965,0.0026142725,-0.04902967,-0.004233737,-0.15865844,-0.11740262,0.0916542,-0.0020002262,0.0052459715,-0.05727292,0.0012980083,-0.023724057,0.010703749,-0.0018728691,0.012668036,-0.016525423
chr17-24351611-24352428,-0.0029176143,0.1381048,-0.0018267066,-0.23145413,0.055130333,0.0042748824,0.00022001474,0.0028486417,0.00076732883,-0.0025839796,0.12497651,-0.06167672,0.012519496,-0.006240018,0.005350386
chr17-24454762-24455550,0.0072454135,-0.09198185,0.0031267726,0.4578238,-0.39085737,0.40360132,0.0002404909,-0.1223241,-0.2149911,-0.02583047,0.22885118,0.025934787,-0.0020031435,0.024301568,0.012890384
chr17-24527542-24528434,0.0029152085,-0.6282739,0.0092983525,0.28498355,-0.39156866,0.3131644,0.003553092,0.006009003,-0.0073525948,-0.010117296,-0.10657948,-0.06489757,-0.027193831,0.031058779,0.081202276
chr17-24669312-24670183,0.0065398915,-0.11897229,-0.021644816,-0.06161823,0.29081166,0.019224921,-0.0058385762,-0.014895019,0.18698733,0.0044771475,-0.07230498,-0.12760249,0.025554813,-0.02113948,0.00832547
chr17-24695734-24696665,0.014438905,-0.11669393,-0.0242531,0.052847683,-0.26076806,0.29938254,-0.0014075435,0.006239823,-0.023070002,0.013349177,0.016509082,-0.106166534,-0.032356318,0.2102031,-0.16777687
chr17-24719575-24720467,-0.0059525454,-0.085448995,0.012865291,0.5047323,0.05858068,0.12340046,-0.006125663,-0.016608033,-0.1140918,0.0030652564,0.20476428,-0.16107452,-0.024682354,-0.1156882,0.009001502
chr17-24723896-24724725,0.00045663695,-0.051220622,0.0025215782,-0.012380762,0.053039975,-0.017571831,0.002502871,-0.0012016905,0.006407518,-0.009049519,0.11921807,-0.026976578,0.0045887115,-0.011766349,0.006899957
chr17-24886312-24887119,0.11725988,-0.120289676,-0.0007470956,0.080144614,-0.7337902,0.1405398,0.006476709,-0.008715764,0.0020749816,-0.0045992634,0.048244454,-0.2653414,-0.019376673,-0.0025619727,0.020760233
chr17-24896175-24897043,-0.0032972766,0.33138672,0.0016632988,-0.24598885,-0.34686807,-0.16684468,0.002575137,0.011678536,-0.0068399687,0.003995887,-0.10464359,0.008961412,-0.0035776992,-0.0024520054,0.015395229
chr17-24936504-24937282,0.0066722846,-0.040957507,-0.00915349,0.34673184,-0.34490567,-0.16222319,-0.0019623507,-0.0035241898,0.08842815,-0.005631879,0.04057052,-0.014432436,0.004520329,-0.0017637922,-0.016273443
chr17-25015581-25016462,0.055204533,0.27935523,-0.02760023,0.43296653,-1.0141828,0.15753545,0.0038233988,-0.0053704362,-0.3962011,-0.027898993,0.2573009,-0.05300419,-0.0978562,0.06684186,-0.057289556
chr17-25626528-25627471,-0.6360346,-1.0143988,-0.38159603,-0.43112895,1.8466873,-0.39808685,-0.24605554,-0.3059083,0.7324222,-0.14443392,-0.4908381,0.024477547,0.051687613,-0.22629464,-0.03768589
chr17-25919666-25920621,0.06533645,-0.37863854,-0.5638592,0.362891,-0.097622566,0.3270545,-0.05475743,0.011570828,0.24429786,-0.108362965,0.43785387,0.26320648,-0.5212313,-0.5059465,0.22576195
chr17-26202994-26203772,-0.14778988,0.22524428,-0.0073036263,-0.899666,1.2853091,-0.35472503,0.050446127,-0.035757773,-0.079028584,-0.028679702,-0.15755937,-0.13410944,0.18549804,-0.09839984,-0.21253307
chr17-26939219-26940140,0.0095456885,0.13726167,-0.0072514773,0.1835282,-0.59327185,0.08356797,-0.00036666778,-0.0014244537,-0.1402279,-0.005149163,0.06148132,0.15880269,-0.06082387,0.037480816,-8.7869164e-05
chr17-26972712-26973587,0.0031306904,0.121406935,-0.024286889,0.4182811,-0.58973557,-0.094244786,-0.0066919425,-0.009434286,0.09439967,-0.012944201,0.49941778,0.03282128,-0.01933986,-0.012773036,0.05893706
chr17-27565321-27566124,0.0040846225,0.025774801,0.0015140378,0.22984889,-0.61168367,-0.0055560204,0.013619915,0.012716999,-0.0970086,0.000380171,0.029716805,-0.13673685,-0.023353485,-0.009179093,-0.0039093764
chr17-28313124-28313959,0.004358149,0.14030813,-0.027483713,0.53392845,-0.78331065,0.38232574,-0.0010840258,-0.027528258,-0.08630517,-0.009363572,0.3017741,0.2217732,-0.10520786,-0.041586556,-0.015011747
chr17-28522485-28523429,0.0025165216,-0.027487017,-0.019247588,-0.24687457,0.87393725,-0.3821136,-0.022246016,-0.0002262084,0.16534597,0.0012017946,0.19884501,-0.026192967,0.026504796,0.0036107448,-0.09685437
chr17-28800625-28801179,0.06330696,0.063158914,0.0064226952,0.12111117,-0.61695683,-0.008602834,0.0023600901,0.011097561,-0.07019193,-0.0012023218,-0.15350044,0.044605955,-0.034680195,-0.035920527,-0.04595637
chr17-28875010-28875865,0.07838719,-0.34673908,0.13769013,-1.0548674,0.8064876,-0.844373,0.23293333,0.22065124,-0.08812934,0.0015538633,-0.48753542,0.030527707,0.1521722,0.10330413,-0.15572667
chr17-29614480-29615303,-0.00402227,-0.42778382,-0.05419544,0.3789861,-0.38193852,-0.097725585,0.0021437833,0.12411074,0.24790958,-0.018254759,0.2420234,-0.12197028,-0.02715227,-0.07409599,0.14575678
chr17-31057513-31058247,-0.016708992,-0.17059547,0.016633127,-0.32546782,0.2993202,0.0030756444,0.0043757735,-0.008881387,0.12115316,-0.014126401,0.2729235,0.006346057,0.005905948,-0.03693894,-0.07372547
chr17-31276817-31277631,-0.017766818,0.10243601,0.039144684,-0.5959625,0.66778517,-0.45174047,-0.00076431327,0.21334098,-0.13666007,0.03060641,-0.43914855,-0.20921862,0.095834374,-0.0900506,-0.1241527
chr17-32388870-32389685,0.015054955,0.37337953,-0.0528661,-0.12466444,0.0976367,-0.2987684,-0.0058157244,-0.027626649,-0.17329623,-0.012138241,0.18874563,-0.0739186,-0.044703167,0.29335314,-0.0423172
chr17-32891124-32891956,0.009145026,0.15110336,-0.009764483,0.29076055,-0.83740383,0.2743547,0.0063826074,0.031932108,-0.19786716,-0.01289036,0.06378464,-0.23909228,-0.068899445,-0.013825419,0.011562921
chr17-33955292-33956196,0.010351486,0.041463077,0.01908683,0.09374778,-0.51120925,0.22914167,0.014892486,-0.26919237,0.15789083,-0.032878097,0.17873877,0.30074614,-0.050889153,-0.11798495,0.012226501
chr17-34027593-34028408,-0.03440318,-0.25648603,-0.31746662,0.73047936,0.0044169724,0.33675137,-0.029134735,-0.18463632,0.22486877,-0.037740365,0.4065699,0.3024807,-0.08500439,-0.10402743,-0.15565234
chr17-34592835-34593656,0.0013074432,-0.46910363,-0.012104719,0.3351408,0.45030123,-0.12971748,-0.014397937,0.0014002181,0.114382714,-0.0047481344,0.14881837,-0.051641848,-0.12351705,0.010899599,-0.033436086
chr17-35088897-35089808,-0.0012480927,-0.27316257,0.008989388,0.12856309,-0.7816664,0.13439636,0.0091943545,0.013249717,0.031976737,-0.0018314716,0.0024770757,0.16399029,-0.026639815,-0.025870407,0.050719053
chr17-35125982-35126843,-0.003085895,0.37092885,0.0029849175,0.18556477,-0.693014,-0.167712,0.009663151,0.014865166,-0.002513592,0.00050774135,-0.15098742,-0.23686047,0.009745402,0.021187432,-0.013920847
chr17-35860963-35861904,0.010730608,0.05735821,-0.003099458,0.40626997,-0.4028608,0.04247172,0.0030971053,0.014861982,-0.08003517,-0.0013481695,0.06131258,0.066211335,-0.029923921,0.024657842,-0.09289981
chr17-35896822-35897763,0.0013182701,0.05785546,-0.0011801601,-0.10279236,-0.07322881,0.032999072,0.0036298106,-0.0036121858,-0.023482837,0.0030547127,0.017602768,-0.039829697,0.02008088,-0.004597631,-0.011246725
chr17-35916229-35917137,0.01872526,0.04384035,-0.026522435,-0.13094668,-0.78898466,0.20301205,-0.0030138858,-0.002478544,0.08838029,-0.011168001,0.28164643,0.24691598,-0.07897015,0.05622475,-0.051422715
chr17-35969396-35970321,0.009520687,-0.17006728,-0.0040437416,0.17212935,-0.04518705,0.42854398,-0.0057064747,0.005298361,-0.051147144,-0.0048782835,0.09513589,-0.10791388,0.0030621802,-0.009784231,-0.031100417
chr17-36270968-36271898,0.0022197636,-0.0046829907,0.0018970561,-0.00015911431,-0.2126514,0.26224944,-0.000701141,-0.022661574,0.09450033,0.008215222,-0.045743555,0.09225993,-0.07876184,-0.018113615,-0.02046044
chr17-36946809-36947750,0.00038819603,0.061424512,-0.008185814,-0.20601097,-0.17356934,-0.12057433,0.028692547,0.014535846,-0.10994863,-0.0036930353,-0.17634429,0.078342825,-0.037662573,0.005200374,0.003961935
chr17-36951306-36952172,-0.0010326059,-0.4080945,-0.004525649,0.24281879,0.038875878,0.3101568,-0.004669581,0.0014066163,0.019572204,0.004514991,0.06599195,-0.026752254,0.008505973,0.017171226,0.04038594
chr17-36958034-36958918,-0.0026196546,-0.17751192,0.0025012372,-0.027818475,-0.01943108,0.22617544,-0.00017470209,0.016496401,-0.12674333,-0.004848544,0.037386145,-0.033059523,-0.030535676,0.017777631,0.07722785
chr17-40934325-40935197,0.0054736454,-0.22271,0.0077572507,0.3468865,-0.085586056,0.2603971,-0.00449005,-0.07537161,-0.011610598,-0.0041976636,0.35236955,0.028300611,-0.057432022,-0.038653113,-0.074856676
chr17-42316038-42316907,-0.032914706,0.09551789,-0.05780536,0.013579735,0.58577365,-0.25938314,-0.0005370545,0.025086025,-0.034176596,-0.010402,-0.4699748,0.08546443,0.23783222,0.14000013,-0.25784698
chr17-42876141-42876941,0.00074117,0.010816954,0.0013687324,-0.033009585,-0.12552163,0.24702753,-0.0010190469,-0.006951322,0.041226648,-0.0010551675,-0.0418033,0.014916167,0.0068187374,-0.010858324,-0.009662404
chr17-45433224-45434123,-0.006613979,0.010226333,-0.0013526211,0.30759737,-0.19610482,0.076755226,-0.0016619484,0.0016693772,0.012834999,0.0047736308,0.1795056,-0.031608354,-0.010371585,0.018982802,0.009329371
chr17-45684920-45685704,-0.0013519145,-0.055520777,0.0038356397,-0.09605206,-0.49725974,0.025206693,-0.00032202207,0.013512359,0.07582706,-0.005870045,0.00085840136,-0.08173936,0.034746114,0.033031087,-0.015492675
chr17-46202445-46203245,0.010097703,0.015385169,0.009285285,-0.124838494,-0.2136422,-0.34595004,0.008525323,0.010826792,-0.012034884,0.0023087482,-0.20900689,0.18231073,-0.075182654,0.030183598,-0.043779895
chr17-46247654-46248571,-0.0054028807,-0.07334079,-0.025884394,0.066887364,-0.43901318,0.20736147,-0.004171108,0.014254879,0.108049735,-0.0028830054,0.045844134,0.048952285,-0.06370113,-0.028028952,0.09924792
chr17-46933778-46934673,-0.40824813,-0.7360439,0.09057759,-0.64766955,1.6548915,-1.145081,-0.034776278,-0.26456755,0.7724782,-0.08061227,-0.43622267,0.2542918,0.1364594,-0.040080953,-0.11004973
chr17-47009950-47010749,-0.022410253,0.32190847,-0.07922535,0.49480504,-0.36270893,0.3186134,-0.022294413,-0.1045617,0.19057114,-0.010331125,0.19183026,0.14533667,-0.1894955,0.00012839494,-0.047918525
chr17-47593153-47593965,0.017418725,-0.4633774,-0.015412872,0.7904375,-0.31961623,0.22840291,-0.0074764783,-0.07201956,-0.08470123,-0.0044299997,0.20356275,0.02470854,-0.04047602,-0.06184889,-0.06359584
chr17-47628974-47629886,0.018274656,0.34430388,-0.019721916,-0.059345152,-0.38655937,-0.50055546,0.01024309,0.11669097,-0.052981056,-0.01528345,0.25105524,0.047358006,-0.063304946,-0.21339498,-0.04054722
chr17-47694583-47695468,-0.0013549959,-0.2209549,-0.014326334,0.49734163,-0.06744456,0.19469312,-0.00013562983,-0.011072831,-0.007169798,-0.0020418658,0.09864942,0.005240415,-0.036576625,0.09124283,-0.00018875154
chr17-48409387-48410333,0.032636195,0.08616632,0.018462094,0.6930505,-0.9491837,0.22140436,-0.002312763,-0.02557878,-0.3702632,-0.04371755,0.23406063,0.14003079,-0.05921889,0.027152987,-0.11873519
chr17-48931470-48932413,0.11666444,0.024790304,0.037784904,-0.5999881,0.14411852,-0.3827061,0.06422557,-0.0014189618,-0.6347052,-0.016605755,-0.057551634,0.03940624,-0.10742271,0.28342026,-0.1637288
chr17-53478749-53479541,-0.0055149095,-0.09875743,-0.115294255,0.5855787,0.17104359,0.37728956,-0.07428467,-0.094636895,0.09797393,-0.014135597,0.27113813,0.24555136,-0.034958187,0.03905211,-0.07450266
chr17-53568022-53568623,-0.14593664,-0.09667704,-0.2598156,0.5809272,-0.9948621,0.8154819,-0.27166444,-0.7255776,0.60146064,-0.32567832,0.42310014,-0.41589043,-0.2602029,0.5136346,0.12886885
chr17-55445365-55446321,-0.00012691216,-0.11803118,0.05278645,-0.9107469,0.19179153,-0.4948154,0.2155835,0.2574181,-0.17968819,0.03912969,-0.4253454,0.3201971,0.22740364,0.024993306,-0.2453665
chr17-55931622-55932478,0.005947309,-0.23451465,0.009029756,0.06485298,0.25315642,-0.07841041,-0.0037162092,-0.021021033,-0.06691851,-0.0035675783,-0.055173963,0.19899574,-0.0003936524,-0.0034334627,-0.012145156
chr17-55944790-55945674,-0.0010142737,-0.39373812,0.005084152,0.40872857,0.10985738,0.2704159,-0.0031311763,-0.021193828,0.030783363,-0.011910989,0.25555792,0.073498,-0.013015734,0.049009133,-0.14452471
chr17-56074491-56075336,-0.0038349607,0.05216749,0.00217098,0.02271695,0.04552322,0.32181638,-0.00583673,-0.03940803,0.032765877,0.0047873915,-0.06616305,-0.032919172,-0.0068487157,0.02105357,-0.00084840384
chr17-56078898-56079827,0.0058977194,0.015279667,0.0046505956,0.116993986,-0.2639748,0.24996302,-0.00031271254,-0.012713607,-0.1400317,-0.020360295,0.34916988,-0.0021725707,-0.032309074,0.052195057,0.038281146
chr17-56139630-56140343,0.010070676,-0.35474664,0.15572709,-0.48152623,-0.16754428,-0.51558036,0.095451124,0.2310615,-0.18184003,0.054830525,-0.095088035,-0.3132942,0.0125389565,-0.10518412,0.088504426
chr17-56162018-56162913,0.0015237215,-0.13785112,-0.0064300974,0.3324547,-0.12441031,-0.101440616,0.0068433653,0.007795944,-0.027423736,-0.0062130424,-0.032838475,-0.029728867,-0.0067820954,0.00916032,-0.014035349
chr17-56325422-56326322,0.010264046,-0.1912698,-7.189822e-05,-0.15845369,0.10954873,-0.104441494,0.014822373,0.002181869,-0.2368348,-0.0022871485,0.34781814,-0.15944834,-0.0031205744,0.11553931,-0.057583343
chr17-56461895-56462838,0.019642973,-0.25745228,-0.16036944,0.47985464,0.5602126,0.2766383,-0.026502106,-0.13242278,-0.16617449,-0.023239661,-0.09280368,-0.084990114,-0.01861181,0.114688665,0.15615098
chr17-56609386-56610324,-0.0036041795,-0.09177224,-0.028862467,0.40519235,0.32206485,0.45407733,-0.009961254,-0.11839483,-0.11750046,-0.0014942881,0.12388674,0.18159716,-0.025228852,-0.008568923,0.035423066
chr17-56672872-56673734,8.274707e-05,0.0704895,-0.0014525962,0.3144031,-0.041384958,0.25995898,0.0067189382,0.001437893,-0.38361552,0.0035380432,0.10529049,-0.096242875,-0.0016603149,-0.002437592,-0.13109872
chr17-56989752-56990679,0.0057707857,0.046814006,-0.00045806597,-0.07214407,-0.17016049,0.21472527,-0.00019529795,-0.0018511041,-0.026155995,0.0007030008,-0.11363008,-0.02735694,-0.0068394146,0.020216923,-0.0011765342
chr17-57060010-57060771,0.016131701,-0.21648858,-0.015584714,-0.6205133,0.09959889,0.25321543,-7.231739e-05,0.0024584057,0.0007770633,-0.00298196,0.101039626,0.067931004,0.009799885,0.012541784,0.0026468101
chr17-65884592-65885525,-0.0045131207,0.19051856,-0.03723718,0.4398397,-0.09332028,0.3201158,-0.0032537805,-0.030729769,-0.11094205,-0.03140882,0.4627687,-0.023326274,-0.06356063,-0.022607988,0.3712599
chr17-66076622-66077510,0.0034463136,0.049976736,-0.024475966,0.23165108,0.09964416,0.20770879,-0.033182435,-0.022691315,-0.042726643,0.0042308345,0.0905864,0.39136505,-0.016893337,-0.012941189,0.038223546
chr17-66101117-66102051,0.003954951,-0.3671068,-0.009421216,0.43366542,0.27674675,0.34169498,-0.026281308,-0.069126666,0.06997108,0.0010043137,0.14854105,-0.48056957,-0.06462544,0.06412855,0.18535115
chr17-66111178-66112098,-0.0025522364,0.1454192,-0.072570786,0.28081,0.1752136,-0.057758376,-0.008200821,-0.0023558189,-0.03618964,-0.0052529685,0.07422303,0.27203435,-0.048414998,-0.030307118,0.041962203
chr17-66325234-66326144,-0.11960787,-0.17713262,0.46166724,-0.9769066,1.3811357,-1.1193506,0.044720147,0.02824992,0.5083934,-0.091541216,-0.72155535,-0.10580101,0.05150873,0.06478041,0.011892567
chr17-66519317-66520029,0.008907173,-0.25419354,-0.00945162,-0.4675618,0.5941994,0.2676606,0.0038613873,-0.02218804,-0.06444399,-0.0052470835,-0.09789932,-0.27266464,0.039015274,0.035532724,-0.0055721686
chr17-67352904-67353810,-0.0067055863,0.0052456576,-0.059618026,0.7311051,0.086272106,0.30422264,-0.0094082,-0.10462487,-0.07696488,-0.023884688,0.3614707,-0.17720267,-0.01166341,0.040400084,-0.02890144
chr17-69416987-69417854,-0.005899692,-0.006709119,-0.024014112,0.14121771,-0.012125358,0.3529992,-0.001889403,-0.0050439974,0.09708263,-0.0023404206,-0.018671032,0.04541722,-0.002394469,-0.0013115475,0.02614635
chr17-70963315-70964218,0.10245986,0.3177052,0.04163704,-0.22585253,-0.3856913,-0.33085898,-0.009259284,-0.06631276,-0.25328046,0.007655004,0.08318985,0.005967945,-0.109988555,0.05069438,-0.008093239
chr17-70990171-70991055,-0.019132767,0.25448993,-0.0009817843,0.35176894,-0.4989286,0.31033874,0.0017053456,-0.06224439,-0.0044138147,-0.010089347,0.43032885,0.158234,-0.06638791,-0.131874,0.004690485
chr17-72836101-72836955,0.0056539173,0.044057485,0.008045604,0.2209997,-0.007021698,0.15766032,-0.009595099,-0.006240871,-0.2849196,-0.010846635,0.15459764,-0.211935,-0.04464759,0.03991265,0.010531971
chr17-72837097-72837852,-0.0012743605,0.07051103,0.035423007,0.06773665,-0.21078767,0.23820512,0.0021178909,0.015253739,-0.61482215,0.012179871,0.12354933,-0.19061385,-0.054208495,0.01321998,0.020671839
chr17-73107571-73108407,-0.0071172593,0.0051649995,0.0005939259,0.0074502905,0.40284848,-0.40695986,-0.0148190325,-0.0029785966,-0.017443419,0.0051771062,-0.22547542,0.035502855,0.04164496,0.18783294,-0.0053375154
chr17-74294896-74295706,-0.03990646,0.07654063,-0.0023937915,0.23491019,-0.4336983,0.53660494,-0.0025998577,-0.042943284,0.06771845,-0.0013807294,0.084494084,0.08365538,0.007889336,0.02617398,0.029222552
chr17-74395098-74396011,-0.0058845324,0.08613765,-0.006148958,-0.012615408,0.53061855,-0.20200722,-0.016933069,0.00958819,-0.23632073,0.02073947,-0.29139104,0.20459521,-0.06151528,0.1792394,-0.1743357
chr17-75551548-75552419,0.013388032,-0.16590619,0.0388904,-0.017090287,-0.42914575,0.050924223,0.005077657,0.005831073,-0.35755023,-0.006870686,-0.078558706,0.03797381,-0.048256613,-0.01644036,0.0474378
chr17-78417434-78418340,0.0018911493,0.11171125,-0.027629003,0.33141202,-0.17764944,0.103840284,-0.008271389,-0.01462523,-0.022067863,0.011753262,-0.082285285,-0.05065646,0.05497166,0.022031495,0.000271929
chr17-78936737-78937626,-0.0046705883,0.30576015,0.013168226,-0.0834367,0.22992192,-0.19249342,-0.003970171,-0.006974234,-0.09592042,-0.012951756,-0.067659535,0.056698732,0.0023079773,0.0003291332,-0.017607352
chr17-80061824-80062714,0.00037736696,0.027439877,0.0015507041,0.08295027,-0.153178,-0.12659197,0.0010641954,0.0042821155,-0.050774876,-0.0008561615,-0.033938468,-0.035413936,0.006311586,0.0070629804,-0.005441617
chr17-80168130-80169046,-0.012140207,-0.014677693,0.052969314,-0.9910322,0.92888165,-0.5309243,0.006173595,-0.029579679,-0.06568441,-0.03200657,-0.55407447,0.04338874,0.26005128,0.23858266,-0.09728576
chr17-80223953-80224873,-0.0010533496,0.099962704,0.009331499,-0.5037855,0.80624306,-0.53787625,-0.011831738,0.011907747,0.034880638,-0.0127588725,-0.2141947,0.11820232,0.16416737,-0.05536841,-0.13106361
chr17-80289722-80290568,-0.011227307,-0.5099821,0.013631236,0.03512244,0.35997713,-0.003325655,-0.01320881,0.008299491,0.0599737,-0.007622374,-0.14651936,-0.020295495,0.025125317,0.010204686,0.026417356
chr17-80482590-80483500,-0.025458958,-0.16244602,-0.000606138,0.3182993,0.35794044,0.36610657,-0.0021288001,-0.057124067,0.05611597,-0.004992265,0.09504079,-0.03190881,-0.033201594,-0.017515665,-0.010052349
chr17-83514028-83514914,-0.018608904,-0.07533042,-0.15967679,-0.18483482,0.4564047,0.14580032,-0.022388728,0.06668922,0.25466722,-0.0076710507,0.16353619,-0.3529131,0.19989042,0.028219612,-0.085725605
chr17-84790296-84791217,-0.009044833,0.13530585,-0.009327473,0.26512486,0.04341657,0.1699191,-0.0047588055,-0.027699646,0.024714734,-0.0061587836,0.0030233744,0.15292542,-0.0001282335,-0.010144605,0.053993184
chr17-87025018-87025868,-0.018678902,-0.022465818,-0.037839044,0.17073253,0.32766807,-0.044486847,-0.0112335095,-0.012945923,0.23157118,-0.0021462226,-0.11096859,-0.010372917,0.03912274,0.050114527,-0.04488935
chr17-87336751-87337651,-0.020024419,-0.3322756,0.17882499,-0.47784552,0.97559536,-0.873858,-0.005083515,0.036929976,0.2391828,0.0060611055,-0.300006,-0.14135231,0.26291317,-0.072536774,-0.22884522
chr17-88440338-88441180,-0.005008033,-0.006576407,-0.007960349,0.18121193,0.07861578,0.20068876,-0.016505431,-0.037651666,0.3072084,-0.0040438613,0.23097163,0.11044911,-0.10020171,-0.0503747,0.031365834
chr17-94749319-94750262,-0.023798693,-0.074879,0.004035253,0.16157728,0.012804035,-0.17009608,0.005733419,0.053942163,-0.07566812,-0.008380808,0.018486405,-0.21783096,0.11586189,0.014702268,-0.010470851
chr17-94834325-94835190,-0.013468722,0.24161611,-0.009819545,-0.12170303,-0.17620061,0.058121793,-0.0012808942,0.0057740654,-0.023956358,-0.013306715,0.04289532,0.04966251,-0.008308911,0.00969036,0.010322665
chr18-3382808-3383639,-0.018489258,-0.45557904,0.02098757,-0.13277005,0.18057436,-0.0067327064,-0.00045883507,-0.016403494,0.32167798,0.007388446,0.049620967,-0.023585625,0.153189,-0.040825546,-0.11989902
chr18-4352747-4353558,0.0032332898,-0.09197172,0.13729721,0.9041227,-0.99638104,0.052662957,-0.005051253,-0.05257637,-0.26305246,-0.025082404,0.15989855,0.032505985,0.0140439775,0.034942128,-0.15683505
chr18-4634565-4635297,-0.009143909,-0.06634058,-0.008922581,0.1246026,0.3805745,-0.15218596,-0.0066519664,-0.012804723,0.3062065,-0.003566394,-0.23837359,0.0076068095,-0.005190326,0.03368305,-0.054338567
chr18-6489937-6490430,0.0031487895,-0.011474631,-0.0048124623,0.22779635,-0.06716268,0.18029518,-0.0019094306,-0.00946568,-0.033172786,-0.0021956628,-0.0231829,-0.056054685,0.0014993468,-0.015539427,-0.010363045
chr18-6515865-6516730,0.00049793837,0.10713806,-0.006243067,0.19239196,-0.23734832,0.24382944,-0.003097828,-0.001584395,-0.08202042,-0.007924669,-0.036058914,0.026983056,-0.027246017,0.06388429,0.018146282
chr18-6764690-6765601,0.019080631,-0.120437056,0.0032251526,0.34162652,-0.6720401,0.24758759,-0.0024154703,0.017187083,-0.10787716,-0.0024614797,-0.01919524,-0.036080047,-0.05610545,-0.07139904,-0.006648938
chr18-7626406-7627271,0.094072804,-0.41210178,-0.65855306,-0.21642368,0.8393571,-0.18943627,-0.052710764,-0.1837755,0.24135138,0.04191054,0.23731156,-0.17268263,-0.040694073,0.04311183,0.07446097
chr18-9449756-9450535,-0.0035143455,-0.032627974,0.02559867,0.27100477,-0.6493285,-0.071521156,0.0010148587,-0.027875863,0.17652352,-0.01781973,0.22768897,0.0696533,0.016245423,0.003050885,-0.007952748
chr18-9957697-9958590,-0.00029255025,0.21319233,-0.014415754,0.20674828,-0.15778546,0.05722057,-0.0075966194,-0.047408696,0.34203407,0.007741501,-0.28214887,-0.19304197,-0.023816474,0.027525954,-0.030835526
chr18-10029486-10030357,-0.00898243,-0.24918231,0.009925271,-0.15120606,0.40430123,-0.3594511,0.008164806,0.0079864245,0.014441049,0.010706874,-0.2685242,-0.11385268,-0.033873737,0.24825597,-0.21388891
chr18-10181663-10182433,0.013089619,-0.24012966,0.01576709,0.3118572,0.22475635,0.40362692,-0.009575456,-0.06038752,-0.17667498,0.013140889,-0.08439459,-0.15478972,-0.052537397,-0.016430818,-0.016816149
chr18-10706297-10707186,-0.038008284,0.12366171,0.0018971121,0.0786123,-0.37794262,0.37919635,-0.019696347,-0.018879822,0.2918134,0.005324118,0.0022376904,-0.03827222,-0.053072155,-0.023587244,0.0076385844
chr18-12168273-12169183,0.015763398,0.16858427,-0.005785232,0.27004054,-0.29589546,0.18711907,0.007999911,-0.011595356,-0.2982504,-0.006775701,0.052025836,0.031739194,-0.033983234,-0.016332222,-0.01855669
chr18-12740923-12741782,0.0015765618,-0.16732241,0.00086175074,-0.19396015,0.39932773,0.23036803,-0.008509568,-0.037246324,0.057549093,0.023128036,-0.23819713,-0.2080961,-0.014075565,0.021263426,-0.07676554
chr18-12955324-12956199,0.0002641634,0.13352643,0.0063996394,-0.10114475,-0.15453497,-0.10121061,-0.00265734,0.05578447,-0.43401358,-0.006636914,-0.1044863,-0.066298276,0.032678068,-0.014339907,-0.0061159753
chr18-20895939-20896766,0.04545036,0.40350127,0.001071255,-0.2666448,-0.49364397,-0.18533845,0.01089163,0.0019417244,-0.06424453,-0.014700158,-0.0723872,0.065572076,-0.0705674,-0.018925905,0.00060517224
chr18-21299805-21300717,-0.005581843,-0.044728864,0.00053782767,-0.038350973,0.053359766,0.079634525,-0.00589739,-0.009571863,0.2623406,-0.0051888684,-0.07116106,0.030197049,0.010894431,0.0025281105,-0.053605806
chr18-22343385-22344328,-0.0007292647,-0.42387015,-0.0077576344,-0.8561882,0.18440506,0.3324375,0.016009418,0.01312851,0.10626945,-0.013770027,-0.31113258,0.09174268,-0.049366064,-0.015301622,0.048402958
chr18-23309901-23310606,-0.058591712,-0.14864802,0.11567689,-0.76763713,0.29857063,-0.041855115,-0.0017585509,0.00040939613,0.23704594,-0.005007647,-0.17226377,-0.22970986,0.31583318,0.15235063,-0.24499185
chr18-23868913-23869811,0.01424809,-0.09282934,0.060655907,-0.5228879,0.6729061,-1.0418152,0.024487594,0.13161522,-0.23304774,0.033290684,-0.5821603,-0.01698095,0.18612576,-0.06528465,-0.0268703
chr18-23954294-23955167,-0.01573419,-0.03941075,-0.027754579,0.17354079,0.44029194,0.116789974,-0.0018618328,-0.023148905,0.09022114,0.011027639,0.09095887,-0.24172734,-0.00035480643,0.049284454,-0.22242342
chr18-24529715-24530523,-0.0030874033,0.024236057,-0.0027480798,0.36120492,0.05813618,0.06466068,-0.0022898417,-0.02336359,0.016787466,-0.0024152664,-0.35636207,-0.15351517,-0.04864746,0.263928,0.012679607
chr18-25615753-25616650,-0.017731301,0.16161446,0.1215039,-0.97003627,0.95202744,-0.7307419,0.034476057,0.07980551,0.037703082,0.008647749,-0.38180062,-0.30551764,-0.0008198511,0.09373175,-0.23108119
chr18-31446896-31447699,-0.007841698,-0.14876066,0.21405375,-1.0805069,0.9895928,-0.84276104,0.015539059,0.080718055,-0.20743418,-0.006655628,-0.57527715,0.6131037,-0.045893885,-0.020818325,0.123680696
