,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 10,ATAC private topic 1,ATAC private topic 2,ATAC private topic 3,ATAC private topic 4,ATAC private topic 5,ATAC private topic 6,ATAC private topic 7,ATAC private topic 8,ATAC private topic 9
chr2-19430969-19431656,0.31085765,0.217,-0.2837777,-0.8001753,0.37052283,0.10830643,0.06464007,0.0031096884,-0.033719853,0.062456787,0.32428902,-0.1608249,-0.18450494,-0.1494939,-0.12427669,0.015365415,-0.3394412,-0.0046425518
chr2-19446083-19447002,-0.29984823,0.19695869,0.1423225,0.05038305,0.29644224,0.04015964,-0.07282404,-0.47356847,0.32592198,-0.0028973846,-0.0716004,-0.051641192,-0.09993728,0.0017481943,-0.052524824,-0.021795629,-0.56532973,0.00828096
chr2-19447838-19448692,0.08750379,0.21146232,-0.0028009904,-0.1231115,0.12443063,0.040444065,-0.18235417,-0.3192006,0.25610983,0.0051215524,-0.07316578,-0.043145027,0.0973517,-0.07602498,-0.16718723,0.023896115,0.3429928,-0.009737637
chr2-19909257-19910153,-0.54174733,-0.13721374,0.35478565,-0.2997565,0.49220297,0.4076208,-0.25900996,-0.35420612,-0.1670036,0.0385762,0.15550874,-0.39629856,-0.3041555,0.3873447,0.18222237,-0.2906431,-0.1590797,0.04281973
chr2-20519436-20520249,-0.70915776,0.28732064,0.027345862,-0.70561486,0.21540193,0.16625242,0.45033413,0.31083006,-0.15828082,-0.10913412,0.036479164,-0.25373033,0.016603228,-0.012849473,0.0345783,-0.2210017,0.19220363,0.024678012
chr2-22623290-22624198,0.22287527,-0.5358373,0.49332428,0.17273174,0.3773881,0.30696347,-0.79884857,-0.439832,0.20036176,-0.028006004,-0.13198091,-0.31923032,0.11786669,0.0023034927,-0.21422288,0.05823741,0.38591546,-0.08050375
chr2-23320870-23321751,-0.22328478,-0.107260264,0.07978246,-0.16831346,-0.4002283,-0.2448266,0.35067675,0.51189095,-0.022007354,0.084927894,-0.39125794,-0.124963924,-0.12643744,0.17284152,0.28416473,-0.27124345,-0.021130815,0.028185384
chr2-24367331-24368169,-0.43622923,-0.07672923,0.08143815,0.091588676,-0.1551312,-0.26074034,0.13368,0.33343533,-0.021762252,0.09201011,0.24855131,0.39008152,-0.05142267,-0.11998359,-0.26669532,-0.079350635,-0.14553155,-0.012381015
chr2-24416527-24417374,0.23211588,-0.1358674,-0.051831856,0.35639924,-0.036237307,0.006222386,0.0058670547,-0.03824129,-0.1684521,-0.006006146,-0.050523758,0.041582733,0.11409715,-0.18681481,-0.29995552,0.008363397,-0.1238513,0.013946495
chr2-24469305-24470163,0.12829664,0.110866405,-0.26895213,0.06318991,0.20448314,-0.37570927,0.047379326,-0.41360405,0.22325973,0.05401943,0.3313754,-0.28505558,-0.07384226,0.06896226,0.08456015,-0.0882202,-0.14590819,-0.012119132
chr2-24473608-24474408,0.2959079,0.014232795,0.004097926,0.03541225,0.180414,0.029232329,-0.05063149,-0.4131806,0.123501316,0.13060918,0.0022811033,-0.26145056,-0.459578,0.06301016,-0.20377381,-0.1304116,-0.05694031,-0.0063298997
chr2-24476032-24476902,0.02450368,0.23609255,-0.30756927,0.11255448,-0.3241262,0.18977413,-0.14124143,-0.12191439,0.12158442,-0.2687118,0.1816868,0.03291094,-0.27289295,0.10975969,0.41975534,0.088215955,-0.14459038,-0.018957222
chr2-25180186-25181080,0.11400991,-0.5792894,-0.6505791,0.748582,-0.5438923,-0.28501594,0.55918187,0.64788795,-0.49130338,-0.06934745,-0.105818614,-0.024907902,-0.045136496,-0.2965926,-0.11234698,0.14919657,-0.10114306,0.03587553
chr2-26196190-26196943,-0.12384877,0.49518088,-0.22715278,0.07585665,-0.09667761,0.18903375,-0.23416945,-0.24209552,0.097813435,0.029642269,0.048016056,-0.1306582,-0.05013444,0.034548525,-0.27703115,-0.120106384,0.13296972,0.00741572
chr2-26207885-26208799,0.09278507,-0.10674258,-0.15561113,-0.071888655,-0.093745805,0.07708926,0.061684992,-0.16197613,0.17269357,0.009719695,0.033109043,0.08092783,-0.009204918,-0.047568865,0.0037800344,-0.07290876,0.5322749,-0.0011471945
chr2-28621198-28621935,-0.0063877576,0.11338739,-0.15454061,0.006306179,-0.051550467,-0.15819027,-0.015872966,-0.040657412,0.17354026,0.07570801,-0.14559495,-0.04979775,-0.20978536,-0.097422116,0.091069736,0.18955605,0.1447741,-0.0014150655
chr2-28914651-28915237,0.2878279,-0.2537974,-0.40021363,0.21215245,0.09783753,0.030695023,0.063219324,0.075604774,-0.17813212,0.038772564,-0.04668032,-0.114151835,0.03179761,0.11409728,-0.075593516,-0.15493828,-0.5061574,-0.0010726112
chr2-28915362-28916053,-0.17429113,-0.18220243,0.041707218,0.23458062,0.36541235,0.17275909,0.18364024,-0.006444858,-0.25229418,-0.038136575,-0.10300249,-0.22319138,0.10247589,-0.0136789465,-0.3528139,-0.050856646,-0.27432108,0.010843985
chr2-28973713-28974402,-0.05273959,0.13937506,-0.17762086,0.031091478,-0.11797968,-0.08657001,-0.06698618,0.10357422,0.13850267,-0.10033875,-0.27340466,0.05928082,-0.09431433,0.15484309,0.21586837,0.14843564,-0.15611133,-0.025341637
chr2-28976358-28977263,0.26635426,-0.21828139,0.039920792,0.03673678,-0.19564463,0.13458803,-0.00996766,-0.15186794,0.23931873,-0.01413128,-0.25519982,0.02538463,-0.10397545,0.04545451,-0.05686603,-0.12399116,-0.13576569,-0.0060098916
chr2-29054645-29055437,0.12869927,-0.049701672,-0.070039816,0.14747706,0.09099227,-0.084092356,-0.023910414,-0.015059075,-0.06540383,0.0074309777,0.123028055,0.053108696,-0.043768827,-0.020013006,-0.09412492,-0.03438367,-0.25566086,0.0009359765
chr2-29194395-29195219,0.09000158,-0.28032455,-0.48427162,-0.6017381,0.017420918,0.044384964,0.30411667,0.606478,0.25712347,0.033750497,-0.31916782,-0.16176829,-0.23965307,-0.10710041,0.30139083,-0.0908665,0.2602738,-0.018446654
chr2-29253131-29253955,-0.050056033,0.19188519,-0.11108228,-0.60756516,0.07459829,-0.28454813,0.64807695,0.42201084,-0.39270473,0.038737886,-0.26035714,-0.04973866,0.1453318,-0.33151266,0.16400196,-0.06372882,0.121971354,-0.073285535
chr2-31469842-31470710,-0.069023244,-0.3308072,0.07216386,0.42997992,-0.076536916,0.23539728,-0.11166372,-0.06929617,0.12840508,0.026727026,-0.04100575,0.06992182,-0.45096564,-0.023153517,-0.2772869,-0.07068786,0.3417568,-0.011244886
chr2-31482631-31483462,-0.08287727,-0.10981862,0.24563861,0.14405197,-0.1583374,0.42203704,-0.072450005,-0.3008575,0.18867455,-0.012511349,-0.11996196,-0.05390576,-0.24214838,-0.002865854,0.07896,-0.07100012,0.18525591,0.008171113
chr2-31637507-31638404,-0.11017774,-0.19369546,0.21870166,-0.2198522,0.41219655,0.099536784,-0.31245086,-0.40600473,0.21010624,0.06668751,-0.01751011,-0.23117857,0.26869464,0.12753184,-0.22198045,-0.10139683,0.1816307,-0.021640345
chr2-31654013-31654854,-0.30244488,0.19304667,-0.063864045,0.05377944,0.59223324,0.20416258,-0.41156852,-0.57548463,0.07277762,0.032044493,0.09174443,-0.37207612,0.14608045,-0.096058935,0.3382397,-0.27710927,-0.44492984,0.042034622
chr2-31822746-31823621,0.1739658,-0.45282748,0.09730592,-0.26996624,-0.089946285,0.304988,-0.15935974,0.20185965,0.1856001,-0.052965995,0.05874761,0.32901,-0.022641337,0.14798604,-0.070317864,-0.1999198,-0.221049,-0.036063213
chr2-33616059-33616941,-0.19026296,-0.0985486,0.32155097,0.04275689,0.40384048,0.28512654,-0.16012779,-0.1987499,-0.23341005,0.031870637,0.017400969,-0.050881173,0.17218424,-0.16438708,-0.20747134,-0.010014361,0.0040246374,-0.0144680645
chr2-33714984-33715765,0.034903668,-0.06375542,0.43757126,0.6680243,-0.055663068,-0.051014394,-0.4038345,-0.29146287,-0.22725606,-0.017685616,-0.16729948,-0.069083124,0.045886762,-0.18624385,0.27170634,-0.27115256,0.38022786,-0.006705787
chr2-34874188-34875111,0.112900764,0.10463051,-0.22312635,0.18997164,-0.23715696,-0.1674295,0.012845347,0.2888813,-0.16995409,0.013424991,0.018648155,0.17671677,-0.0674719,-0.11184882,0.056083694,-0.14004894,-0.31575632,0.0072096726
chr2-35461867-35462737,-0.02066544,-0.101512894,0.3011329,0.48758298,-0.33978894,-0.052887924,0.2581263,-0.29079726,-0.063281536,-0.2245541,-0.03423218,-0.22410671,-0.13414575,0.12137287,-0.009053491,-0.0589363,0.25767395,-0.013111411
chr2-36090907-36091766,-0.19384517,0.030156845,0.21723299,-0.36386994,0.42823616,0.15400575,-0.19745961,-0.12885945,0.03136928,-0.18524754,0.04841896,-0.26073673,-0.25408623,0.18282357,0.22163305,0.24984474,0.13365382,-0.07977229
chr2-38350541-38351358,0.21839677,0.24240294,0.07133968,-0.6843509,-0.40087327,-0.07764919,0.41925633,0.043751337,-0.21190394,0.026449956,0.12161647,0.14539395,0.06629867,-0.018840097,-0.46894655,0.2090843,0.22743182,-0.021731567
chr2-38925980-38926785,-0.026655845,0.18588299,0.13007389,-0.84216106,0.42898872,0.10156316,-0.508722,0.16813996,0.045170296,0.25754222,-0.3907133,-0.38130388,-0.17061158,0.00989862,0.33174798,0.032277007,0.046282575,0.006209625
chr2-54085138-54085957,-0.41155833,-0.08064825,0.19243135,-0.005880663,0.25952166,0.12145756,0.0056762346,-0.18912895,0.072945036,0.052677844,0.19210324,0.20561601,-0.5755648,-0.25402647,0.04457023,0.25694275,0.33538753,-0.018215032
chr2-57102346-57103230,-0.03941611,0.3952369,-0.20683399,-0.12637365,0.4748474,-0.025973026,0.024363553,-0.34236687,-0.18813556,0.077615276,0.21306159,0.25695717,-0.14687379,-0.22883852,-0.058477547,-0.46108735,-0.27778804,0.03707976
chr2-60382811-60383631,0.054963086,-0.053452827,0.00872195,-0.08185019,-0.14303051,0.06921794,0.121166945,-0.047717128,-0.23327786,0.008811455,-0.035155777,-0.019259272,-0.073939465,0.0014328687,-0.048814915,0.029965913,0.19483058,-0.0011495997
chr2-61802712-61803573,-0.69217753,0.24703783,0.349318,-1.1870089,0.44305435,0.05247886,0.25886804,0.22012815,-0.02096599,0.11547174,0.20796965,-0.23979269,-0.10966194,-0.32762286,0.189857,-0.4408774,0.33908194,0.05061757
chr2-61804851-61805744,-0.51069736,0.3372521,0.31532648,-1.0403177,0.4317285,0.3841884,0.046034165,0.0022995872,-0.1752842,-0.07699115,0.061023332,-0.1737168,-0.27729458,-0.27185512,-0.045722596,0.21725692,0.2595706,-0.00019152137
chr2-61806844-61807723,-0.7777524,0.35470217,0.33465928,-1.6726372,0.67274004,0.4732393,0.20017557,0.37870687,-0.38315234,-0.035760134,0.092155285,-0.499637,-0.5705412,0.17943124,0.46899715,-0.14758219,-0.42050624,0.075812705
chr2-61811571-61812464,-0.5803099,0.054737333,0.32590404,-1.0999968,0.6956082,0.18470955,-0.20636256,0.3269685,-0.4579334,0.019283973,0.030054294,-0.1178169,-0.33044192,0.23264445,0.21961762,0.08109714,-0.3635524,0.018004447
chr2-62411373-62412188,-0.11904116,0.020380756,-0.15630849,0.0074776113,-0.2456207,-0.17774443,0.41086364,0.23971744,-0.02273845,-0.37099743,0.15798692,0.141927,-0.021312524,-0.049252402,-0.14536485,0.03876485,-0.36020216,0.15385166
chr2-65238558-65239410,0.2777676,-0.43692484,-0.11973127,-0.15491906,0.19386576,-0.47659203,0.11451833,-0.07076601,0.40807146,0.19284503,0.066369586,0.29055285,-0.16151848,-0.027247742,-0.26542953,-0.12194878,-0.43753025,0.01454558
chr2-69205769-69206571,0.2923586,-0.14498718,-0.31659535,0.6989932,-0.774387,-0.56193733,0.12940328,0.25188148,0.12756716,-0.03717264,-0.113588594,-0.047664225,-0.044111867,0.092238,-0.05814128,0.32052606,-0.10423191,-0.019283287
chr2-69585572-69586354,-0.0008132663,-0.15114212,-0.0037524349,0.022863196,0.08409949,0.20299613,-0.02794954,0.1439012,-0.024160018,-0.01366459,0.10944131,-0.19659401,0.06742071,-0.012046305,-0.13628927,-0.15125152,-0.03960156,0.001991711
chr2-69587382-69588111,0.11003181,-0.035943188,-0.08409346,-0.09425244,0.36201108,-0.049997598,-0.015641045,-0.31748664,0.15231876,0.014908655,-0.4975813,-0.1624474,-0.18713988,0.07035665,0.1300128,-0.008135981,0.36346492,0.010660371
chr2-70471753-70472604,0.27331844,0.13253939,-0.1382795,-0.18915415,0.049807064,0.16267379,0.039104775,-0.1793044,0.0011517379,-0.033083238,0.39536664,-0.30525225,-0.06074834,-0.1498563,-0.07295585,-0.24554572,0.109085925,0.020669065
chr2-71117548-71118384,0.06534236,0.064371,-0.09283804,-0.08045639,-0.110257424,0.004232119,0.35125306,-0.23099369,-0.22779591,0.028656144,-0.16029762,0.36900365,-0.08720204,-0.030405112,-0.038390253,-0.11416894,-0.4786412,0.03031687
chr2-71522891-71523796,0.5119562,-0.61873174,-0.06316473,0.059883572,-0.22695656,-0.331343,0.012934514,-0.038788825,0.44028386,0.18645068,-0.16901948,0.13853724,-0.040908188,-0.1342685,-0.32278106,-0.03181816,0.27763927,0.0059593855
chr2-71545705-71546504,0.25300357,-0.5161815,0.23574044,0.50103223,0.08146943,0.10565211,-0.35411367,-0.70397377,0.020601846,0.20391487,-0.17738786,-0.050849654,0.11024909,-0.40269342,0.5075329,-0.0439692,0.048567213,-0.017790748
chr2-73271305-73272068,0.092741854,-0.30310878,0.016593875,0.22667085,0.2718489,0.39965928,-0.08675237,-0.19235554,-0.08915085,-0.028852036,0.14142467,-0.14107151,-0.15825397,-0.11750327,0.026040604,-0.3542446,-0.08721049,0.014824614
chr2-73274193-73274973,0.04772337,-0.31597382,0.18496217,0.23168905,0.3487474,0.24531752,-0.21682319,-0.6125903,0.07496224,-0.16278204,-0.37399554,-0.04384241,0.147713,-0.16459213,0.18099234,0.17062163,0.25372234,-0.0153143145
chr2-73277106-73277937,0.18556641,-0.19975282,-0.016734283,0.27968225,0.07894197,0.24949862,-0.20379214,-0.031737015,0.017861178,0.030807707,-0.16290528,0.098453455,-0.08352489,-0.06274512,-0.25769386,-0.081361674,-0.22518232,-0.0013864746
chr2-73278508-73279234,0.18590549,-0.32174227,-0.10063697,0.075606935,0.14775857,0.22784004,-0.5107961,-0.13632227,0.5151214,-0.022496017,-0.1512277,-0.25445366,0.18491647,0.07824664,0.049135555,-0.39130902,0.49501014,-0.0342171
chr2-73280643-73281562,0.16771571,-0.3545002,-0.24592857,0.086903974,0.29315954,0.024945065,-0.25034323,0.111390986,0.32448524,0.025188755,0.25041106,-0.12340043,-0.08391323,-0.05490713,-0.032471485,0.09971125,-0.38778377,-0.0059557077
chr2-73528872-73529813,0.38638774,-0.4011096,-0.58435845,0.70485806,-0.21416804,-1.0275418,0.13383944,0.20870984,0.103460096,-0.12371906,-0.05320211,0.022582933,0.30407622,0.1493283,0.20889522,0.050437048,0.23381945,-0.052250087
chr2-74658500-74659313,-0.34982678,0.24010982,0.24231136,-0.16330971,0.14427464,0.14057754,-0.19185631,-0.35171953,0.3408358,0.1708683,-0.1170996,0.012797035,-0.15551424,-0.12647958,-0.23761995,0.12129721,-0.146884,0.010313991
chr2-74660726-74661414,0.101019375,-0.14315046,0.2887969,0.18395478,-0.10562224,0.12380159,0.12974513,-0.19452925,-0.36123362,0.0076798424,-0.19984505,0.17460012,0.23110798,-0.07042999,-0.29219815,0.010960708,-0.15143836,-0.009557086
chr2-74661546-74662270,0.03015692,0.31233746,-0.60431683,-0.09757769,0.10812169,-0.1030069,0.22855061,0.21742098,-0.17067255,0.15600754,-0.22944085,0.16893409,0.28373978,-0.10899049,-0.25843567,-0.041745763,-0.3830061,-0.0013959715
chr2-74663211-74664082,-0.0056827525,0.17664179,-0.23690826,0.036393337,0.20018835,0.102790475,-0.005615789,-0.093052864,-0.29598296,-0.01907688,-0.030446079,-0.024978634,0.10734826,0.03006892,-0.10772653,0.028240677,0.1080818,0.00039045175
chr2-74668155-74669051,-0.22003306,-0.10163238,-0.08348006,-0.3038133,0.3735546,0.23392159,0.049357146,0.04168349,0.08463457,0.028519204,-0.14331414,-0.08609721,0.130666,0.04008836,-0.44026962,-0.23365952,0.1063071,0.018922782
chr2-74687418-74688142,-0.07491792,0.35500133,0.17297027,-0.18697485,0.17934345,-0.11919684,-0.28271824,-0.12606494,-0.054194562,0.08645294,0.17890157,-0.10604621,0.08952707,-0.07967413,0.051300112,-0.07826901,-0.023994561,-0.024690025
chr2-74711848-74712777,-0.10806729,0.08636172,0.4168228,-0.38147613,0.25818917,0.08648374,0.09026177,-0.13927422,0.03893251,-0.08246962,0.13138023,-0.41450533,0.27574354,-0.102408014,-0.10440303,-0.07650971,-0.062672,-0.006791922
chr2-74715668-74716471,-0.025545005,0.026175352,0.073496535,0.056444753,0.034535326,-0.051034447,0.25379127,-0.10393824,-0.1220485,-0.032028366,0.14446929,0.04809288,-0.03506559,-0.06485942,-0.0006516226,-0.065122835,-0.2175739,-1.1414202e-05
chr2-74728159-74728925,-0.09116303,0.15859179,-0.027913146,-0.05308011,-0.001129181,0.18213242,-0.08041736,0.3104704,-0.41410494,0.12401,-0.3106858,-0.24344951,0.034221668,-0.03903893,0.12446704,-0.2502544,0.26347733,-0.0009599733
chr2-74743700-74744600,-0.2545634,0.0030473848,-0.09031861,0.12877573,0.19339022,0.08222406,-0.065257415,-0.20691712,0.022133442,-0.2550445,0.14215165,0.044303395,0.20071915,-0.08029965,0.33063242,0.07380454,-0.14050002,0.007200761
chr2-74746965-74747832,0.1768766,-0.1142412,0.16465507,-0.25127906,0.13452446,-0.02738693,0.05636252,-0.25557876,-0.0038486135,-0.013860953,0.2366935,-0.119859345,0.13004239,0.044271804,-0.08903748,-0.14673457,-0.009055646,-0.0052453494
chr2-74763663-74764432,-0.16632134,0.33986622,-0.34222868,-0.20938824,0.42298847,-0.127564,-0.038318347,-0.35744768,0.3444859,-0.07312539,-0.26027718,0.004163601,0.09086512,-0.20220158,0.08528022,0.05719178,0.47046122,0.0034725855
chr2-75137570-75138328,-0.016590433,0.05771585,0.11099843,-0.07681087,0.31119978,0.020274498,-0.14491624,-0.1427348,0.18759596,-0.0036667373,-0.0591507,0.035844762,-0.048497412,-0.11887586,-0.014543801,-0.09385844,-0.23219326,0.008322206
chr2-75589956-75590720,0.2591839,-0.016134875,0.11731743,0.24470389,-0.12818043,0.2188606,-0.46848467,-0.13500123,-0.123377375,0.11160715,-0.08798653,-0.06265679,0.044982504,-0.1720261,0.009574075,0.2336289,0.042764347,-0.048332527
chr2-75704461-75705373,0.1796916,-0.08082494,-0.40793407,0.3695944,-0.20407249,-0.24823019,0.5105323,0.0020823283,-0.50688255,0.11224528,0.08639097,0.07319445,0.20372175,-0.18655214,-0.1363843,-0.06727249,-0.37677696,0.012517154
chr2-76338308-76339084,0.17840101,-0.1903338,-0.19169928,-0.04379856,-0.24065956,0.08496315,-0.24679379,0.04535789,0.31043294,0.11932437,-0.10903654,0.18429592,-0.08147686,0.23890515,0.14701027,-0.085667156,-0.33125672,-0.029641153
chr2-77816248-77817161,-0.5156101,0.14310122,0.48298556,-1.0181732,0.6102026,0.5926801,-0.7025218,-0.18968026,-0.28986242,0.248249,-0.07123072,0.064559795,-0.14946689,-0.34808677,0.22553436,-0.55243206,-0.01056723,-0.006329005
chr2-79255250-79256085,0.43648216,-0.032396562,-0.2596914,-0.328767,0.04985827,-0.04430729,0.1969797,-0.15376012,0.20787142,0.056734484,-0.2266573,0.16065651,0.004563761,-0.11765563,-0.16078843,0.0800529,-0.060662113,0.00018208055
chr2-79453907-79454786,-0.21704844,0.16346925,0.33896938,-1.1109099,0.48922378,0.40830755,0.11758774,-0.012257621,-0.5191794,0.036805898,-0.11501272,-0.5356027,0.076656386,0.218783,0.118196,0.060702957,-0.41587913,0.0031162528
chr2-79456578-79457390,-0.27750635,0.24096014,-0.08946632,-0.8928157,0.4679211,0.1803882,0.29108873,0.0053857383,-0.20922595,-0.17276345,0.058899067,0.012264617,-0.041416988,-0.04233183,0.33984396,-0.43854877,0.3089382,0.0051068277
chr2-79458899-79459764,0.031165868,0.12521644,0.18459433,-1.256536,0.35314822,0.24570054,0.18295984,-0.030468684,0.01305256,-0.16962431,-0.00031082128,0.05466168,-0.0024711748,-0.114196375,0.33692726,-0.18765695,0.0911544,-0.004347529
chr2-80446363-80447123,-0.4743915,0.25778246,0.024891023,-0.4805082,0.40355805,-0.4698843,0.405006,0.4252003,-0.41426533,0.03659937,-0.030996028,-0.24515097,0.05136785,-0.14852028,-0.38166007,-0.28334224,0.18194784,0.08996022
chr2-84839282-84840067,0.18188305,-0.0037184267,0.08718689,0.24440283,-0.22866178,-0.49807143,0.067852475,0.07090034,-0.041060377,0.017344013,0.0417202,-0.18907267,-0.091733456,-0.0067393426,-0.01873376,-0.09258732,-0.039850067,-0.0053529236
chr2-84840257-84841131,0.119094625,0.27313343,0.056464106,-0.29888785,-0.44366097,-0.4358527,0.1277435,0.24563736,0.20227551,0.06214276,-0.12149732,-0.19776581,0.033737294,0.0907586,0.13747987,-0.10541475,-0.1443625,-0.0096840765
chr2-84865691-84866404,-0.026445998,0.20697129,0.039110098,-1.1478801,0.45545104,0.18495053,0.39830014,0.08505865,-0.8779221,0.21979713,-0.13323872,-0.08182264,0.011089234,0.051853016,-0.116835594,-0.2839474,0.016176507,0.058744423
chr2-84871686-84872628,0.08994219,-0.24243516,0.25060543,-1.2874113,0.40681446,0.2168797,0.33978975,0.40118086,-0.71278423,0.08270008,0.11807368,-0.14397438,-0.3154713,0.06332239,-0.08598669,0.15365772,-0.40116227,0.01966877
chr2-84889736-84890565,-0.07307233,0.30144247,0.35221577,-1.4200723,0.09370601,-0.027804382,0.23153228,0.06469075,0.058363486,0.043120228,-0.24321884,0.33881977,-0.17732778,-0.15222079,-0.013662499,-0.33917502,0.6272256,-0.01357703
chr2-93187090-93187959,-0.06990947,-0.07652099,0.31889904,-0.3913645,-0.09145098,0.32962286,-0.38568744,0.27547452,-0.10642058,0.0017261319,-0.029964691,-0.09715202,-0.2796475,0.18231161,0.2126422,-0.12822212,0.082266726,-0.016033037
chr2-93333253-93333998,-0.069480255,-0.3366584,-0.035535995,-0.18109569,-0.51563483,-0.23606709,0.52172786,0.4571004,-0.21992894,0.093565576,-0.14594057,0.027618252,-0.2705757,-0.20965661,0.1140336,0.28624853,-0.047153674,0.021733798
chr2-93334205-93335141,-0.45727715,-0.1333013,0.08100353,-0.48466316,-0.19988264,-0.10536225,0.50306845,0.54132193,-0.34772488,0.027169824,0.23230077,0.026816973,-0.30256668,0.10734642,-0.17507944,-0.0485944,-0.16248177,0.016981255
chr2-93462152-93463015,0.3557942,-0.16527292,-0.5045363,0.53091115,-0.61415344,-0.5523003,0.40738854,0.23776102,-0.1744686,-0.11013101,0.094890386,-0.14028858,0.36684865,-0.09539729,-0.08422481,0.20103869,-0.6776059,0.05316081
chr2-93619256-93620131,-0.053452965,0.008255185,-0.1805059,0.092733935,-0.08273039,0.20275192,0.37515256,-0.010114753,-0.19455564,-0.21917307,-0.04420155,-0.09935861,0.31198055,-0.01617775,0.15252236,-0.0988337,0.08669137,-0.030269224
chr2-98662171-98663045,0.34035033,0.20993528,-0.10471312,0.7114545,-0.86022085,-0.53974324,-0.16775046,0.24173099,0.08300036,-0.03981296,0.12386331,-0.26121828,0.22664289,-0.56268775,0.0095104845,0.7053679,-0.5739438,-0.06451212
chr2-98664684-98665453,0.21131839,0.08672223,-0.364961,0.6027767,-0.820824,-0.58817863,-0.17639926,0.15637638,0.44907302,-0.097804114,-0.16949463,0.5733841,0.14144713,0.09701541,-0.4214701,0.25069416,0.34889913,-0.15554217
chr2-98666258-98666550,0.315564,0.040730298,-0.43170735,0.63917035,-0.87544125,-0.69788516,-0.13759224,0.23610418,0.5407172,-0.26119235,0.2881155,0.74990666,0.011357713,0.22449872,-0.30635634,0.2946992,-0.8158966,-0.39025068
chr2-98666685-98667425,0.46467817,0.19723983,-0.1722703,0.7147777,-1.2481577,-0.6117292,-0.27450925,0.17869925,0.38944256,-0.65601444,0.26744235,0.9696233,-0.06413775,-1.1562703,-0.17759797,0.5079797,0.44483328,-1.2509089
chr2-101796301-101797165,0.2994787,-0.10023206,-0.23291269,0.493012,-0.19837198,-0.6369744,0.5522667,0.19144262,-0.5389503,-0.07629755,-0.16569282,0.33332303,-0.006657406,-0.067657486,-0.101060666,-0.22446677,-0.46565562,0.035863668
chr2-101797307-101798137,0.032648843,0.10033525,-0.28094792,0.56461,-0.1748694,-0.37631556,0.45571223,-0.03261459,-0.2992266,-0.10548711,-0.24783024,0.2687645,-0.21342567,-0.020159738,-0.46674582,0.041577533,0.21549188,0.01191226
chr2-103565847-103566660,0.5864062,-0.19985713,-0.9060383,0.3387288,-0.31194174,-0.6697022,0.40180272,0.23093337,-0.038850732,0.10399653,-0.022646135,-0.050085217,0.2679641,-0.10373767,0.1297198,-0.058758564,-0.14992487,0.017445156
chr2-105127045-105127944,0.0007466825,-0.004187629,0.415586,-0.16389638,0.07562115,0.01952932,-0.13002549,-0.04757888,0.07351508,-0.099324755,0.007968697,0.028839897,-0.26630554,0.17520756,0.0813322,-0.1571387,-0.1083306,-0.0049881567
chr2-105130192-105131064,-0.24010296,0.025231292,0.034294933,-0.06547584,0.30317056,0.0788701,-0.057179835,-0.25521895,0.31187212,0.059588514,-0.060568694,-0.02321802,0.07030091,0.007858809,-0.025659394,-0.32053936,-0.37046087,-0.0031143236
chr2-105224170-105225080,-0.054257084,-0.03712099,0.10434788,-0.0043372586,0.20334706,0.06541133,0.15894198,0.014285973,-0.3324825,-0.09344086,0.10406842,-0.381537,0.081029065,0.008768492,0.10914571,-0.06366833,0.11570018,0.003077608
chr2-105226111-105227009,0.09392583,0.2599008,0.17142323,0.26014772,-0.13495393,-0.15895002,0.13940053,-0.3146301,0.14163558,-0.15125081,0.073731795,0.08702836,-0.09829277,-0.05268084,-0.048054777,-0.34667167,-0.024747094,-0.0061452226
chr2-105231336-105232227,0.07950703,-0.09087506,0.011211493,0.4848106,-0.22693306,-0.32299525,-0.19459093,-0.33770207,0.47994074,-0.1708454,-0.08499158,0.034558646,-0.041543655,-0.074081205,0.2173256,0.20447166,0.19279808,-0.034671903
chr2-105663096-105663877,-0.03702202,-0.018553205,-0.000966471,0.2453146,0.04525008,-0.24837914,-0.038469367,0.037427496,0.14291224,-0.13748784,0.052795768,0.16347295,0.30403033,-0.054190584,-0.04512229,0.051707406,-0.51301086,-0.006519435
chr2-105666240-105667135,-0.032943547,0.2051157,-0.26017368,0.023454566,-0.16196851,0.10847661,-0.017288627,-0.21226487,0.22412099,0.0023211865,-0.022259206,-0.14735101,-0.054248177,0.014184376,-0.07513778,0.022168757,0.26622447,-0.005357531
chr2-105676104-105676969,0.27838808,-0.36290187,-0.10317084,0.44429561,-0.27059683,-0.31141242,-0.07895824,0.13337669,0.24320202,0.011558709,0.0831674,0.11266905,-0.13278493,-0.087198734,-0.16126701,-0.026225433,-0.43392316,0.03710577
chr2-105687207-105688152,0.18274613,0.042741362,-0.12796073,-0.09164816,-0.72739863,-0.17250693,-0.025794212,0.13568932,0.41218424,-0.02324759,-0.19864011,0.07355719,0.13824269,-0.0518116,-0.08384528,0.24543999,0.32722986,-0.013673001
chr2-106194223-106195082,0.14835939,-0.27641347,-0.4747413,0.4475121,0.26721025,-0.34465277,0.03689012,-0.07832414,0.2812778,-0.1473551,0.061257794,0.16486576,-0.19145782,-0.0651107,0.13066223,-0.09865152,0.1269289,-0.011390171
